#Name (cmd = mergePeaks /t1-data/user/ltamon/DPhil/GenomicContactDynamics/15_Motif/out_motif/chrALL_uniquebins_targCp21_bgrCp1_seed845_sampsize0.7/bg.clean.pos /t1-data/user/ltamon/DPhil/GenomicContactDynamics/15_Motif/out_motif/chrALL_uniquebins_targCp21_bgrCp1_seed845_sampsize0.7/target.clean..pos -d given -cobound 1 -prefix /t1-data/user/ltamon/DPhil/GenomicContactDynamics/15_Motif/out_motif/chrALL_uniquebins_targCp21_bgrCp1_seed845_sampsize0.7/0.215173857127414.2.tmp)	chr	start	end	strand	stat	stat2	/t1-data/user/ltamon/DPhil/GenomicContactDynamics/15_Motif/out_motif/chrALL_uniquebins_targCp21_bgrCp1_seed845_sampsize0.7/target.clean..pos
BG27445-chopped1	chr9	81680002	81720000	+	0.000	0.000	2878
BG6979-chopped1	chr1	84360002	84400000	+	0.000	0.000	3319
BG21599-chopped1	chr1	80080002	80120000	+	0.000	0.000	1693
BG3619-chopped1	chr2	135360002	135400000	+	0.000	0.000	8508
BG20524-chopped1	chr2	194680002	194720000	+	0.000	0.000	5871
BG1898-chopped1	chr2	153960002	154000000	+	0.000	0.000	141
BG29530-chopped1	chr14	99280002	99320000	+	0.000	0.000	4800
BG37171-chopped1	chr4	159400002	159440000	+	0.000	0.000	4039
BG13876-chopped1	chr4	44640002	44680000	+	0.000	0.000	1226
BG21844-chopped1	chr3	164480002	164520000	+	0.000	0.000	5138
BG47415-chopped1	chr8	70080002	70120000	+	0.000	0.000	7021
BG10080-chopped1	chr5	126880002	126920000	+	0.000	0.000	2705
BG9938-chopped1	chr12	28680002	28720000	+	0.000	0.000	7859
BG20324-chopped1	chr2	202280002	202320000	+	0.000	0.000	8052
BG43736-chopped1	chr2	58400002	58440000	+	0.000	0.000	7182
BG2017-chopped1	chr6	92840002	92880000	+	0.000	0.000	3310
BG38491-chopped1	chr12	116280002	116320000	+	0.000	0.000	3011
BG17355-chopped1	chr1	81440002	81480000	+	0.000	0.000	3120
BG35131-chopped1	chr1	101960002	102000000	+	0.000	0.000	7438
BG11836-chopped1	chr2	123520002	123560000	+	0.000	0.000	681
BG26198-chopped1	chr1	191680002	191720000	+	0.000	0.000	1691
BG13921-chopped1	chr11	15120002	15160000	+	0.000	0.000	8044
BG4657-chopped1	chr5	90560002	90600000	+	0.000	0.000	4865
BG34411-chopped1	chr16	24200002	24240000	+	0.000	0.000	2236
BG11554-chopped1	chr9	9520002	9560000	+	0.000	0.000	2498
BG26998-chopped1	chr9	26640002	26680000	+	0.000	0.000	3588
BG21362-chopped1	chr14	48360002	48400000	+	0.000	0.000	1981
BG31606-chopped1	chr8	59480002	59520000	+	0.000	0.000	374
BG32044-chopped1	chr13	75600002	75640000	+	0.000	0.000	4327
BG47488-chopped1	chr21	35360002	35400000	+	0.000	0.000	7510
BG20842-chopped1	chr4	95880002	95920000	+	0.000	0.000	3331
BG22682-chopped1	chr5	142960002	143000000	+	0.000	0.000	3255
BG46413-chopped1	chr20	39000002	39040000	+	0.000	0.000	1890
BG41969-chopped1	chr3	28720002	28760000	+	0.000	0.000	2903
BG2981-chopped1	chr14	64680002	64720000	+	0.000	0.000	325
BG33364-chopped1	chr10	23840002	23880000	+	0.000	0.000	983
BG24321-chopped1	chr15	26320002	26360000	+	0.000	0.000	5178
BG18193-chopped1	chr10	62680002	62720000	+	0.000	0.000	5391
BG18629-chopped1	chr11	48560002	48600000	+	0.000	0.000	3515
BG45448-chopped1	chr14	83280002	83320000	+	0.000	0.000	5132
BG34684-chopped1	chr4	23320002	23360000	+	0.000	0.000	5964
BG19949-chopped1	chr9	84600002	84640000	+	0.000	0.000	2223
BG27917-chopped1	chr7	67520002	67560000	+	0.000	0.000	7854
BG760-chopped1	chr5	29920002	29960000	+	0.000	0.000	8036
BG33164-chopped1	chr8	25680002	25720000	+	0.000	0.000	1171
BG29757-chopped1	chr1	205040002	205080000	+	0.000	0.000	1820
BG1815-chopped1	chr2	106400002	106440000	+	0.000	0.000	2788
BG39565-chopped1	chr2	166040002	166080000	+	0.000	0.000	8190
BG12592-chopped1	chr4	113040002	113080000	+	0.000	0.000	1451
BG47533-chopped1	chr6	155200002	155240000	+	0.000	0.000	794
BG17473-chopped1	chr5	121160002	121200000	+	0.000	0.000	4160
BG31124-chopped1	chr20	16760002	16800000	+	0.000	0.000	8509
BG7134-chopped1	chr17	49520002	49560000	+	0.000	0.000	4094
BG28155-chopped1	chr2	147440002	147480000	+	0.000	0.000	7010
BG12392-chopped1	chr4	94920002	94960000	+	0.000	0.000	4866
BG18793-chopped1	chr7	123880002	123920000	+	0.000	0.000	6882
BG2053-chopped1	chr11	85520002	85560000	+	0.000	0.000	5164
BG4329-chopped1	chr10	130200002	130240000	+	0.000	0.000	1020
BG23074-chopped1	chr11	99480002	99520000	+	0.000	0.000	4806
BG14031-chopped1	chr18	52800002	52840000	+	0.000	0.000	4197
BG39283-chopped1	chr18	25760002	25800000	+	0.000	0.000	3917
BG43126-chopped1	chr9	8360002	8400000	+	0.000	0.000	6276
BG10352-chopped1	chr13	37600002	37640000	+	0.000	0.000	7974
BG33764-chopped1	chr16	59080002	59120000	+	0.000	0.000	5363
BG11226-chopped1	chr4	20560002	20600000	+	0.000	0.000	1993
BG19467-chopped1	chr9	117480002	117520000	+	0.000	0.000	694
BG11672-chopped1	chrX	137040002	137080000	+	0.000	0.000	6394
BG46286-chopped1	chr7	25880002	25920000	+	0.000	0.000	785
BG38117-chopped1	chr4	133320002	133360000	+	0.000	0.000	4130
BG9574-chopped1	chr7	18840002	18880000	+	0.000	0.000	2442
BG2653-chopped1	chr12	89440002	89480000	+	0.000	0.000	6352
BG25068-chopped1	chr8	59640002	59680000	+	0.000	0.000	3826
BG4493-chopped1	chr1	75440002	75480000	+	0.000	0.000	6978
BG187-chopped1	chr17	50320002	50360000	+	0.000	0.000	7382
BG39883-chopped1	chr18	49080002	49120000	+	0.000	0.000	7020
BG18747-chopped1	chr6	68360002	68400000	+	0.000	0.000	2345
BG47851-chopped1	chr1	95920002	95960000	+	0.000	0.000	8720
BG32962-chopped1	chr18	53720002	53760000	+	0.000	0.000	570
BG39237-chopped1	chr12	88360002	88400000	+	0.000	0.000	7594
BG31442-chopped1	chr3	136680002	136720000	+	0.000	0.000	6424
BG7452-chopped1	chr1	120480002	120520000	+	0.000	0.000	5751
BG35676-chopped1	chr7	33200002	33240000	+	0.000	0.000	3156
BG987-chopped1	chr11	21920002	21960000	+	0.000	0.000	8571
BG41359-chopped1	chr19	27840002	27880000	+	0.000	0.000	182
BG45484-chopped1	chr5	163600002	163640000	+	0.000	0.000	2818
BG43199-chopped1	chr8	114560002	114600000	+	0.000	0.000	8976
BG3773-chopped1	chr2	125560002	125600000	+	0.000	0.000	5494
BG30922-chopped1	chr13	106680002	106720000	+	0.000	0.000	4375
BG40730-chopped1	chr14	99440002	99480000	+	0.000	0.000	2632
BG36996-chopped1	chr18	65680002	65720000	+	0.000	0.000	1120
BG6487-chopped1	chr2	33920002	33960000	+	0.000	0.000	1350
BG18465-chopped1	chr3	8160002	8200000	+	0.000	0.000	1960
BG22308-chopped1	chr14	85800002	85840000	+	0.000	0.000	3348
BG3691-chopped1	chr1	59160002	59200000	+	0.000	0.000	1287
BG10670-chopped1	chr12	58680002	58720000	+	0.000	0.000	4938
BG28709-chopped1	chr2	144680002	144720000	+	0.000	0.000	8497
BG20587-chopped1	chr12	114280002	114320000	+	0.000	0.000	1547
BG29147-chopped1	chr9	29880002	29920000	+	0.000	0.000	4085
BG13384-chopped1	chr7	18080002	18120000	+	0.000	0.000	4494
BG4447-chopped1	chr6	115840002	115880000	+	0.000	0.000	1469
BG36796-chopped1	chr6	77240002	77280000	+	0.000	0.000	4478
BG3045-chopped1	chr8	98600002	98640000	+	0.000	0.000	427
BG35721-chopped1	chr2	204360002	204400000	+	0.000	0.000	8277
BG24066-chopped1	chr1	71440002	71480000	+	0.000	0.000	2404
BG47805-chopped1	chr4	28040002	28080000	+	0.000	0.000	3725
BG15023-chopped1	chr3	175480002	175520000	+	0.000	0.000	6765
BG34201-chopped1	chr3	61080002	61120000	+	0.000	0.000	5497
BG4365-chopped1	chr12	27960002	28000000	+	0.000	0.000	7419
BG32916-chopped1	chr4	12600002	12640000	+	0.000	0.000	4569
BG17745-chopped1	chr12	27520002	27560000	+	0.000	0.000	9072
BG25713-chopped1	chr13	25040002	25080000	+	0.000	0.000	6703
BG12218-chopped1	chr1	202920002	202960000	+	0.000	0.000	113
BG18183-chopped1	chr5	100960002	101000000	+	0.000	0.000	894
BG39755-chopped1	chr6	162240002	162280000	+	0.000	0.000	6241
BG17663-chopped1	chr14	31360002	31400000	+	0.000	0.000	4914
BG23346-chopped1	chr19	40560002	40600000	+	0.000	0.000	3499
BG12018-chopped1	chr8	128440002	128480000	+	0.000	0.000	8103
BG10-chopped1	chr8	130720002	130760000	+	0.000	0.000	8503
BG42442-chopped1	chr16	65080002	65120000	+	0.000	0.000	1275
BG49281-chopped1	chr17	70800002	70840000	+	0.000	0.000	2100
BG25986-chopped1	chr4	171520002	171560000	+	0.000	0.000	6302
BG28145-chopped1	chr4	10480002	10520000	+	0.000	0.000	9091
BG12382-chopped1	chr10	90840002	90880000	+	0.000	0.000	1485
BG7570-chopped1	chr18	38520002	38560000	+	0.000	0.000	1399
BG7679-chopped1	chr4	73280002	73320000	+	0.000	0.000	8371
BG18783-chopped1	chr6	5640002	5680000	+	0.000	0.000	6561
BG41477-chopped1	chr3	173280002	173320000	+	0.000	0.000	2030
BG4210-chopped1	chr2	105560002	105600000	+	0.000	0.000	2704
BG6159-chopped1	chr8	31800002	31840000	+	0.000	0.000	33
BG4765-chopped1	chr4	160760002	160800000	+	0.000	0.000	8627
BG459-chopped1	chr7	53680002	53720000	+	0.000	0.000	5092
BG26105-chopped1	chr2	88800002	88840000	+	0.000	0.000	5569
BG10342-chopped1	chr8	131240002	131280000	+	0.000	0.000	7776
BG41722-chopped1	chr11	50160002	50200000	+	0.000	0.000	2591
BG20259-chopped1	chr2	51000002	51040000	+	0.000	0.000	2059
BG4683-chopped1	chr3	176080002	176120000	+	0.000	0.000	3051
BG44882-chopped1	chr8	87720002	87760000	+	0.000	0.000	8348
BG14376-chopped1	chr9	19560002	19600000	+	0.000	0.000	6575
BG22344-chopped1	chr16	77720002	77760000	+	0.000	0.000	5822
BG18937-chopped1	chr6	26200002	26240000	+	0.000	0.000	3483
BG41195-chopped1	chr4	144320002	144360000	+	0.000	0.000	2702
BG20059-chopped1	chr11	87640002	87680000	+	0.000	0.000	1970
BG13301-chopped1	chr16	60160002	60200000	+	0.000	0.000	7617
BG28745-chopped1	chr4	10320002	10360000	+	0.000	0.000	1059
BG40120-chopped1	chr2	197120002	197160000	+	0.000	0.000	8187
BG6204-chopped1	chr9	109800002	109840000	+	0.000	0.000	4709
BG83-chopped1	chr8	87800002	87840000	+	0.000	0.000	8502
BG6759-chopped1	chr5	166520002	166560000	+	0.000	0.000	4700
BG49235-chopped1	chr21	37400002	37440000	+	0.000	0.000	4014
BG26378-chopped1	chr12	113960002	114000000	+	0.000	0.000	9039
BG13101-chopped1	chr7	112760002	112800000	+	0.000	0.000	1710
BG36186-chopped1	chr3	2360002	2400000	+	0.000	0.000	4116
BG44154-chopped1	chr3	145560002	145600000	+	0.000	0.000	5592
BG23018-chopped1	chr13	101360002	101400000	+	0.000	0.000	3614
BG24984-chopped1	chr6	8600002	8640000	+	0.000	0.000	5908
BG22699-chopped1	chr10	113240002	113280000	+	0.000	0.000	1395
BG18100-chopped1	chr11	4880002	4920000	+	0.000	0.000	2457
BG29419-chopped1	chr6	57880002	57920000	+	0.000	0.000	7635
BG42760-chopped1	chr3	155680002	155720000	+	0.000	0.000	1113
BG9282-chopped1	chr11	133120002	133160000	+	0.000	0.000	3503
BG9718-chopped1	chr8	126680002	126720000	+	0.000	0.000	1612
BG1923-chopped1	chr7	50200002	50240000	+	0.000	0.000	1343
BG42114-chopped1	chr1	79640002	79680000	+	0.000	0.000	5890
BG25103-chopped1	chr2	69000002	69040000	+	0.000	0.000	6492
BG48515-chopped1	chr7	42960002	43000000	+	0.000	0.000	8939
BG4637-chopped1	chr12	126360002	126400000	+	0.000	0.000	7306
BG21097-chopped1	chr6	8480002	8520000	+	0.000	0.000	29
BG3117-chopped1	chr5	95200002	95240000	+	0.000	0.000	7407
BG10660-chopped1	chr7	123920002	123960000	+	0.000	0.000	6209
BG7797-chopped1	chr20	16920002	16960000	+	0.000	0.000	1051
BG11534-chopped1	chr1	60760002	60800000	+	0.000	0.000	2859
BG34946-chopped1	chr6	119520002	119560000	+	0.000	0.000	3926
BG11089-chopped1	chr22	50040002	50080000	+	0.000	0.000	1720
BG40193-chopped1	chr5	85880002	85920000	+	0.000	0.000	4304
BG19775-chopped1	chr10	133000002	133040000	+	0.000	0.000	581
BG33099-chopped1	chr11	55520002	55560000	+	0.000	0.000	3355
BG3481-chopped1	chr4	22200002	22240000	+	0.000	0.000	201
BG32906-chopped1	chr5	127680002	127720000	+	0.000	0.000	1852
BG27543-chopped1	chr10	111080002	111120000	+	0.000	0.000	6244
BG18500-chopped1	chr11	103640002	103680000	+	0.000	0.000	6166
BG22016-chopped1	chr4	137360002	137400000	+	0.000	0.000	4997
BG26141-chopped1	chr18	22240002	22280000	+	0.000	0.000	3491
BG33790-chopped1	chr2	197400002	197440000	+	0.000	0.000	3407
BG41749-chopped1	chr5	60080002	60120000	+	0.000	0.000	5509
BG740-chopped1	chr5	92000002	92040000	+	0.000	0.000	8588
BG25176-chopped1	chr13	89000002	89040000	+	0.000	0.000	4048
BG21942-chopped1	chr14	82520002	82560000	+	0.000	0.000	5895
BG24101-chopped1	chr11	56240002	56280000	+	0.000	0.000	2122
BG8516-chopped1	chr4	111080002	111120000	+	0.000	0.000	386
BG8189-chopped1	chr10	92720002	92760000	+	0.000	0.000	7811
BG40147-chopped1	chr8	111680002	111720000	+	0.000	0.000	2102
BG6795-chopped1	chr2	137160002	137200000	+	0.000	0.000	6510
BG12372-chopped1	chr4	126200002	126240000	+	0.000	0.000	2340
BG18773-chopped1	chr9	82200002	82240000	+	0.000	0.000	1800
BG9836-chopped1	chr19	20360002	20400000	+	0.000	0.000	8755
BG16488-chopped1	chr13	87520002	87560000	+	0.000	0.000	5225
BG20895-chopped1	chr8	136400002	136440000	+	0.000	0.000	3416
BG6149-chopped1	chr1	215280002	215320000	+	0.000	0.000	42
BG38498-chopped1	chr5	63200002	63240000	+	0.000	0.000	8311
BG35138-chopped1	chr14	41440002	41480000	+	0.000	0.000	7199
BG43106-chopped1	chr2	162880002	162920000	+	0.000	0.000	2566
BG31904-chopped1	chr5	147840002	147880000	+	0.000	0.000	604
BG7469-chopped1	chr7	113440002	113480000	+	0.000	0.000	8751
BG43552-chopped1	chr5	102840002	102880000	+	0.000	0.000	992
BG22416-chopped1	chr1	144000002	144040000	+	0.000	0.000	7515
BG30057-chopped1	chr3	94120002	94160000	+	0.000	0.000	8934
BG17607-chopped1	chr8	18120002	18160000	+	0.000	0.000	3520
BG20695-chopped1	chr4	159120002	159160000	+	0.000	0.000	1129
BG44426-chopped1	chr7	54400002	54440000	+	0.000	0.000	5840
BG38298-chopped1	chr3	111360002	111400000	+	0.000	0.000	4918
BG13492-chopped1	chr5	40760002	40800000	+	0.000	0.000	6007
BG37223-chopped1	chr22	29200002	29240000	+	0.000	0.000	8612
BG21460-chopped1	chr6	52880002	52920000	+	0.000	0.000	9021
BG3153-chopped1	chr8	92480002	92520000	+	0.000	0.000	1964
BG49307-chopped1	chr1	215320002	215360000	+	0.000	0.000	1187
BG18491-chopped1	chr8	105400002	105440000	+	0.000	0.000	6639
BG32142-chopped1	chr3	172360002	172400000	+	0.000	0.000	4421
BG34418-chopped1	chr13	56280002	56320000	+	0.000	0.000	8098
BG38543-chopped1	chr3	40440002	40480000	+	0.000	0.000	8135
BG44226-chopped1	chr6	82720002	82760000	+	0.000	0.000	153
BG15686-chopped1	chr1	58200002	58240000	+	0.000	0.000	6111
BG16451-chopped1	chr5	101720002	101760000	+	0.000	0.000	8864
BG7514-chopped1	chr6	142440002	142480000	+	0.000	0.000	2170
BG37578-chopped1	chr2	107120002	107160000	+	0.000	0.000	4515
BG29300-chopped1	chr3	110440002	110480000	+	0.000	0.000	3511
BG4709-chopped1	chr14	47480002	47520000	+	0.000	0.000	3267
BG40465-chopped1	chr2	171360002	171400000	+	0.000	0.000	4021
BG41230-chopped1	chr2	76960002	77000000	+	0.000	0.000	8519
BG37496-chopped1	chr2	214200002	214240000	+	0.000	0.000	2886
BG1913-chopped1	chr10	56600002	56640000	+	0.000	0.000	3974
BG20649-chopped1	chr2	126760002	126800000	+	0.000	0.000	7126
BG39017-chopped1	chr5	39120002	39160000	+	0.000	0.000	142
BG767-chopped1	chr21	35280002	35320000	+	0.000	0.000	3278
BG9072-chopped1	chr7	30960002	31000000	+	0.000	0.000	1480
BG43424-chopped1	chr18	62120002	62160000	+	0.000	0.000	4684
BG7787-chopped1	chr10	25560002	25600000	+	0.000	0.000	7394
BG43870-chopped1	chr16	88200002	88240000	+	0.000	0.000	6151
BG22734-chopped1	chr6	130280002	130320000	+	0.000	0.000	7955
BG6712-chopped1	chr4	29240002	29280000	+	0.000	0.000	904
BG40183-chopped1	chr7	69760002	69800000	+	0.000	0.000	474
BG23172-chopped1	chr3	19680002	19720000	+	0.000	0.000	8328
BG19765-chopped1	chr3	79600002	79640000	+	0.000	0.000	9043
BG23608-chopped1	chr8	14240002	14280000	+	0.000	0.000	1847
BG27733-chopped1	chr8	71880002	71920000	+	0.000	0.000	7788
BG42459-chopped1	chr12	62480002	62520000	+	0.000	0.000	7036
BG39817-chopped1	chr13	84560002	84600000	+	0.000	0.000	3555
BG12399-chopped1	chr18	43120002	43160000	+	0.000	0.000	15
BG19119-chopped1	chr11	27200002	27240000	+	0.000	0.000	2189
BG42704-chopped1	chr11	30480002	30520000	+	0.000	0.000	280
BG44544-chopped1	chr4	71120002	71160000	+	0.000	0.000	7146
BG485-chopped1	chr5	137720002	137760000	+	0.000	0.000	1431
BG1431-chopped1	chr3	80520002	80560000	+	0.000	0.000	6861
BG45418-chopped1	chr11	82000002	82040000	+	0.000	0.000	1744
BG12644-chopped1	chr18	67200002	67240000	+	0.000	0.000	4874
BG41739-chopped1	chr5	93600002	93640000	+	0.000	0.000	4036
BG1986-chopped1	chr13	36720002	36760000	+	0.000	0.000	6360
BG32369-chopped1	chr18	240002	280000	+	0.000	0.000	7778
BG36821-chopped1	chr12	77840002	77880000	+	0.000	0.000	4316
BG2751-chopped1	chr1	65200002	65240000	+	0.000	0.000	1924
BG9590-chopped1	chr4	137600002	137640000	+	0.000	0.000	350
BG33689-chopped1	chr19	43160002	43200000	+	0.000	0.000	9089
BG25411-chopped1	chr8	90640002	90680000	+	0.000	0.000	5510
BG36294-chopped1	chr11	87320002	87360000	+	0.000	0.000	1914
BG8179-chopped1	chr17	67760002	67800000	+	0.000	0.000	2246
BG27251-chopped1	chr11	133160002	133200000	+	0.000	0.000	1776
BG46538-chopped1	chr6	123040002	123080000	+	0.000	0.000	4187
BG12362-chopped1	chr2	79960002	80000000	+	0.000	0.000	2234
BG18763-chopped1	chr19	56320002	56360000	+	0.000	0.000	6704
BG15403-chopped1	chr1	85120002	85160000	+	0.000	0.000	4180
BG30129-chopped1	chr14	40480002	40520000	+	0.000	0.000	1712
BG2905-chopped1	chr1	218400002	218440000	+	0.000	0.000	4630
BG35128-chopped1	chr5	126760002	126800000	+	0.000	0.000	1071
BG40937-chopped1	chr3	44360002	44400000	+	0.000	0.000	6778
BG10322-chopped1	chr15	88640002	88680000	+	0.000	0.000	6938
BG29891-chopped1	chr18	59840002	59880000	+	0.000	0.000	6263
BG16723-chopped1	chr4	154440002	154480000	+	0.000	0.000	868
BG43542-chopped1	chr4	13280002	13320000	+	0.000	0.000	5283
BG45382-chopped1	chr12	96960002	97000000	+	0.000	0.000	3006
BG17161-chopped1	chr3	179640002	179680000	+	0.000	0.000	4738
BG32214-chopped1	chr9	29360002	29400000	+	0.000	0.000	9008
BG36448-chopped1	chr1	175120002	175160000	+	0.000	0.000	6470
BG29245-chopped1	chr6	120640002	120680000	+	0.000	0.000	642
BG15758-chopped1	chr8	56760002	56800000	+	0.000	0.000	7415
BG10122-chopped1	chr7	10520002	10560000	+	0.000	0.000	6562
BG47903-chopped1	chr7	144680002	144720000	+	0.000	0.000	8212
BG20930-chopped1	chr4	155480002	155520000	+	0.000	0.000	2640
BG36248-chopped1	chr1	71120002	71160000	+	0.000	0.000	8671
BG19237-chopped1	chr7	28040002	28080000	+	0.000	0.000	8014
BG46056-chopped1	chr5	132880002	132920000	+	0.000	0.000	2329
BG157-chopped1	chr14	59640002	59680000	+	0.000	0.000	3162
BG8579-chopped1	chr13	105560002	105600000	+	0.000	0.000	7938
BG16441-chopped1	chr5	73560002	73600000	+	0.000	0.000	7744
BG7504-chopped1	chr16	53680002	53720000	+	0.000	0.000	5527
BG7177-chopped1	chr2	53160002	53200000	+	0.000	0.000	6225
BG28525-chopped1	chr20	9640002	9680000	+	0.000	0.000	4286
BG5783-chopped1	chr2	58200002	58240000	+	0.000	0.000	2728
BG16996-chopped1	chr11	126320002	126360000	+	0.000	0.000	2645
BG34208-chopped1	chr9	5800002	5840000	+	0.000	0.000	7741
BG20839-chopped1	chr16	70160002	70200000	+	0.000	0.000	4930
BG34772-chopped1	chr14	28000002	28040000	+	0.000	0.000	1179
BG13636-chopped1	chr7	105760002	105800000	+	0.000	0.000	717
BG21604-chopped1	chr7	145400002	145440000	+	0.000	0.000	2099
BG46856-chopped1	chr6	135760002	135800000	+	0.000	0.000	3191
BG29845-chopped1	chr12	82800002	82840000	+	0.000	0.000	1731
BG3743-chopped1	chr5	125160002	125200000	+	0.000	0.000	410
BG1458-chopped1	chr18	61720002	61760000	+	0.000	0.000	2001
BG16796-chopped1	chr12	126680002	126720000	+	0.000	0.000	641
BG32732-chopped1	chr8	71080002	71120000	+	0.000	0.000	5634
BG6457-chopped1	chr18	51760002	51800000	+	0.000	0.000	6257
BG17561-chopped1	chr4	142200002	142240000	+	0.000	0.000	6723
BG44380-chopped1	chr10	117600002	117640000	+	0.000	0.000	1135
BG10640-chopped1	chr3	145800002	145840000	+	0.000	0.000	3593
BG1376-chopped1	chr15	95040002	95080000	+	0.000	0.000	4383
BG19200-chopped1	chr4	151200002	151240000	+	0.000	0.000	3037
BG31130-chopped1	chr1	218080002	218120000	+	0.000	0.000	8404
BG2696-chopped1	chr11	123920002	123960000	+	0.000	0.000	675
BG39371-chopped1	chr11	90480002	90520000	+	0.000	0.000	919
BG1176-chopped1	chr7	25960002	26000000	+	0.000	0.000	5942
BG28043-chopped1	chr17	51880002	51920000	+	0.000	0.000	3590
BG33852-chopped1	chr4	37320002	37360000	+	0.000	0.000	6411
BG41820-chopped1	chr8	130080002	130120000	+	0.000	0.000	5548
BG20357-chopped1	chr2	194400002	194440000	+	0.000	0.000	4897
BG24482-chopped1	chr1	205760002	205800000	+	0.000	0.000	4307
BG43769-chopped1	chr11	119680002	119720000	+	0.000	0.000	2263
BG13154-chopped1	chr8	75360002	75400000	+	0.000	0.000	6872
BG29363-chopped1	chr12	15080002	15120000	+	0.000	0.000	3415
BG9662-chopped1	chr18	36840002	36880000	+	0.000	0.000	4972
BG37886-chopped1	chr3	178720002	178760000	+	0.000	0.000	8814
BG45854-chopped1	chr8	101360002	101400000	+	0.000	0.000	1850
BG4135-chopped1	chr12	94320002	94360000	+	0.000	0.000	6033
BG11114-chopped1	chr5	4520002	4560000	+	0.000	0.000	6112
BG47694-chopped1	chr4	190760002	190800000	+	0.000	0.000	4201
BG19800-chopped1	chr7	147720002	147760000	+	0.000	0.000	48
BG11669-chopped1	chr12	23480002	23520000	+	0.000	0.000	1922
BG39525-chopped1	chr5	83400002	83440000	+	0.000	0.000	7829
BG45208-chopped1	chr8	101240002	101280000	+	0.000	0.000	4531
BG33570-chopped1	chr16	13280002	13320000	+	0.000	0.000	6993
BG7295-chopped1	chr5	159840002	159880000	+	0.000	0.000	1609
BG38005-chopped1	chr5	38920002	38960000	+	0.000	0.000	2009
BG43814-chopped1	chr2	158000002	158040000	+	0.000	0.000	4402
BG12989-chopped1	chr4	68040002	68080000	+	0.000	0.000	7858
BG39325-chopped1	chr11	85280002	85320000	+	0.000	0.000	8713
BG31639-chopped1	chr8	106320002	106360000	+	0.000	0.000	7764
BG18753-chopped1	chr9	83760002	83800000	+	0.000	0.000	5041
BG33479-chopped1	chr2	148640002	148680000	+	0.000	0.000	2519
BG17233-chopped1	chr4	125960002	126000000	+	0.000	0.000	6032
BG41893-chopped1	chr4	171280002	171320000	+	0.000	0.000	2606
BG44052-chopped1	chr13	35680002	35720000	+	0.000	0.000	1846
BG27041-chopped1	chr13	90960002	91000000	+	0.000	0.000	5309
BG7340-chopped1	chr16	60600002	60640000	+	0.000	0.000	7447
BG35564-chopped1	chr2	82520002	82560000	+	0.000	0.000	1333
BG1494-chopped1	chr5	116040002	116080000	+	0.000	0.000	7756
BG19427-chopped1	chr2	209160002	209200000	+	0.000	0.000	1817
BG6820-chopped1	chr4	27800002	27840000	+	0.000	0.000	611
BG23280-chopped1	chr13	64240002	64280000	+	0.000	0.000	6983
BG19873-chopped1	chr3	36120002	36160000	+	0.000	0.000	40
BG23389-chopped1	chr13	61720002	61760000	+	0.000	0.000	6875
BG29681-chopped1	chr12	78360002	78400000	+	0.000	0.000	1672
BG16186-chopped1	chr4	94560002	94600000	+	0.000	0.000	2046
BG41165-chopped1	chr1	79240002	79280000	+	0.000	0.000	6573
BG39925-chopped1	chr7	54680002	54720000	+	0.000	0.000	685
BG9980-chopped1	chr4	136920002	136960000	+	0.000	0.000	7550
BG38078-chopped1	chr4	167600002	167640000	+	0.000	0.000	7982
BG29035-chopped1	chr7	76720002	76760000	+	0.000	0.000	5695
BG37003-chopped1	chr8	94520002	94560000	+	0.000	0.000	7299
BG42485-chopped1	chr10	45600002	45640000	+	0.000	0.000	6949
BG22114-chopped1	chr7	20440002	20480000	+	0.000	0.000	3270
BG10912-chopped1	chr5	93920002	93960000	+	0.000	0.000	7780
BG13626-chopped1	chr5	163440002	163480000	+	0.000	0.000	6011
BG17751-chopped1	chr3	81160002	81200000	+	0.000	0.000	4582
BG16231-chopped1	chr12	33120002	33160000	+	0.000	0.000	3905
BG48686-chopped1	chr4	123560002	123600000	+	0.000	0.000	2420
BG35082-chopped1	chr11	90640002	90680000	+	0.000	0.000	1939
BG23989-chopped1	chr8	52040002	52080000	+	0.000	0.000	7636
BG22469-chopped1	chr5	75920002	75960000	+	0.000	0.000	6635
BG2213-chopped1	chr9	109480002	109520000	+	0.000	0.000	2735
BG30437-chopped1	chr6	51240002	51280000	+	0.000	0.000	2262
BG7212-chopped1	chr9	26240002	26280000	+	0.000	0.000	3666
BG41010-chopped1	chr4	171240002	171280000	+	0.000	0.000	561
BG18871-chopped1	chr2	214080002	214120000	+	0.000	0.000	1217
BG45690-chopped1	chr2	152120002	152160000	+	0.000	0.000	6533
BG11059-chopped1	chr9	81040002	81080000	+	0.000	0.000	2870
BG19745-chopped1	chr14	86800002	86840000	+	0.000	0.000	9004
BG547-chopped1	chr10	95320002	95360000	+	0.000	0.000	1323
BG10430-chopped1	chr13	113840002	113880000	+	0.000	0.000	6729
BG11304-chopped1	chr5	56960002	57000000	+	0.000	0.000	3260
BG17705-chopped1	chr4	177480002	177520000	+	0.000	0.000	5714
BG7812-chopped1	chrX	122360002	122400000	+	0.000	0.000	8001
BG49078-chopped1	chr6	57840002	57880000	+	0.000	0.000	830
BG20147-chopped1	chr4	141760002	141800000	+	0.000	0.000	5271
