"name2","chrom","txStart","txEnd","name","uniqueID","Chromosome","Start_position","End_position","Enhancer_id","Enhancer_symbol","Cp"
"EPHX2","chr8",27348519,27402439,"NM_001256482",18784,"chr8",27455904,27456103,"E_01_286","--",NA
"EPHX2","chr8",27348685,27402439,"NM_001256484",18783,"chr8",27455904,27456103,"E_01_286","--",NA
"ERBB2","chr17",37856231,37884915,"NR_110535",37875,"chr17",37879572,37880263,"E_01_288","HGE(HER2 gene body Enhancer )",NA
"ERBB2","chr17",37844337,37884915,"NM_001289936",37884,"chr17",37879572,37880263,"E_01_288","HGE(HER2 gene body Enhancer )",NA
"ERBB2","chr17",37856231,37884915,"NM_004448",37867,"chr17",37879572,37880263,"E_01_288","HGE(HER2 gene body Enhancer )",NA
"ERBB2","chr17",37844337,37884915,"NM_001005862",37883,"chr17",37879572,37880263,"E_01_288","HGE(HER2 gene body Enhancer )",NA
"ERBB2","chr17",37844337,37873910,"NM_001289938",39026,"chr17",37879572,37880263,"E_01_288","HGE(HER2 gene body Enhancer )",NA
"ERBB2","chr17",37856231,37884915,"NM_001289937",37866,"chr17",37879572,37880263,"E_01_288","HGE(HER2 gene body Enhancer )",NA
"ERG","chr21",39751950,40033704,"NM_001136154",45227,"chr21",40003868,40015913,"E_01_322","ERG Super-Enhancer",NA
"ERG","chr21",39739183,40033618,"NM_001243432",45221,"chr21",40003868,40015913,"E_01_322","ERG Super-Enhancer",NA
"ERG","chr21",39751950,40032591,"NM_001243428",45230,"chr21",40003868,40015913,"E_01_322","ERG Super-Enhancer",NA
"ERG","chr21",39751950,39956869,"NM_001243429",45222,"chr21",40003868,40015913,"E_01_322","ERG Super-Enhancer",NA
"ERG","chr21",39751950,40033704,"NM_004449",45234,"chr21",40003868,40015913,"E_01_322","ERG Super-Enhancer",NA
"ERG","chr21",39751950,39870428,"NM_001136155",45232,"chr21",40003868,40015913,"E_01_322","ERG Super-Enhancer",NA
"ERG","chr21",39751950,39870428,"NM_182918",45224,"chr21",40003868,40015913,"E_01_322","ERG Super-Enhancer",NA
"ESR1","chr6",152126808,152424408,"NM_001122741",14662,"chr6",151917242,152028736,"E_01_338","--",NA
"ESR1","chr6",152128454,152424408,"NM_001122740",14660,"chr6",151917242,152028736,"E_01_338","--",NA
"ESR1","chr6",152128814,152424408,"NM_000125",14661,"chr6",151917242,152028736,"E_01_338","--",NA
"ESR1","chr6",152011631,152424408,"NM_001122742",14075,"chr6",151917242,152028736,"E_01_338","--",NA
"FAM210B","chr20",54933983,54943718,"NM_080821",44993,"chr20",54937785,54938182,"E_01_248","--",NA
"FBP1","chr9",97365421,97401923,"NM_000507",20561,"chr9",97396389,97401553,"E_01_267","FBP1 Enhancer",NA
"FBP1","chr9",97365421,97402531,"NM_001127628",20560,"chr9",97396389,97401553,"E_01_267","FBP1 Enhancer",NA
"FDXR","chr17",72858619,72869156,"NM_001258012",39866,"chr17",72860067,72860183,"E_01_145","--",NA
"FDXR","chr17",72858619,72869156,"NM_001258013",39867,"chr17",72860067,72860183,"E_01_145","--",NA
"FDXR","chr17",72858619,72869156,"NM_004110",39864,"chr17",72860067,72860183,"E_01_145","--",NA
"FDXR","chr17",72858619,72869156,"NM_001258014",39868,"chr17",72860067,72860183,"E_01_145","--",NA
"FDXR","chr17",72858619,72869156,"NM_001258015",39869,"chr17",72860067,72860183,"E_01_145","--",NA
"FDXR","chr17",72858619,72864876,"NM_001258016",39875,"chr17",72860067,72860183,"E_01_145","--",NA
"FDXR","chr17",72858619,72869156,"NM_024417",39872,"chr17",72860067,72860183,"E_01_145","--",NA
"FDXR","chr17",72858619,72869156,"NR_047576",39873,"chr17",72860067,72860183,"E_01_145","--",NA
"FGF10","chr5",44305097,44388784,"NM_004465",12895,"chr5",44385750,44386845,"E_01_104","--",NA
"FGFR1","chr8",38268656,38326352,"NM_023106",18813,"chr8",38291072,38304326,"E_01_332","--",NA
"FGFR1","chr8",38268656,38326352,"NM_023110",18812,"chr8",38291072,38304326,"E_01_332","--",NA
"FGFR1","chr8",38268656,38325363,"NM_001174065",18817,"chr8",38291072,38304326,"E_01_332","--",NA
"FGFR1","chr8",38268656,38326352,"NM_001174063",18811,"chr8",38291072,38304326,"E_01_332","--",NA
"FGFR1","chr8",38268656,38326352,"NM_015850",18820,"chr8",38291072,38304326,"E_01_332","--",NA
"FGFR1","chr8",38268656,38326352,"NM_023105",18818,"chr8",38291072,38304326,"E_01_332","--",NA
"FGFR1","chr8",38268656,38325363,"NM_001174066",18816,"chr8",38291072,38304326,"E_01_332","--",NA
"FGFR1","chr8",38268656,38325363,"NM_001174067",18815,"chr8",38291072,38304326,"E_01_332","--",NA
"FGFR1","chr8",38268656,38326352,"NM_001174064",18823,"chr8",38291072,38304326,"E_01_332","--",NA
"FGFR2","chr10",123237844,123353481,"NM_023029",25433,"chr10",123099589,123100426,"E_01_208"," ",NA
"FGFR2","chr10",123237844,123353772,"NM_001144916",25425,"chr10",123099589,123100426,"E_01_208"," ",NA
"FGFR2","chr10",123237844,123356159,"NM_001144915",25426,"chr10",123099589,123100426,"E_01_208"," ",NA
"FGFR2","chr10",123237844,123357972,"NM_001144918",25432,"chr10",123099589,123100426,"E_01_208"," ",NA
"FGFR2","chr10",123237844,123357972,"NR_073009",25423,"chr10",123099589,123100426,"E_01_208"," ",NA
"FGFR2","chr10",123241367,123353481,"NM_001144913",25428,"chr10",123099589,123100426,"E_01_208"," ",NA
"FGFR2","chr10",123241367,123357972,"NM_001144919",25431,"chr10",123099589,123100426,"E_01_208"," ",NA
"FGFR2","chr10",123237844,123357972,"NM_022970",25430,"chr10",123099589,123100426,"E_01_208"," ",NA
"FGFR2","chr10",123237844,123353481,"NM_001144914",25427,"chr10",123099589,123100426,"E_01_208"," ",NA
"FGFR2","chr10",123237844,123357972,"NM_001144917",25424,"chr10",123099589,123100426,"E_01_208"," ",NA
"FGFR2","chr10",123237844,123357972,"NM_000141",25429,"chr10",123099589,123100426,"E_01_208"," ",NA
"FKBP4","chr12",2904108,2914587,"NM_002014",30207,"chr6",35505139,35511492,"E_01_039","FKBP51 Enhancer",NA
"FKBP4","chr12",2904108,2914587,"NM_002014",30207,"chr6",35628363,35641362,"E_01_356","FKBP51 Enhancer",NA
"FKBP4","chr12",2904108,2914587,"NM_002014",30207,"chr6",35636623,35642872,"E_01_041","FKBP51 Enhancer",NA
"FKBP4","chr12",2904108,2914587,"NM_002014",30207,"chr6",35616284,35622638,"E_01_040","FKBP51 Enhancer",NA
"FKBP4","chr12",2904108,2914587,"NM_002014",30207,"chr6",35574363,35576362,"E_01_038","FKBP51 Enhancer",NA
"FOXA1","chr14",38058757,38064325,"NM_004496",33478,"chr6",38010770,38019538,"E_01_336","--",NA
"FOXA1","chr14",38058757,38064325,"NM_004496",33478,"chr6",38032308,38035230,"E_01_337","--",NA
"FOXA1","chr14",38058757,38064325,"NM_004496",33478,"chr6",37997693,38001538,"E_01_335","--",NA
"FOXC1","chr6",1610681,1614129,"NM_001453",14748,"chr6",1615844,1617834,"E_01_225","--",NA
"FOXC1","chr6",1610681,1614129,"NM_001453",14748,"chr6",1701731,1704441,"E_01_227","--",NA
"FOXC1","chr6",1610681,1614129,"NM_001453",14748,"chr6",1614189,1617051,"E_01_224","--",NA
"FOXC1","chr6",1610681,1614129,"NM_001453",14748,"chr6",1636682,1642781,"E_01_254","FOXC1 Enhancer",NA
"FOXC1","chr6",1610681,1614129,"NM_001453",14748,"chr6",1619349,1621343,"E_01_226","--",NA
"FOXC1","chr6",1610681,1614129,"NM_001453",14748,"chr6",1679011,1683521,"E_01_315","--",NA
"FOXF1","chr16",86544133,86548070,"NM_001451",37487,"chr16",86422447,86426834,"E_01_333","--",NA
"FOXF1","chr16",86544133,86548070,"NM_001451",37487,"chr16",86212041,86271919,"E_01_174","--",NA
"FOXP2","chr7",114066557,114294198,"NM_001172767",16935,"chr7",114541371,114542201,"E_01_223","--",NA
"FOXP2","chr7",114055052,114333827,"NM_014491",16452,"chr7",114541371,114542201,"E_01_223","--",NA
"FOXP2","chr7",114055052,114333827,"NR_033767",16455,"chr7",114541371,114542201,"E_01_223","--",NA
"FOXP2","chr7",113726365,114333827,"NR_033766",16454,"chr7",114541371,114542201,"E_01_223","--",NA
"FOXP2","chr7",114066557,114294198,"NM_148899",16936,"chr7",114541371,114542201,"E_01_223","--",NA
"FOXP2","chr7",114055052,114333827,"NM_148900",16451,"chr7",114541371,114542201,"E_01_223","--",NA
"FOXP2","chr7",114055052,114333827,"NM_001172766",16446,"chr7",114541371,114542201,"E_01_223","--",NA
"FOXP2","chr7",114055052,114333827,"NM_148898",16450,"chr7",114541371,114542201,"E_01_223","--",NA
"GADD45B","chr19",2476123,2478257,"NM_015675",41417,"chr19",2482924,2484923,"E_01_185","--",NA
"GALNT2","chr1",230202956,230417875,"NM_004481",1202,"chr1",230293531,230305966,"E_01_416","--",NA
"GATA1","chrX",48644982,48652717,"NM_002049",23019,"chr16",80618,80837,"E_01_388","--",NA
"GFI1","chr1",92940318,92949356,"NM_001127215",2703,"chr1",92921569,92937818,"E_01_264","--",NA
"GFI1","chr1",92940318,92951628,"NM_001127216",2702,"chr1",92921569,92937818,"E_01_264","--",NA
"GFI1","chr1",92940318,92952433,"NM_005263",2704,"chr1",92921569,92937818,"E_01_264","--",NA
"GH1","chr17",61994563,61996198,"NM_022562",39718,"chr17",62028379,62028924,"E_01_093","--",NA
"GH1","chr17",61994563,61996198,"NM_022559",39720,"chr17",62028379,62028924,"E_01_093","--",NA
"GH1","chr17",61994563,61996198,"NM_022561",39719,"chr17",62028379,62028924,"E_01_093","--",NA
"GH1","chr17",61994563,61996198,"NM_000515",39737,"chr17",62028379,62028924,"E_01_093","--",NA
"GH1","chr17",61994563,61996198,"NM_022560",39735,"chr17",62028379,62028924,"E_01_093","--",NA
"GIMAP4","chr7",150264458,150271041,"NM_018326",18465,"chr7",150360501,150366500,"E_01_259","GIMAP Enhancer",NA
"GIMAP7","chr7",150211945,150218161,"NM_153236",18464,"chr7",150360501,150366500,"E_01_259","GIMAP Enhancer",NA
"GLG1","chr16",74481326,74641042,"NM_001145667",36130,"chr16",74568580,74583481,"E_01_308","--",NA
"GLG1","chr16",74481326,74641042,"NM_012201",36126,"chr16",74568580,74583481,"E_01_308","--",NA
"GLG1","chr16",74481326,74641042,"NM_001145666",36131,"chr16",74568580,74583481,"E_01_308","--",NA
"GLG1","chr16",74481326,74641042,"NR_027265",36132,"chr16",74568580,74583481,"E_01_308","--",NA
"GLG1","chr16",74481326,74641042,"NR_027264",36124,"chr16",74568580,74583481,"E_01_308","--",NA
"GMDS","chr6",1624035,2245868,"NM_001500",13980,"chr6",1615844,1617834,"E_01_225","--",NA
"GMDS","chr6",1624035,2245868,"NM_001500",13980,"chr6",1614189,1617051,"E_01_224","--",NA
"GMDS","chr6",1624035,2245868,"NM_001500",13980,"chr6",1701731,1704441,"E_01_227","--",NA
"GMDS","chr6",1624035,2245868,"NM_001500",13980,"chr6",1619349,1621343,"E_01_226","--",NA
"GMDS","chr6",1624035,2176225,"NM_001253846",13981,"chr6",1615844,1617834,"E_01_225","--",NA
"GMDS","chr6",1624035,2176225,"NM_001253846",13981,"chr6",1614189,1617051,"E_01_224","--",NA
"GMDS","chr6",1624035,2176225,"NM_001253846",13981,"chr6",1701731,1704441,"E_01_227","--",NA
"GMDS","chr6",1624035,2176225,"NM_001253846",13981,"chr6",1619349,1621343,"E_01_226","--",NA
"GML","chr8",143916217,143928262,"NM_002066",19150,"chr8",143896218,143898217,"E_01_173","--",NA
"GPI","chr19",34856032,34893318,"NM_001289790",41124,"chr19",34845033,34847032,"E_01_293","--",NA
"GPI","chr19",34856032,34893318,"NM_000175",41119,"chr19",34845033,34847032,"E_01_293","--",NA
"GPI","chr19",34855645,34893318,"NM_001184722",41121,"chr19",34845033,34847032,"E_01_293","--",NA
"GPI","chr19",34855645,34893318,"NM_001289789",41123,"chr19",34845033,34847032,"E_01_293","--",NA
"GPR84","chr12",54756229,54758270,"NM_020370",30885,"chr12",54757503,54758950,"E_01_055","--",NA
"GREB1","chr2",11682851,11732272,"NM_033090",5934,"chr2",11633300,11641134,"E_01_300","--",NA
"GREB1","chr2",11674242,11782912,"NM_014668",5933,"chr2",11633300,11641134,"E_01_300","--",NA
"GREB1","chr2",11680080,11728355,"NM_148903",5932,"chr2",11633300,11641134,"E_01_300","--",NA
"GRHL3","chr1",24645812,24681808,"NM_198173",1852,"ch1",24589813,24645812,"E_01_257","",NA
"GRHL3","chr1",24645812,24681808,"NM_198173",1852,"chr1",24601613,24626812,"E_01_117","",NA
"GRHL3","chr1",24649530,24681808,"NM_021180",1847,"ch1",24589813,24645812,"E_01_257","",NA
"GRHL3","chr1",24649530,24681808,"NM_021180",1847,"chr1",24601613,24626812,"E_01_117","",NA
"GRHL3","chr1",24645812,24690970,"NM_198174",1846,"ch1",24589813,24645812,"E_01_257","",NA
"GRHL3","chr1",24645812,24690970,"NM_198174",1846,"chr1",24601613,24626812,"E_01_117","",NA
"GRHL3","chr1",24646056,24681808,"NM_001195010",1849,"ch1",24589813,24645812,"E_01_257","",NA
"GRHL3","chr1",24646056,24681808,"NM_001195010",1849,"chr1",24601613,24626812,"E_01_117","",NA
"HAND2","chr4",174447652,174451378,"NM_021973",11816,"chr4",174441058,174442400,"E_01_268","--",NA
"HAND2","chr4",174447652,174451378,"NM_021973",11816,"chr4",174435829,174438057,"E_01_302","--",NA
"HBB","chr11",5246696,5248301,"NM_000518",27627,"chr11",5248825,5249485,"E_01_389","--",NA
"HBB","chr11",5246696,5248301,"NM_000518",27627,"chr11",5255063,5258441,"E_01_390","",NA
"HBB","chr11",5246696,5248301,"NM_000518",27627,"chr3",108296551,108297750,"E_01_391","","1"
"HBB","chr11",5246696,5248301,"NM_000518",27627,"chr11",5211020,5213983,"E_01_398","",NA
"HBE1","chr11",5289580,5291373,"NM_005330",27621,"chr11",5301601,5302400,"E_01_232","HS2 enhancer ",NA
"HBE1","chr11",5289580,5291373,"NM_005330",27621,"chr11",5288665,5288684,"E_01_385","",NA
"HBE1","chr11",5289580,5291373,"NM_005330",27621,"chr11",5271422,5273421,"E_01_400","HS2 enhancer",NA
"HBE1","chr11",5289580,5291373,"NM_005330",27621,"chr11",5264846,5266345,"E_01_399","",NA
"HBE1","chr11",5289580,5291373,"NM_005330",27621,"chr11",5286081,5288080,"E_01_401","HS2 enhancer",NA
"HBE1","chr11",5289580,5291373,"NM_005330",27621,"chr11",5266022,5266708,"E_01_387","--",NA
"HBG1","chr11",5269502,5271087,"NM_000559",27628,"chr11",5248825,5249485,"E_01_389","--",NA
"HBG1","chr11",5269502,5271087,"NM_000559",27628,"chr11",5250752,5250777,"E_01_396","",NA
"HBG1","chr11",5269502,5271087,"NM_000559",27628,"chr11",5248028,5248047,"E_01_394","",NA
"HBG1","chr11",5269502,5271087,"NM_000559",27628,"chr11",5250705,5250719,"E_01_395","",NA
"HBG1","chr11",5269502,5271087,"NM_000559",27628,"chr11",5268576,5268621,"E_01_386","",NA
"HBG1","chr11",5269502,5271087,"NM_000559",27628,"chr11",5250265,5250295,"E_01_392","",NA
"HBG1","chr11",5269502,5271087,"NM_000559",27628,"chr11",5250536,5250560,"E_01_393","",NA
"HBG1","chr11",5269502,5271087,"NM_000559",27628,"chr11",5301601,5302400,"E_01_232","HS2 enhancer ",NA
"HBG2","chr11",5274421,5276011,"NM_000184",27623,"chr11",5301601,5302400,"E_01_232","HS2 enhancer ",NA
"HBG2","chr11",5274421,5276011,"NM_000184",27623,"chr11",5279733,5280272,"E_01_331","HBG-4kb HS site",NA
"HBG2","chr11",5274421,5276011,"NM_000184",27623,"chr6",135459327,135461326,"E_01_053","--",NA
"HHLA2","chr3",108015337,108097131,"NM_001282558",9453,"chr3",108015220,108015290,"E_01_380","--",NA
"HHLA2","chr3",108021332,108097131,"NM_007072",9450,"chr3",108015220,108015290,"E_01_380","--",NA
"HHLA2","chr3",108015337,108097131,"NM_001282559",9451,"chr3",108015220,108015290,"E_01_380","--",NA
"HHLA2","chr3",108015337,108097131,"NM_001282556",9452,"chr3",108015220,108015290,"E_01_380","--",NA
"HHLA2","chr3",108030632,108097131,"NM_001282557",9449,"chr3",108015220,108015290,"E_01_380","--",NA
"HLX","chr1",221052743,221058400,"NM_021958",4386,"chr1",221049244,221051243,"E_01_274","--",NA
"HLX","chr1",221052743,221058400,"NM_021958",4386,"chr2",221040923,221069549,"E_01_414","--",NA
"HMOX1","chr22",35777060,35790207,"NM_002133",46000,"chr22",35766961,35768960,"E_01_106","ARE Enhancer",NA
"HMOX1","chr22",35777060,35790207,"NM_002133",46000,"chr22",35736841,35737280,"E_01_367","--",NA
"HMOX1","chr22",35777060,35790207,"NM_002133",46000,"chr22",35686841,35687280,"E_01_231","--",NA
"HNF4A","chr20",43029896,43061485,"NM_000457",44788,"chr20",42977442,42978040,"E_01_221","--",NA
"HNF4A","chr20",42984441,43061485,"NM_001287183",43873,"chr20",42977442,42978040,"E_01_221","--",NA
"HNF4A","chr20",43029896,43061485,"NM_001258355",44787,"chr20",42977442,42978040,"E_01_221","--",NA
"HNF4A","chr20",42984441,43061485,"NM_175914",43864,"chr20",42977442,42978040,"E_01_221","--",NA
"HNF4A","chr20",42984441,43061485,"NM_001287182",43872,"chr20",42977442,42978040,"E_01_221","--",NA
"HNF4A","chr20",42984441,43053276,"NM_001287184",43870,"chr20",42977442,42978040,"E_01_221","--",NA
"HNF4A","chr20",43029896,43053276,"NM_178850",44785,"chr20",42977442,42978040,"E_01_221","--",NA
"HNF4A","chr20",42984441,43053276,"NM_001030004",43865,"chr20",42977442,42978040,"E_01_221","--",NA
"HNF4A","chr20",43029896,43061485,"NM_178849",44786,"chr20",42977442,42978040,"E_01_221","--",NA
"HNF4A","chr20",42984441,43061485,"NM_001030003",43866,"chr20",42977442,42978040,"E_01_221","--",NA
"HOTAIR","chr12",54356092,54362540,"NR_003716",30857,"chr12",54357812,54358445,"E_01_171","--",NA
"HOTAIR","chr12",54356092,54362698,"NR_047518",30850,"chr12",54357812,54358445,"E_01_171","--",NA
"HOTAIR","chr12",54356092,54368740,"NR_047517",30851,"chr12",54357812,54358445,"E_01_171","--",NA
"HPSE","chr4",84213614,84255966,"NM_001199830",11475,"chr4",84277628,84281723,"E_01_313","HPSE eRNA",NA
"HPSE","chr4",84213614,84256034,"NM_001098540",11476,"chr4",84277628,84281723,"E_01_313","HPSE eRNA",NA
"HPSE","chr4",84213614,84256306,"NM_006665",11474,"chr4",84277628,84281723,"E_01_313","HPSE eRNA",NA
"HPSE","chr4",84213614,84256306,"NM_001166498",11477,"chr4",84277628,84281723,"E_01_313","HPSE eRNA",NA
"HRH1","chr3",11267669,11304939,"NM_001098211",7882,"chr3",11249689,11250280,"E_01_168","--",NA
"HRH1","chr3",11178779,11304939,"NM_001098213",7881,"chr3",11249689,11250280,"E_01_168","--",NA
"HRH1","chr3",11294385,11304939,"NM_000861",8689,"chr3",11249689,11250280,"E_01_168","--",NA
"HRH1","chr3",11196214,11304939,"NM_001098212",7884,"chr3",11249689,11250280,"E_01_168","--",NA
"ID2","chr2",8822113,8824583,"NM_002166",5887,"chr2",8818312,8820522,"E_01_301","--",NA
"ID3","chr1",23884421,23886285,"NM_002167",1820,"chr1",23881245,23881761,"E_01_199","--",NA
"ID3","chr1",23884421,23886285,"NM_002167",1820,"chr1",23881790,23881796,"E_01_045","--",NA
"ID3","chr1",23884421,23886285,"NM_002167",1820,"chr1",23888939,23889083,"E_01_200","--",NA
"IER5","chr1",181057638,181059979,"NM_016545",4018,"chr1",181117807,181122451,"E_01_239","--",NA
"IFITM1","chr11",313991,315272,"NM_003641",27392,"chr11",355448,358949,"E_01_273","--",NA
"IFITM2","chr11",308107,309410,"NM_006435",27389,"chr11",355448,358949,"E_01_273","--",NA
"IFITM3","chr11",319673,320914,"NR_049759",27391,"chr11",355448,358949,"E_01_273","--",NA
"IFITM3","chr11",319673,320914,"NM_021034",27390,"chr11",355448,358949,"E_01_273","--",NA
"IFNG","chr12",68548550,68553521,"NM_000619",29939,"chr12",68553504,68553754,"E_01_130","--",NA
"IFNG","chr12",68548550,68553521,"NM_000619",29939,"chr12",21439734,21439973,"E_01_127","--","5"
"IFNG","chr12",68548550,68553521,"NM_000619",29939,"chr12",68553763,68554012,"E_01_131","--",NA
"IFNG","chr12",68548550,68553521,"NM_000619",29939,"chr12",68549797,68550055,"E_01_129","--",NA
"IFNG","chr12",68548550,68553521,"NM_000619",29939,"chr12",68549288,68549545,"E_01_128","--",NA
"IGF2","chr11",2150347,2170833,"NM_001007139",27516,"chr11",2219532,2239062,"E_01_252","IGF2 Enhancer",NA
"IGF2","chr11",2150347,2162341,"NM_001127598",27510,"chr11",2219532,2239062,"E_01_252","IGF2 Enhancer",NA
"IGF2","chr11",2150347,2160204,"NM_000612",27514,"chr11",2219532,2239062,"E_01_252","IGF2 Enhancer",NA
"IGFBP1","chr7",45927959,45933267,"NM_000596",17477,"chr7",45920459,45923258,"E_01_310","--",NA
"IGFBP5","chr2",217536828,217560272,"NM_000599",7328,"chr2",217918269,217921910,"E_01_183","--",NA
"IL12B","chr5",158741791,158757481,"NM_002187",13712,"chr5",158787332,158794352,"E_01_063","--",NA
"IL12B","chr5",158741791,158757481,"NM_002187",13712,"chr5",158783553,158790360,"E_01_062","--",NA
"IL12B","chr5",158741791,158757481,"NM_002187",13712,"chr5",158755253,158761634,"E_01_061","--",NA
"IL1B","chr2",113587337,113594356,"NM_000576",6710,"chr2",113595984,113598617,"E_01_059","--",NA
"IL1B","chr2",113587337,113594356,"NM_000576",6710,"chr2",113597790,113600339,"E_01_060","--",NA
"IL23A","chr12",56732663,56734194,"NM_016584",30991,"chr12",56728501,56735000,"E_01_228","--",NA
"IL23R","chr1",67632169,67725650,"NM_144701",600,"chr1",67739941,67741075,"E_01_378","PRE",NA
"IL2RA","chr10",6052657,6104333,"NM_000417",25542,"chr10",6064658,6065397,"E_01_182","--",NA
"IL8","chr4",74606223,74609433,"NM_000584",11383,"chr4",74586224,74591223,"E_01_154","--",NA
"IRS1","chr2",227596033,227663506,"NM_005544",7455,"chr2",226998915,227004586,"E_01_284","rs6758183 
enhancer",NA
"ISL1","chr5",50678958,50690563,"NM_002202",12904,"chr5",51773620,51857504,"E_01_012","--",NA
"KCNK9","chr8",140613081,140715299,"NR_104210",19137,"chr8",141161901,141175436,"E_01_157","--",NA
"KCNK9","chr8",140629365,140715299,"NM_001282534",19136,"chr8",141161901,141175436,"E_01_157","--",NA
"KIT","chr4",55524095,55606881,"NM_001093772",10219,"chr4",55859108,55860311,"E_01_297","--",NA
"KIT","chr4",55524095,55606881,"NM_000222",10217,"chr4",55859108,55860311,"E_01_297","--",NA
"KLF5","chr13",73629114,73651680,"NM_001286818",32460,"chr13",73880414,74042621,"E_01_015","--",NA
"KLF5","chr13",73629114,73651680,"NM_001286818",32460,"chr13",73880691,73990596,"E_01_013","--",NA
"KLF5","chr13",73632930,73651680,"NM_001730",32459,"chr13",73880414,74042621,"E_01_015","--",NA
"KLF5","chr13",73632930,73651680,"NM_001730",32459,"chr13",73880691,73990596,"E_01_013","--",NA
"KLK3","chr19",51358171,51364020,"NM_001030048",43265,"chr19",50850115,50850982,"E_01_044","androgen Enhancer",NA
"KLK3","chr19",51358171,51364020,"NM_001030048",43265,"chr8",57069399,57069482,"E_01_136","PSA Enhancer","10"
"KLK3","chr19",51358171,51364020,"NM_001030048",43265,"chr19",51358996,51369041,"E_01_170","--",NA
"KLK3","chr19",51358171,51364020,"NM_001030048",43265,"chr19",51354805,51355203,"E_01_099","PSA Enhancer",NA
"KLK3","chr19",51358171,51364020,"NM_001648",43270,"chr19",50850115,50850982,"E_01_044","androgen Enhancer",NA
"KLK3","chr19",51358171,51364020,"NM_001648",43270,"chr8",57069399,57069482,"E_01_136","PSA Enhancer","10"
"KLK3","chr19",51358171,51364020,"NM_001648",43270,"chr19",51358996,51369041,"E_01_170","--",NA
"KLK3","chr19",51358171,51364020,"NM_001648",43270,"chr19",51354805,51355203,"E_01_099","PSA Enhancer",NA
"KLK3","chr19",51358171,51364020,"NM_001030047",43263,"chr19",50850115,50850982,"E_01_044","androgen Enhancer",NA
"KLK3","chr19",51358171,51364020,"NM_001030047",43263,"chr8",57069399,57069482,"E_01_136","PSA Enhancer","10"
"KLK3","chr19",51358171,51364020,"NM_001030047",43263,"chr19",51358996,51369041,"E_01_170","--",NA
"KLK3","chr19",51358171,51364020,"NM_001030047",43263,"chr19",51354805,51355203,"E_01_099","PSA Enhancer",NA
"LAMC2","chr1",183155174,183214262,"NM_005562",4037,"chr1",183149940,183150336,"E_01_249","LAMC2 Enhancer",NA
"LAMC2","chr1",183155174,183210406,"NM_018891",4038,"chr1",183149940,183150336,"E_01_249","LAMC2 Enhancer",NA
"LCE1A","chr1",152799949,152800573,"NM_178348",3283,"chr1",153628435,153632039,"E_01_425","--",NA
"LCT","chr2",136545415,136594750,"NM_002299",5361,"chr2",136531406,136531505,"E_01_048","LCT Enhancer",NA
"LEFTY1","chr1",226073982,226076846,"NM_020997",4426,"chr1",226065483,226067482,"E_01_065","--",NA
"LEFTY1","chr1",226073982,226076846,"NM_020997",4426,"chr1",226085597,226087967,"E_01_148","--",NA
"LINC00520","chr14",56247853,56263392,"NR_026797",33571,"chr14",56245001,56285000,"E_01_299","LEENE Enhancer",NA
"LINC00520","chr14",56247853,56263392,"NR_026796",33572,"chr14",56245001,56285000,"E_01_299","LEENE Enhancer",NA
"LINC00548","chr13",40768646,40794639,"NR_033877",32265,"chr13",40839694,40853195,"E_01_245","--",NA
"LMNB1","chr5",126112845,126172712,"NM_001198557",13260,"chr5",125345379,125345495,"E_01_206","--",NA
"LMNB1","chr5",126112845,126172712,"NM_001198557",13260,"chr5",125995863,125995972,"E_01_207","--",NA
"LMNB1","chr5",126112315,126172712,"NM_005573",13261,"chr5",125345379,125345495,"E_01_206","--",NA
"LMNB1","chr5",126112315,126172712,"NM_005573",13261,"chr5",125995863,125995972,"E_01_207","--",NA
"LMO1","chr11",8245851,8285425,"NR_073006",26854,"chr11",8271698,8279492,"E_01_233","--",NA
"LMO1","chr11",8245851,8285425,"NR_073006",26854,"chr11",8301852,8303851,"E_01_121","--",NA
"LMO1","chr11",8245851,8285425,"NR_073006",26854,"chr11",8240852,8242851,"E_01_266","LMO1 Enhancer",NA
"LMO1","chr11",8245851,8290182,"NM_001270428",26855,"chr11",8271698,8279492,"E_01_233","--",NA
"LMO1","chr11",8245851,8290182,"NM_001270428",26855,"chr11",8301852,8303851,"E_01_121","--",NA
"LMO1","chr11",8245851,8290182,"NM_001270428",26855,"chr11",8240852,8242851,"E_01_266","LMO1 Enhancer",NA
"LMO1","chr11",8245851,8285425,"NM_002315",26852,"chr11",8271698,8279492,"E_01_233","--",NA
"LMO1","chr11",8245851,8285425,"NM_002315",26852,"chr11",8301852,8303851,"E_01_121","--",NA
"LMO1","chr11",8245851,8285425,"NM_002315",26852,"chr11",8240852,8242851,"E_01_266","LMO1 Enhancer",NA
"LZIC","chr1",9989776,10002826,"NM_032368",1544,"chr1",9996967,9997243,"E_01_167","--",NA
"MAML2","chr11",95709757,96076344,"NM_032427",27245,"chr11",95817802,95818824,"E_01_403","--",NA
"MCM6","chr2",136597196,136634047,"NM_005915",6912,"chr2",136582837,136583741,"E_01_069","--",NA
"MDM2","chr12",69202797,69239324,"NM_001278462",29524,"chr9 ",118706131,118707280,"E_01_120","P53BER2 Enhancer","3"
"MDM2","chr12",69202797,69239324,"NM_001278462",29524,"chr1",181104025,181104549,"E_01_119","P53BER4 Enhancer",NA
