TR.NAME,GENE.NAME,N.EXONS,N.INTRONS,TRANSCRIPT.L,EXONS.L,INTRONS.L,AV.INTRON.L,AV.EXON.L,INTRONS.dev.EXONS
NM_001193267,SIRT5,9,8,40631,4471,36160,4520,496.7777778,8.087676135
NM_001031713,MCUR1,9,8,28013,5480,22533,2816.625,608.8888889,4.111861314
NM_152737,RNF182,3,2,55144,3416,51728,25864,1138.666667,15.14285714
NM_001165034,RNF182,3,2,55565,3386,52179,26089.5,1128.666667,15.41021855
NM_001165033,RNF182,2,1,54818,3277,51541,51541,1638.5,15.72810497
NM_001165032,RNF182,4,3,55144,3500,51644,17214.66667,875,14.75542857
NM_001040280,CD83,5,4,19285,2479,16806,4201.5,495.8,6.779346511
NM_001251901,CD83,5,4,19663,2311,17352,4338,462.2,7.508437906
NM_004233,CD83,5,4,19285,2482,16803,4200.75,496.4,6.769943594
NM_013262,MYLIP,7,6,19163,3078,16085,2680.833333,439.7142857,5.225795971
NM_001190766,STMND1,5,4,29116,1327,27789,6947.25,265.4,20.9412208
NM_001143941,RBM24,4,3,11806,2452,9354,3118,613,3.814845024
NM_153020,RBM24,3,2,11169,2399,8770,4385,799.6666667,3.655689871
NM_001143942,RBM24,4,3,12292,2468,9824,3274.666667,617,3.980551053
NM_016255,FAM8A1,5,4,11434,4750,6684,1671,950,1.407157895
NM_198586,NHLRC1,1,0,2135,2135,NA,NA,2135,NA
NM_000367,TPMT,9,8,26831,3256,23575,2946.875,361.7777778,7.240479115
NM_001134709,DEK,10,9,40401,2779,37622,4180.222222,277.9,13.5379633
NM_003472,DEK,11,10,40401,2882,37519,3751.9,262,13.01839001
NM_182757,RNF144B,8,7,81526,5044,76482,10926,630.5,15.1629659
NM_001546,ID4,3,2,4832,3879,953,476.5,1293,0.245681877
NM_003107,SOX4,1,0,4879,4879,NA,NA,4879,NA
NM_000948,PRL,5,4,10259,1366,8893,2223.25,273.2,6.510248902
NM_001163558,PRL,6,5,15611,1039,14572,2914.4,173.1666667,14.02502406
NM_138574,HDGFL1,1,0,1074,1074,NA,NA,1074,NA
NM_080723,NRSN1,4,3,21345,2412,18933,6311,603,7.849502488
NM_181337,KAAG1,1,0,1383,1383,NA,NA,1383,NA
NM_001503,GPLD1,25,24,63790,5857,57933,2413.875,234.28,9.89124125
NM_020662,MRS2,11,10,23288,3982,19306,1930.6,362,4.848317428
NM_001286266,MRS2,9,8,23288,3830,19458,2432.25,425.5555556,5.080417755
NM_001286264,MRS2,12,11,23288,3992,19296,1754.181818,332.6666667,4.833667335
NM_001286265,MRS2,10,9,20573,1799,18774,2086,179.9,10.43579767
NM_001252328,KIAA0319,17,16,39125,5332,33793,2112.0625,313.6470588,6.337771943
NM_018473,ACOT13,3,2,38034,4107,33927,16963.5,1369,8.260774288
NM_030939,C6orf62,5,4,14315,2477,11838,2959.5,495.4,4.779168349
NM_016614,TDP2,7,6,16912,1932,14980,2496.666667,276,7.753623188
NM_001160094,ACOT13,4,3,38034,4397,33637,11212.33333,1099.25,7.649988629
NM_015895,GMNN,7,6,11168,1274,9894,1649,182,7.766091052
NM_001282492,C6orf229,2,1,1577,823,754,754,411.5,0.916160389
NM_001251991,GMNN,7,6,10686,1050,9636,1606,150,9.177142857
NM_001251990,GMNN,7,6,11168,1066,10102,1683.666667,152.2857143,9.476547842
NM_001251989,GMNN,7,6,11168,1142,10026,1671,163.1428571,8.779334501
NM_001286447,FAM65B,14,13,38000,3634,34366,2643.538462,259.5714286,9.456796918
NM_015864,FAM65B,14,13,38000,2458,35542,2734,175.5714286,14.45972335
NM_005495,SLC17A4,12,11,26478,3612,22866,2078.727273,301,6.330564784
NM_170745,HIST1H2AA,1,0,501,501,NA,NA,501,NA
NM_170610,HIST1H2BA,1,0,438,438,NA,NA,438,NA
NM_001286121,SLC17A4,13,12,26478,3713,22765,1897.083333,285.6153846,6.131160786
NM_006632,SLC17A3,12,11,29145,1586,27559,2505.363636,132.1666667,17.37641866
NM_001098486,SLC17A3,13,12,29145,1821,27324,2277,140.0769231,15.00494234
NM_001286125,SLC17A2,10,9,13125,1978,11147,1238.555556,197.8,5.635490394
NM_001286123,SLC17A2,11,10,13125,2092,11033,1103.3,190.1818182,5.273900574
NM_005835,SLC17A2,11,10,17972,2394,15578,1557.8,217.6363636,6.507101086
NM_003513,HIST1H2AB,1,0,478,478,NA,NA,478,NA
NM_003537,HIST1H3B,1,0,473,473,NA,NA,473,NA
NM_003531,HIST1H3C,1,0,460,460,NA,NA,460,NA
NM_003529,HIST1H3A,1,0,470,470,NA,NA,470,NA
NM_003544,HIST1H4B,1,0,358,358,NA,NA,358,NA
NM_003538,HIST1H4A,1,0,373,373,NA,NA,373,NA
NM_021062,HIST1H2BB,1,0,432,432,NA,NA,432,NA
NM_006355,TRIM38,8,7,24642,5637,19005,2715,704.625,3.371474188
NM_005319,HIST1H1C,1,0,733,733,NA,NA,733,NA
NM_005325,HIST1H1A,1,0,782,782,NA,NA,782,NA
NM_139008,HFE,5,4,7962,1921,6041,1510.25,384.2,3.144716294
NM_003526,HIST1H2BC,1,0,439,439,NA,NA,439,NA
NM_003523,HIST1H2BE,1,0,436,436,NA,NA,436,NA
NM_003512,HIST1H2AC,1,0,547,547,NA,NA,547,NA
NM_139007,HFE,5,4,7962,1963,5999,1499.75,392.6,3.056036679
NM_139003,HFE,5,4,7962,1909,6053,1513.25,381.8,3.170770037
NM_139004,HFE,5,4,7962,1951,6011,1502.75,390.2,3.080984111
NM_000410,HFE,6,5,7962,2228,5734,1146.8,371.3333333,2.573608618
NM_003522,HIST1H2BF,1,0,431,431,NA,NA,431,NA
NM_003545,HIST1H4E,1,0,378,378,NA,NA,378,NA
NM_003542,HIST1H4C,1,0,391,391,NA,NA,391,NA
NM_003539,HIST1H4D,1,0,368,368,NA,NA,368,NA
NM_138720,HIST1H2BD,2,1,13229,815,12414,12414,407.5,15.23190184
NM_139011,HFE,3,2,7962,1409,6553,3276.5,469.6666667,4.650816182
NM_139010,HFE,4,3,7962,1686,6276,2092,421.5,3.722419929
NM_139009,HFE,6,5,7962,2159,5803,1160.6,359.8333333,2.687818434
NM_021063,HIST1H2BD,1,0,488,488,NA,NA,488,NA
NM_139006,HFE,6,5,7962,2186,5776,1155.2,364.3333333,2.642268984
NM_005323,HIST1H1T,1,0,726,726,NA,NA,726,NA
NM_005321,HIST1H1E,1,0,786,786,NA,NA,786,NA
NM_003530,HIST1H3D,2,1,2511,923,1588,1588,461.5,1.720476706
NM_021065,HIST1H2AD,1,0,511,511,NA,NA,511,NA
NM_003547,HIST1H4G,1,0,368,368,NA,NA,368,NA
NM_003525,HIST1H2BI,1,0,438,438,NA,NA,438,NA
NM_003524,HIST1H2BH,1,0,426,426,NA,NA,426,NA
NM_003518,HIST1H2BG,1,0,446,446,NA,NA,446,NA
NM_003534,HIST1H3G,1,0,468,468,NA,NA,468,NA
NM_003532,HIST1H3E,1,0,463,463,NA,NA,463,NA
NM_003543,HIST1H4H,1,0,375,375,NA,NA,375,NA
NM_003540,HIST1H4F,1,0,369,369,NA,NA,369,NA
NM_021018,HIST1H3F,1,0,467,467,NA,NA,467,NA
NM_021052,HIST1H2AE,1,0,565,565,NA,NA,565,NA
NM_005320,HIST1H1D,1,0,778,778,NA,NA,778,NA
NM_006995,BTN2A2,8,7,11773,3596,8177,1168.142857,449.5,2.273915462
NM_006994,BTN3A3,11,10,12945,3013,9932,993.2,273.9090909,3.296382343
NM_007049,BTN2A1,8,7,11751,2965,8786,1255.142857,370.625,2.963237774
NM_007048,BTN3A1,10,9,12981,3444,9537,1059.666667,344.4,2.769163763
NM_001197247,BTN3A2,11,10,13163,4126,9037,903.7,375.0909091,2.190256907
NM_001197237,BTN2A2,8,7,11663,3618,8045,1149.285714,452.25,2.223604201
NM_001145009,BTN3A1,10,9,12981,4201,8780,975.5555556,420.1,2.089978577
NM_001145008,BTN3A1,10,9,12981,3288,9693,1077,328.8,2.947992701
NM_007047,BTN3A2,11,10,13163,3834,9329,932.9,348.5454545,2.433229004
NM_001197249,BTN3A2,10,9,13163,3743,9420,1046.666667,374.3,2.516697836
NM_001197240,BTN2A2,7,6,11773,3466,8307,1384.5,495.1428571,2.396710906
NM_001197239,BTN2A2,6,5,11773,2964,8809,1761.8,494,2.971997301
NM_001197238,BTN2A2,8,7,11778,1796,9982,1426,224.5,5.557906459
NM_001197233,BTN2A1,7,6,11751,2852,8899,1483.166667,407.4285714,3.12026648
NM_197974,BTN3A3,10,9,12945,2920,10025,1113.888889,292,3.433219178
NM_194441,BTN3A1,10,9,12981,3738,9243,1027,373.8,2.472712681
NM_001242803,BTN3A3,6,5,12945,2353,10592,2118.4,392.1666667,4.501487463
NM_001197248,BTN3A2,9,8,13163,3681,9482,1185.25,409,2.575930454
NM_001197246,BTN3A2,9,8,10144,2845,7299,912.375,316.1111111,2.565553603
NM_078476,BTN2A1,8,7,11751,3194,8557,1222.428571,399.25,2.679085786
NM_181531,BTN2A2,7,6,11773,3247,8526,1421,463.8571429,2.625808439
NM_001732,BTN1A1,7,6,9159,2858,6301,1050.166667,408.2857143,2.204688593
NM_006353,HMGN4,2,1,8594,1970,6624,6624,985,3.362436548
NM_013375,ABT1,3,2,3108,2266,842,421,755.3333333,0.371579876
NM_024639,ZNF322,4,3,25371,4821,20550,6850,1205.25,4.26260112
NM_001242799,ZNF322,3,2,25371,4731,20640,10320,1577,4.362714014
NM_001242798,ZNF322,3,2,25371,4750,20621,10310.5,1583.333333,4.341263158
NM_001242797,ZNF322,5,4,25371,4897,20474,5118.5,979.4,4.180927098
NM_080596,HIST1H2AH,1,0,482,482,NA,NA,482,NA
NM_080593,HIST1H2BK,2,1,8567,841,7726,7726,420.5,9.186682521
NM_003495,HIST1H4I,1,0,371,371,NA,NA,371,NA
NM_021058,HIST1H2BJ,1,0,482,482,NA,NA,482,NA
NM_021064,HIST1H2AG,1,0,499,499,NA,NA,499,NA
NM_005865,PRSS16,12,11,8899,2877,6022,547.4545455,239.75,2.09315259
NM_033482,POM121L2,1,0,3171,3171,NA,NA,3171,NA
NM_001076781,ZNF391,3,2,12705,1599,11106,5553,533,6.945590994
NM_007149,ZNF184,6,5,22378,3108,19270,3854,518,6.2001287
NM_003521,HIST1H2BM,1,0,447,447,NA,NA,447,NA
NM_003519,HIST1H2BL,1,0,454,454,NA,NA,454,NA
NM_003509,HIST1H2AI,1,0,470,470,NA,NA,470,NA
NM_003536,HIST1H3H,1,0,474,474,NA,NA,474,NA
NM_021066,HIST1H2AJ,1,0,440,440,NA,NA,440,NA
NM_021968,HIST1H4J,1,0,357,357,NA,NA,357,NA
NM_003527,HIST1H2BO,1,0,468,468,NA,NA,468,NA
NM_003520,HIST1H2BN,1,0,450,450,NA,NA,450,NA
NM_003514,HIST1H2AM,1,0,488,488,NA,NA,488,NA
NM_003511,HIST1H2AL,1,0,471,471,NA,NA,471,NA
NM_003510,HIST1H2AK,1,0,461,461,NA,NA,461,NA
NM_033057,OR2B2,1,0,1213,1213,NA,NA,1213,NA
NM_003535,HIST1H3J,1,0,479,479,NA,NA,479,NA
NM_003533,HIST1H3I,1,0,478,478,NA,NA,478,NA
NM_003541,HIST1H4K,1,0,355,355,NA,NA,355,NA
NM_003546,HIST1H4L,1,0,365,365,NA,NA,365,NA
NM_005322,HIST1H1B,1,0,791,791,NA,NA,791,NA
NM_012367,OR2B6,1,0,943,943,NA,NA,943,NA
NM_025231,ZSCAN16,4,3,5471,1279,4192,1397.333333,319.75,3.277560594
NM_001278122,ZKSCAN8,6,5,17564,7424,10140,2028,1237.333333,1.365840517
NM_001278119,ZKSCAN8,7,6,17564,7505,10059,1676.5,1072.142857,1.340306462
NM_006298,ZKSCAN8,6,5,17564,7410,10154,2030.8,1235,1.370310391
NM_001278121,ZKSCAN8,7,6,17263,7452,9811,1635.166667,1064.571429,1.316559313
NM_001243242,ZSCAN31,4,3,11639,2675,8964,2988,668.75,3.351028037
NM_001007531,NKAPL,1,0,1663,1663,NA,NA,1663,NA
NM_032507,PGBD1,7,6,21014,3122,17892,2982,446,5.730941704
NM_030899,ZSCAN31,4,3,11639,3042,8597,2865.666667,760.5,2.826101249
NM_006299,ZSCAN9,4,3,8237,1686,6551,2183.666667,421.5,3.885527877
NM_001199480,ZSCAN9,4,3,8237,1650,6587,2195.666667,412.5,3.992121212
NM_001199479,ZSCAN9,5,4,8237,1840,6397,1599.25,368,3.476630435
NM_152736,ZSCAN26,4,3,11214,2436,8778,2926,609,3.603448276
NM_001287421,ZSCAN26,4,3,10865,2327,8538,2846,581.75,3.669101848
NM_001243244,ZSCAN31,3,2,11639,2565,9074,4537,855,3.537621832
NM_001243243,ZSCAN31,3,2,11398,2576,8822,4411,858.6666667,3.424689441
NM_001243241,ZSCAN31,4,3,11639,2978,8661,2887,744.5,2.908327737
NM_001135216,ZSCAN31,4,3,11398,3053,8345,2781.666667,763.25,2.733377006
NM_019110,ZKSCAN4,5,4,7514,2291,5223,1305.75,458.2,2.279790485
NM_001023560,ZSCAN26,4,3,11214,2840,8374,2791.333333,710,2.948591549
NM_001184743,PGBD1,7,6,21014,3142,17872,2978.666667,448.8571429,5.688096754
NM_001111039,ZSCAN26,4,3,11214,2837,8377,2792.333333,709.25,2.952767007
NM_001287422,ZSCAN26,2,1,11214,2235,8979,8979,1117.5,4.017449664
NM_001242894,ZKSCAN3,7,6,19265,4849,14416,2402.666667,692.7142857,2.97298412
NM_024493,ZKSCAN3,6,5,19265,4731,14534,2906.8,788.5,3.072077785
NM_001242895,ZKSCAN3,5,4,19265,4266,14999,3749.75,853.2,3.515939991
NM_001012455,ZSCAN23,4,3,10849,3165,7684,2561.333333,791.25,2.427804107
NM_001163391,ZSCAN12,4,3,10819,3523,7296,2432,880.75,2.070962248
NM_052923,SCAND3,4,3,15707,4881,10826,3608.666667,1220.25,2.217988117
NM_001509,GPX5,5,4,8941,1457,7484,1871,291.4,5.136582018
NM_003996,GPX5,4,3,8941,1338,7603,2534.333333,334.5,5.682361734
NM_182701,GPX6,5,4,12499,1717,10782,2695.5,343.4,6.279557368
NM_006510,TRIM27,8,7,20991,2977,18014,2573.428571,372.125,6.051058112
NM_030903,OR2W1,1,0,964,964,NA,NA,964,NA
NM_001195202,LOC100129636,6,5,40519,1068,39451,7890.2,178,36.93913858
NM_001005226,OR2B3,1,0,1107,1107,NA,NA,1107,NA
NM_001005216,OR2J3,1,0,1076,1076,NA,NA,1076,NA
NM_030905,OR2J2,1,0,1042,1042,NA,NA,1042,NA
NM_030959,OR12D3,1,0,1870,1870,NA,NA,1870,NA
NM_030876,OR5V1,1,0,1049,1049,NA,NA,1049,NA
NM_030946,OR14J1,1,0,967,967,NA,NA,967,NA
NM_013937,OR11A1,1,0,2230,2230,NA,NA,2230,NA
NM_052967,MAS1L,1,0,1138,1138,NA,NA,1138,NA
NM_030883,OR2H1,3,2,5871,2999,2872,1436,999.6666667,0.957652551
NM_013936,OR12D2,1,0,1034,1034,NA,NA,1034,NA
NM_013941,OR10C1,1,0,1040,1040,NA,NA,1040,NA
NM_007160,OR2H2,1,0,1064,1064,NA,NA,1064,NA
NM_021903,GABBR1,18,17,26002,4305,21697,1276.294118,239.1666667,5.039953542
NM_006398,UBD,2,1,4315,992,3323,3323,496,3.349798387
NM_001470,GABBR1,23,22,30959,4560,26399,1199.954545,198.2608696,5.789254386
NM_021904,GABBR1,22,21,30959,4373,26586,1266,198.7727273,6.079579236
NM_002433,MOG,8,7,15393,1918,13475,1925,239.75,7.025547445
NM_001098479,HLA-F,7,6,3958,1581,2377,396.1666667,225.8571429,1.503478811
NM_206814,MOG,7,6,15393,1819,13574,2262.333333,259.8571429,7.462341946
NM_206811,MOG,8,7,15393,1849,13544,1934.857143,231.125,7.325040562
NM_206809,MOG,8,7,15393,2168,13225,1889.285714,271,6.100092251
NM_001008229,MOG,6,5,15393,1778,13615,2723,296.3333333,7.657480315
NM_001008228,MOG,8,7,15393,2099,13294,1899.142857,262.375,6.333492139
NM_001170418,MOG,7,6,15393,1750,13643,2273.833333,250,7.796
NM_206812,MOG,7,6,15393,2050,13343,2223.833333,292.8571429,6.508780488
NM_206810,MOG,7,6,15393,1800,13593,2265.5,257.1428571,7.551666667
NM_018950,HLA-F,7,6,3188,1291,1897,316.1666667,184.4285714,1.469403563
NM_001109809,ZFP57,4,3,4764,1874,2890,963.3333333,468.5,1.542155816
NM_001098478,HLA-F,6,5,3188,1014,2174,434.8,169,2.143984221
NM_001207043,LOC554223,3,2,5903,1288,4615,2307.5,429.3333333,3.583074534
NM_002127,HLA-G,8,7,4145,1586,2559,365.5714286,198.25,1.613493064
NM_002116,HLA-A,8,7,3416,1619,1797,256.7142857,202.375,1.10994441
NM_001242758,HLA-A,8,7,3416,1619,1797,256.7142857,202.375,1.10994441
NM_021959,PPP1R11,3,2,3178,1665,1513,756.5,555,0.908708709
NM_007028,TRIM31,9,8,10195,2036,8159,1019.875,226.2222222,4.007367387
NM_025236,RNF39,4,3,5587,2174,3413,1137.666667,543.5,1.569917203
NM_001286633,TRIM40,6,5,12629,2092,10537,2107.4,348.6666667,5.036806883
NM_001278785,ZNRD1,5,4,3671,758,2913,728.25,151.6,3.843007916
NM_052828,TRIM10,8,7,8990,3014,5976,853.7142857,376.75,1.98274718
NM_006778,TRIM10,7,6,8990,3552,5438,906.3333333,507.4285714,1.530968468
NM_170769,RNF39,5,4,5585,1975,3610,902.5,395,1.827848101
NM_170783,ZNRD1,4,3,3671,882,2789,929.6666667,220.5,3.162131519
NM_014596,ZNRD1,5,4,3671,767,2904,726,153.4,3.786179922
NM_033229,TRIM15,7,6,9492,2231,7261,1210.166667,318.7142857,3.254594352
NM_001278786,ZNRD1,5,4,3671,782,2889,722.25,156.4,3.694373402
NM_138700,TRIM40,5,4,12004,1922,10082,2520.5,384.4,5.245577523
NM_003449,TRIM26,10,9,29041,3616,25425,2825,361.6,7.03125
NM_001242783,TRIM26,9,8,29041,3394,25647,3205.875,377.1111111,7.556570418
NM_024839,RPP21,5,4,1731,561,1170,292.5,112.2,2.085561497
NM_001199121,RPP21,5,4,1731,568,1163,290.75,113.6,2.047535211
NM_001199119,TRIM39-RPP21,10,9,17549,1577,15972,1774.666667,157.7,10.12809131
NM_001199120,RPP21,5,4,1731,585,1146,286.5,117,1.958974359
NM_021253,TRIM39,9,8,16887,3348,13539,1692.375,372,4.04390681
NM_172016,TRIM39,8,7,16500,3571,12929,1847,446.375,3.620554467
NM_001077497,PRR3,3,2,7989,3344,4645,2322.5,1114.666667,1.389055024
NM_005275,GNL1,12,11,16218,7921,8297,754.2727273,660.0833333,1.047468754
NM_025263,PRR3,4,3,7989,3408,4581,1527,852,1.344190141
NM_005516,HLA-E,8,7,4801,2670,2131,304.4285714,333.75,0.798127341
NM_024909,ATAT1,11,10,17837,2172,15665,1566.5,197.4545455,7.212246777
NM_001109938,C6orf136,6,5,6173,1442,4731,946.2,240.3333333,3.280859917
NM_003587,DHX16,20,19,19936,3481,16455,866.0526316,174.05,4.727089917
NM_001161376,C6orf136,6,5,6173,1985,4188,837.6,330.8333333,2.109823678
NM_007243,NRM,5,4,3375,1760,1615,403.75,352,0.917613636
NM_133471,PPP1R18,3,2,11508,4602,6906,3453,1534,1.50065189
NM_145029,C6orf136,5,4,6173,1039,5134,1283.5,207.8,4.941289702
NM_014046,MRPS18B,7,6,8690,1541,7149,1191.5,220.1428571,4.639195328
NM_002714,PPP1R10,20,19,16909,4608,12301,647.4210526,230.4,2.669487847
NM_001254952,ATAT1,10,9,17835,2100,15735,1748.333333,210,7.492857143
NM_001270708,NRM,3,2,3084,1406,1678,839,468.6666667,1.193456615
NM_001270710,NRM,2,1,3084,1186,1898,1898,593,1.600337268
NM_001270709,NRM,3,2,3084,1384,1700,850,461.3333333,1.228323699
NM_001270707,NRM,4,3,3084,1580,1504,501.3333333,395,0.951898734
NM_001134870,PPP1R18,4,3,10929,2957,7972,2657.333333,739.25,2.695975651
NM_001164239,DHX16,20,19,19936,3160,16776,882.9473684,158,5.308860759
NM_001031722,ATAT1,13,12,19937,1739,18198,1516.5,133.7692308,10.46463485
NM_005803,FLOT1,13,12,14944,1843,13101,1091.75,141.7692308,7.108518719
NM_003897,IER3,2,1,1353,1242,111,111,621,0.089371981
NM_178014,TUBB,4,3,5040,2487,2553,851,621.75,1.026537998
NM_001954,DDR1,19,18,16074,3843,12231,679.5,202.2631579,3.182669789
NM_001202523,DDR1,17,16,15178,3802,11376,711,223.6470588,2.992109416
NM_001202522,DDR1,15,14,11470,3221,8249,589.2142857,214.7333333,2.561005899
NM_020442,VARS2,30,29,12255,3637,8618,297.1724138,121.2333333,2.369535331
NM_080870,DPCR1,3,2,13223,5289,7934,3967,1763,1.500094536
NM_001202521,DDR1,15,14,11470,3303,8167,583.3571429,220.2,2.472600666
NM_001167734,VARS2,30,29,12129,3641,8488,292.6896552,121.3666667,2.331227685
NM_013994,DDR1,17,16,11470,3679,7791,486.9375,216.4117647,2.117695026
NM_013993,DDR1,19,18,15608,3880,11728,651.5555556,204.2105263,3.022680412
NM_205854,SFTA2,3,2,827,457,370,185,152.3333333,0.809628009
NM_001517,GTF2H4,14,13,5905,1730,4175,321.1538462,123.5714286,2.413294798
NM_001167733,VARS2,29,28,12255,3408,8847,315.9642857,117.5172414,2.595950704
NM_001198815,MUC22,5,4,29452,6010,23442,5860.5,1202,3.900499168
NM_001010909,MUC21,3,2,6192,3659,2533,1266.5,1219.666667,0.692265646
NM_007109,TCF19,4,3,5691,3310,2381,793.6666667,827.5,0.719335347
NM_001173531,POU5F1,5,4,2835,1584,1251,312.75,316.8,0.789772727
NM_014070,C6orf15,2,1,1334,1138,196,196,569,0.172231986
NM_001285986,POU5F1,3,2,2835,2293,542,271,764.3333333,0.236371566
NM_001285987,POU5F1,4,3,2835,2069,766,255.3333333,517.25,0.370227163
NM_014069,PSORS1C2,2,1,1818,1154,664,664,577,0.575389948
NM_014068,PSORS1C1,6,5,25263,914,24349,4869.8,152.3333333,26.64004376
NM_203289,POU5F1,4,3,2835,2069,766,255.3333333,517.25,0.370227163
NM_002701,POU5F1,5,4,6358,1425,4933,1233.25,285,3.461754386
NM_001264,CDSN,2,1,5389,2585,2804,2804,1292.5,1.084719536
NM_001105564,CCHCR1,18,17,15352,2976,12376,728,165.3333333,4.158602151
NM_019052,CCHCR1,18,17,15801,2643,13158,774,146.8333333,4.978433598
NM_001077511,TCF19,4,3,5691,3064,2627,875.6666667,766,0.857375979
NM_001105563,CCHCR1,18,17,15352,2868,12484,734.3529412,159.3333333,4.352859135
NM_005514,HLA-B,8,7,3342,1580,1762,251.7142857,197.5,1.115189873
NM_002117,HLA-C,8,7,3389,1594,1795,256.4285714,199.25,1.126097867
NM_001243042,HLA-C,8,7,3389,1594,1795,256.4285714,199.25,1.126097867
NM_001289152,MICA,6,5,15533,2268,13265,2653,378,5.848765432
NM_001289153,MICA,6,5,15533,2248,13285,2657,374.6666667,5.909697509
NM_001289154,MICA,6,5,15533,2076,13457,2691.4,346,6.482177264
NM_000247,MICA,7,6,11750,1401,10349,1724.833333,200.1428571,7.386866524
NM_001177519,MICA,6,5,11750,1404,10346,2069.2,234,7.368945869
NM_032955,AIF1,3,2,1011,506,505,252.5,168.6666667,0.998023715
NM_001159740,LTA,4,3,2226,1465,761,253.6666667,366.25,0.519453925
NM_001204078,ATP6V1G2,3,2,2399,1486,913,456.5,495.3333333,0.614401077
NM_205839,LST1,5,4,2732,769,1963,490.75,153.8,2.5526658
NM_130463,ATP6V1G2,3,2,2399,1606,793,396.5,535.3333333,0.49377335
NM_205840,LST1,3,2,1711,607,1104,552,202.3333333,1.81878089
NM_001011700,MCCD1,2,1,1271,711,560,560,355.5,0.787623066
NM_001145466,NCR3,4,3,4104,1113,2991,997,278.25,2.687331536
NM_001166538,LST1,3,2,1711,558,1153,576.5,186,2.066308244
NM_002341,LTB,4,3,1868,897,971,323.6666667,224.25,1.082497213
NM_205837,LST1,4,3,2212,738,1474,491.3333333,184.5,1.997289973
NM_007161,LST1,4,3,1711,652,1059,353,163,1.624233129
NM_138282,ATP6V1G2,3,2,2399,1452,947,473.5,484,0.652203857
NM_005931,MICB,6,5,13076,2517,10559,2111.8,419.5,4.1950735
NM_147130,NCR3,4,3,4104,1058,3046,1015.333333,264.5,2.879017013
NM_009588,LTB,3,2,1868,850,1018,509,283.3333333,1.197647059
NM_205838,LST1,4,3,2732,675,2057,685.6666667,168.75,3.047407407
NM_001623,AIF1,6,5,1767,645,1122,224.4,107.5,1.739534884
NM_004847,AIF1,3,2,1806,1494,312,156,498,0.208835341
NM_080598,DDX39B,11,10,12258,2041,10217,1021.7,185.5454545,5.005879471
NM_001144963,NFKBIL1,4,3,11980,1389,10591,3530.333333,347.25,7.624910007
NM_001144962,NFKBIL1,4,3,11980,1434,10546,3515.333333,358.5,7.354253835
NM_001144961,NFKBIL1,4,3,11255,1442,9813,3271,360.5,6.805131761
NM_001145467,NCR3,4,3,3713,879,2834,944.6666667,219.75,3.224118316
NM_000595,LTA,4,3,2031,1414,617,205.6666667,353.5,0.436350778
NM_005007,NFKBIL1,4,3,11255,1487,9768,3256,371.75,6.568930733
NM_004640,DDX39B,11,10,12258,2171,10087,1008.7,197.3636364,4.64624597
NM_000594,TNF,4,3,2770,1679,1091,363.6666667,419.75,0.649791543
NM_001289160,MICB,6,5,16245,2418,13827,2765.4,403,5.718362283
NM_001289161,MICB,6,5,13076,2388,10688,2137.6,398,4.475711893
NM_025262,LY6G5C,3,2,3691,729,2962,1481,243,4.063100137
NM_025261,LY6G6C,3,2,3088,884,2204,1102,294.6666667,2.49321267
NM_025260,C6orf25,6,5,3366,2425,941,188.2,404.1666667,0.388041237
NM_001199698,BAG6,24,23,13674,3651,10023,435.7826087,152.125,2.745275267
NM_138272,C6orf25,6,5,3366,2406,960,192,401,0.399002494
NM_138273,C6orf25,5,4,3366,2333,1033,258.25,466.6,0.44277754
NM_080703,BAG6,25,24,13674,3823,9851,410.4583333,152.92,2.576772168
NM_021160,ABHD16A,20,19,16413,2039,14374,756.5263158,101.95,7.049534085
NM_080686,PRRC2A,31,30,17106,6945,10161,338.7,224.0322581,1.463066955
NM_021221,LY6G5B,3,2,1501,777,724,362,259,0.931788932
NM_021184,C6orf47,1,0,2476,2476,NA,NA,2476,NA
NM_001199237,GPANK1,4,3,5056,2797,2259,753,699.25,0.807651055
NM_001199239,GPANK1,4,3,4635,2663,1972,657.3333333,665.75,0.740518213
NM_001287594,CLIC1,7,6,5966,1107,4859,809.8333333,158.1428571,4.38934056
NM_001282385,CSNK2B,7,6,4192,1130,3062,510.3333333,161.4285714,2.709734513
NM_021246,LY6G6D,3,2,2450,405,2045,1022.5,135,5.049382716
NM_033177,GPANK1,3,2,4175,2772,1403,701.5,924,0.506132756
NM_138277,C6orf25,5,4,3366,2549,817,204.25,509.8,0.32051785
NM_138275,C6orf25,4,3,3366,2272,1094,364.6666667,568,0.481514085
NM_138274,C6orf25,4,3,3366,2291,1075,358.3333333,572.75,0.469227412
NM_013974,DDAH2,7,6,3224,1338,1886,314.3333333,191.1428571,1.409566517
NM_001199697,BAG6,23,22,13674,3128,10546,479.3636364,136,3.371483376
NM_001199240,GPANK1,4,3,4403,2449,1954,651.3333333,612.25,0.797876684
NM_001199238,GPANK1,4,3,4635,2666,1969,656.3333333,666.5,0.73855964
NM_001288,CLIC1,6,5,5985,1257,4728,945.6,209.5,3.761336516
NM_001256169,APOM,6,5,5802,722,5080,1016,120.3333333,7.03601108
NM_080702,BAG6,25,24,13674,3799,9875,411.4583333,151.96,2.599368255
NM_019101,APOM,6,5,2318,767,1551,310.2,127.8333333,2.022164276
NM_001177515,ABHD16A,18,17,16126,2164,13962,821.2941176,120.2222222,6.45194085
