#Name (cmd = mergePeaks /t1-data/user/ltamon/DPhil/GenomicContactDynamics/15_Motif/out_motif/chrALL_uniquebins_targCp21_bgrCp1_seed845_sampsize0.5/bg.clean.pos /t1-data/user/ltamon/DPhil/GenomicContactDynamics/15_Motif/out_motif/chrALL_uniquebins_targCp21_bgrCp1_seed845_sampsize0.5/target.clean..pos -d given -cobound 1 -prefix /t1-data/user/ltamon/DPhil/GenomicContactDynamics/15_Motif/out_motif/chrALL_uniquebins_targCp21_bgrCp1_seed845_sampsize0.5/0.503085142773674.2.tmp)	chr	start	end	strand	stat	stat2	/t1-data/user/ltamon/DPhil/GenomicContactDynamics/15_Motif/out_motif/chrALL_uniquebins_targCp21_bgrCp1_seed845_sampsize0.5/target.clean..pos
BG28145-chopped1	chr4	10480002	10520000	+	0.000	0.000	2105
BG7679-chopped1	chr4	73280002	73320000	+	0.000	0.000	2996
BG4210-chopped1	chr2	105560002	105600000	+	0.000	0.000	1537
BG6159-chopped1	chr8	31800002	31840000	+	0.000	0.000	2099
BG459-chopped1	chr7	53680002	53720000	+	0.000	0.000	4544
BG10342-chopped1	chr8	131240002	131280000	+	0.000	0.000	3529
BG1078-chopped1	chr1	85200002	85240000	+	0.000	0.000	5801
BG20259-chopped1	chr2	51000002	51040000	+	0.000	0.000	4171
BG19457-chopped1	chr2	216400002	216440000	+	0.000	0.000	624
BG21470-chopped1	chr1	83360002	83400000	+	0.000	0.000	5567
BG14376-chopped1	chr9	19560002	19600000	+	0.000	0.000	4627
BG20059-chopped1	chr11	87640002	87680000	+	0.000	0.000	2600
BG13301-chopped1	chr16	60160002	60200000	+	0.000	0.000	5483
BG28745-chopped1	chr4	10320002	10360000	+	0.000	0.000	4212
BG83-chopped1	chr8	87800002	87840000	+	0.000	0.000	283
BG15696-chopped1	chr5	15080002	15120000	+	0.000	0.000	3955
BG6759-chopped1	chr5	166520002	166560000	+	0.000	0.000	2463
BG24984-chopped1	chr6	8600002	8640000	+	0.000	0.000	6125
BG22699-chopped1	chr10	113240002	113280000	+	0.000	0.000	2693
BG18100-chopped1	chr11	4880002	4920000	+	0.000	0.000	3663
BG29419-chopped1	chr6	57880002	57920000	+	0.000	0.000	2545
BG9282-chopped1	chr11	133120002	133160000	+	0.000	0.000	5698
BG9718-chopped1	chr8	126680002	126720000	+	0.000	0.000	4060
BG25103-chopped1	chr2	69000002	69040000	+	0.000	0.000	4467
BG4637-chopped1	chr12	126360002	126400000	+	0.000	0.000	401
BG21097-chopped1	chr6	8480002	8520000	+	0.000	0.000	4440
BG7797-chopped1	chr20	16920002	16960000	+	0.000	0.000	3528
BG30385-chopped1	chr4	78120002	78160000	+	0.000	0.000	2992
BG3481-chopped1	chr4	22200002	22240000	+	0.000	0.000	1786
BG26141-chopped1	chr18	22240002	22280000	+	0.000	0.000	2778
BG25176-chopped1	chr13	89000002	89040000	+	0.000	0.000	329
BG24101-chopped1	chr11	56240002	56280000	+	0.000	0.000	6482
BG16688-chopped1	chr6	87880002	87920000	+	0.000	0.000	6417
BG2115-chopped1	chr6	97520002	97560000	+	0.000	0.000	848
BG8516-chopped1	chr4	111080002	111120000	+	0.000	0.000	3610
BG8189-chopped1	chr10	92720002	92760000	+	0.000	0.000	1324
BG6795-chopped1	chr2	137160002	137200000	+	0.000	0.000	906
BG12372-chopped1	chr4	126200002	126240000	+	0.000	0.000	544
BG10087-chopped1	chr5	117760002	117800000	+	0.000	0.000	4070
BG20895-chopped1	chr8	136400002	136440000	+	0.000	0.000	1851
BG31904-chopped1	chr5	147840002	147880000	+	0.000	0.000	6207
BG22416-chopped1	chr1	144000002	144040000	+	0.000	0.000	1247
BG17607-chopped1	chr8	18120002	18160000	+	0.000	0.000	3969
BG11652-chopped1	chr11	130880002	130920000	+	0.000	0.000	4448
BG2715-chopped1	chr11	98560002	98600000	+	0.000	0.000	1656
BG13492-chopped1	chr5	40760002	40800000	+	0.000	0.000	2269
BG22334-chopped1	chr2	36920002	36960000	+	0.000	0.000	4690
BG32142-chopped1	chr3	172360002	172400000	+	0.000	0.000	1319
BG34418-chopped1	chr13	56280002	56320000	+	0.000	0.000	3723
BG15686-chopped1	chr1	58200002	58240000	+	0.000	0.000	3462
BG16451-chopped1	chr5	101720002	101760000	+	0.000	0.000	4352
BG18727-chopped1	chr12	88840002	88880000	+	0.000	0.000	1440
BG13646-chopped1	chr11	90120002	90160000	+	0.000	0.000	5879
BG2988-chopped1	chr5	13960002	14000000	+	0.000	0.000	3465
BG1913-chopped1	chr10	56600002	56640000	+	0.000	0.000	5563
BG20649-chopped1	chr2	126760002	126800000	+	0.000	0.000	852
BG767-chopped1	chr21	35280002	35320000	+	0.000	0.000	3506
BG1386-chopped1	chr12	71840002	71880000	+	0.000	0.000	1146
BG7787-chopped1	chr10	25560002	25600000	+	0.000	0.000	562
BG22734-chopped1	chr6	130280002	130320000	+	0.000	0.000	5200
BG6712-chopped1	chr4	29240002	29280000	+	0.000	0.000	2974
BG12399-chopped1	chr18	43120002	43160000	+	0.000	0.000	5896
BG19119-chopped1	chr11	27200002	27240000	+	0.000	0.000	3600
BG32369-chopped1	chr18	240002	280000	+	0.000	0.000	5272
BG2751-chopped1	chr1	65200002	65240000	+	0.000	0.000	3445
BG33689-chopped1	chr19	43160002	43200000	+	0.000	0.000	3436
BG27251-chopped1	chr11	133160002	133200000	+	0.000	0.000	594
BG11924-chopped1	chr2	140200002	140240000	+	0.000	0.000	4292
BG12362-chopped1	chr2	79960002	80000000	+	0.000	0.000	4521
BG18763-chopped1	chr19	56320002	56360000	+	0.000	0.000	3617
BG30129-chopped1	chr14	40480002	40520000	+	0.000	0.000	6356
BG32969-chopped1	chr6	320002	360000	+	0.000	0.000	5678
BG35128-chopped1	chr5	126760002	126800000	+	0.000	0.000	2151
BG29891-chopped1	chr18	59840002	59880000	+	0.000	0.000	5119
BG16723-chopped1	chr4	154440002	154480000	+	0.000	0.000	3789
BG14438-chopped1	chr4	148400002	148440000	+	0.000	0.000	6127
BG32214-chopped1	chr9	29360002	29400000	+	0.000	0.000	2885
BG15758-chopped1	chr8	56760002	56800000	+	0.000	0.000	141
BG27851-chopped1	chr5	164360002	164400000	+	0.000	0.000	1411
BG10122-chopped1	chr7	10520002	10560000	+	0.000	0.000	6174
BG20930-chopped1	chr4	155480002	155520000	+	0.000	0.000	3239
BG21359-chopped1	chr13	76360002	76400000	+	0.000	0.000	3918
BG7177-chopped1	chr2	53160002	53200000	+	0.000	0.000	1405
BG28525-chopped1	chr20	9640002	9680000	+	0.000	0.000	90
BG5783-chopped1	chr2	58200002	58240000	+	0.000	0.000	4933
BG16996-chopped1	chr11	126320002	126360000	+	0.000	0.000	2993
BG20839-chopped1	chr16	70160002	70200000	+	0.000	0.000	2952
BG21604-chopped1	chr7	145400002	145440000	+	0.000	0.000	5837
BG33252-chopped1	chr1	144880002	144920000	+	0.000	0.000	1216
BG29845-chopped1	chr12	82800002	82840000	+	0.000	0.000	5033
BG16241-chopped1	chr8	2760002	2800000	+	0.000	0.000	1014
BG3743-chopped1	chr5	125160002	125200000	+	0.000	0.000	1808
BG1458-chopped1	chr18	61720002	61760000	+	0.000	0.000	3587
BG32732-chopped1	chr8	71080002	71120000	+	0.000	0.000	3288
BG19200-chopped1	chr4	151200002	151240000	+	0.000	0.000	5676
BG26203-chopped1	chr13	89080002	89120000	+	0.000	0.000	4442
BG1176-chopped1	chr7	25960002	26000000	+	0.000	0.000	1800
BG28043-chopped1	chr17	51880002	51920000	+	0.000	0.000	3451
BG20357-chopped1	chr2	194400002	194440000	+	0.000	0.000	5253
BG9662-chopped1	chr18	36840002	36880000	+	0.000	0.000	5702
BG4135-chopped1	chr12	94320002	94360000	+	0.000	0.000	2040
BG4581-chopped1	chr2	84520002	84560000	+	0.000	0.000	1130
BG11669-chopped1	chr12	23480002	23520000	+	0.000	0.000	849
BG31639-chopped1	chr8	106320002	106360000	+	0.000	0.000	1723
BG33479-chopped1	chr2	148640002	148680000	+	0.000	0.000	3380
BG9816-chopped1	chr9	111320002	111360000	+	0.000	0.000	3375
BG24436-chopped1	chr6	67240002	67280000	+	0.000	0.000	11
BG17233-chopped1	chr4	125960002	126000000	+	0.000	0.000	5351
BG27041-chopped1	chr13	90960002	91000000	+	0.000	0.000	4071
BG7340-chopped1	chr16	60600002	60640000	+	0.000	0.000	99
BG7449-chopped1	chr4	19360002	19400000	+	0.000	0.000	4733
BG6820-chopped1	chr4	27800002	27840000	+	0.000	0.000	5813
BG29681-chopped1	chr12	78360002	78400000	+	0.000	0.000	5706
BG9980-chopped1	chr4	136920002	136960000	+	0.000	0.000	706
BG13626-chopped1	chr5	163440002	163480000	+	0.000	0.000	1265
BG20629-chopped1	chr7	67080002	67120000	+	0.000	0.000	2249
BG24754-chopped1	chr18	41200002	41240000	+	0.000	0.000	2540
BG30437-chopped1	chr6	51240002	51280000	+	0.000	0.000	4942
BG7212-chopped1	chr9	26240002	26280000	+	0.000	0.000	1204
BG9052-chopped1	chrX	24000002	24040000	+	0.000	0.000	1707
BG18871-chopped1	chr2	214080002	214120000	+	0.000	0.000	5531
BG8532-chopped1	chr20	40160002	40200000	+	0.000	0.000	5352
BG19745-chopped1	chr14	86800002	86840000	+	0.000	0.000	5867
BG35236-chopped1	chr7	67000002	67040000	+	0.000	0.000	5146
BG547-chopped1	chr10	95320002	95360000	+	0.000	0.000	2927
BG10430-chopped1	chr13	113840002	113880000	+	0.000	0.000	3978
BG7567-chopped1	chr6	124280002	124320000	+	0.000	0.000	5441
BG10985-chopped1	chr3	161360002	161400000	+	0.000	0.000	82
BG17705-chopped1	chr4	177480002	177520000	+	0.000	0.000	3731
BG20147-chopped1	chr4	141760002	141800000	+	0.000	0.000	5861
BG34516-chopped1	chr20	9880002	9920000	+	0.000	0.000	4131
BG13499-chopped1	chr21	23000002	23040000	+	0.000	0.000	4912
BG12424-chopped1	chr21	16240002	16280000	+	0.000	0.000	2437
BG22232-chopped1	chr8	127640002	127680000	+	0.000	0.000	66
BG18825-chopped1	chr12	62920002	62960000	+	0.000	0.000	4953
BG12979-chopped1	chr2	158080002	158120000	+	0.000	0.000	5931
BG15138-chopped1	chr1	112400002	112440000	+	0.000	0.000	3488
BG23106-chopped1	chr9	17480002	17520000	+	0.000	0.000	6311
BG31520-chopped1	chr2	196320002	196360000	+	0.000	0.000	4881
BG3405-chopped1	chr6	51120002	51160000	+	0.000	0.000	6186
BG27031-chopped1	chr2	140880002	140920000	+	0.000	0.000	1430
BG4725-chopped1	chr14	85280002	85320000	+	0.000	0.000	371
BG8850-chopped1	chr1	174000002	174040000	+	0.000	0.000	695
BG310-chopped1	chr4	57520002	57560000	+	0.000	0.000	1823
BG17778-chopped1	chr7	19080002	19120000	+	0.000	0.000	2675
BG18543-chopped1	chr7	122320002	122360000	+	0.000	0.000	1199
BG19863-chopped1	chr5	99120002	99160000	+	0.000	0.000	4739
BG24590-chopped1	chr20	50720002	50760000	+	0.000	0.000	4803
BG6519-chopped1	chr20	16720002	16760000	+	0.000	0.000	6504
BG23424-chopped1	chr2	83480002	83520000	+	0.000	0.000	4109
BG3723-chopped1	chr6	65640002	65680000	+	0.000	0.000	1103
BG10375-chopped1	chr7	110920002	110960000	+	0.000	0.000	6203
BG33787-chopped1	chr13	102920002	102960000	+	0.000	0.000	2706
BG24744-chopped1	chr21	37440002	37480000	+	0.000	0.000	20
BG23224-chopped1	chr7	97080002	97120000	+	0.000	0.000	6157
BG33032-chopped1	chr14	86680002	86720000	+	0.000	0.000	611
BG32185-chopped1	chr11	39440002	39480000	+	0.000	0.000	1609
BG34352-chopped1	chr3	97320002	97360000	+	0.000	0.000	1227
BG8077-chopped1	chr4	37200002	37240000	+	0.000	0.000	3548
BG16494-chopped1	chr5	165520002	165560000	+	0.000	0.000	2845
BG10975-chopped1	chr12	28240002	28280000	+	0.000	0.000	1934
BG20783-chopped1	chr14	34200002	34240000	+	0.000	0.000	2023
BG1401-chopped1	chr4	10440002	10480000	+	0.000	0.000	5988
BG9642-chopped1	chr6	86160002	86200000	+	0.000	0.000	2047
BG20137-chopped1	chr5	160200002	160240000	+	0.000	0.000	4555
BG23297-chopped1	chr4	162640002	162680000	+	0.000	0.000	3744
BG5881-chopped1	chr2	77600002	77640000	+	0.000	0.000	4367
BG32139-chopped1	chr2	140960002	141000000	+	0.000	0.000	5519
BG34870-chopped1	chr6	23520002	23560000	+	0.000	0.000	5446
BG8922-chopped1	chr11	92200002	92240000	+	0.000	0.000	3691
BG10047-chopped1	chr2	167240002	167280000	+	0.000	0.000	5440
BG33350-chopped1	chr10	57400002	57440000	+	0.000	0.000	5305
BG9360-chopped1	chr14	27880002	27920000	+	0.000	0.000	5292
BG3841-chopped1	chr11	54920002	54960000	+	0.000	0.000	2733
BG16248-chopped1	chr8	130400002	130440000	+	0.000	0.000	3417
BG17013-chopped1	chr5	9920002	9960000	+	0.000	0.000	5761
BG22495-chopped1	chr19	44440002	44480000	+	0.000	0.000	5633
BG25536-chopped1	chr14	34480002	34520000	+	0.000	0.000	4469
BG31783-chopped1	chr11	105600002	105640000	+	0.000	0.000	5574
BG10647-chopped1	chr5	127760002	127800000	+	0.000	0.000	4643
BG2594-chopped1	chr1	192240002	192280000	+	0.000	0.000	93
BG4033-chopped1	chr10	108760002	108800000	+	0.000	0.000	3792
BG2748-chopped1	chr2	103520002	103560000	+	0.000	0.000	351
BG31737-chopped1	chr6	18200002	18240000	+	0.000	0.000	1076
BG5353-chopped1	chr4	97760002	97800000	+	0.000	0.000	1567
BG34342-chopped1	chr6	89160002	89200000	+	0.000	0.000	1620
BG6673-chopped1	chr20	15360002	15400000	+	0.000	0.000	397
BG18205-chopped1	chr8	108400002	108440000	+	0.000	0.000	4187
BG29088-chopped1	chr5	25320002	25360000	+	0.000	0.000	476
BG21293-chopped1	chr7	112200002	112240000	+	0.000	0.000	5290
BG10965-chopped1	chr4	30280002	30320000	+	0.000	0.000	1874
BG1592-chopped1	chr6	52000002	52040000	+	0.000	0.000	80
BG20773-chopped1	chr7	40320002	40360000	+	0.000	0.000	3116
BG30581-chopped1	chr4	123640002	123680000	+	0.000	0.000	6038
BG35016-chopped1	chr13	93920002	93960000	+	0.000	0.000	1577
BG19971-chopped1	chr1	192560002	192600000	+	0.000	0.000	4497
BG14444-chopped1	chr8	90040002	90080000	+	0.000	0.000	4976
BG29888-chopped1	chr1	144520002	144560000	+	0.000	0.000	276
BG2266-chopped1	chr14	20920002	20960000	+	0.000	0.000	2102
BG22212-chopped1	chr14	41160002	41200000	+	0.000	0.000	4640
BG32020-chopped1	chr1	147120002	147160000	+	0.000	0.000	5720
BG5871-chopped1	chr9	105320002	105360000	+	0.000	0.000	411
BG15118-chopped1	chr5	83520002	83560000	+	0.000	0.000	2063
BG30735-chopped1	chr6	57440002	57480000	+	0.000	0.000	5680
BG13724-chopped1	chr3	174160002	174200000	+	0.000	0.000	1010
BG11439-chopped1	chr3	145440002	145480000	+	0.000	0.000	3187
BG20727-chopped1	chr6	114200002	114240000	+	0.000	0.000	1263
BG24852-chopped1	chr10	122760002	122800000	+	0.000	0.000	558
BG17758-chopped1	chr16	72080002	72120000	+	0.000	0.000	6001
BG33249-chopped1	chr6	99480002	99520000	+	0.000	0.000	4519
BG26046-chopped1	chr11	51200002	51240000	+	0.000	0.000	3961
BG15282-chopped1	chr14	79440002	79480000	+	0.000	0.000	3655
BG17558-chopped1	chr3	81120002	81160000	+	0.000	0.000	3441
BG7665-chopped1	chr12	88280002	88320000	+	0.000	0.000	1857
BG2584-chopped1	chr17	52840002	52880000	+	0.000	0.000	1107
BG33849-chopped1	chr2	144560002	144600000	+	0.000	0.000	1138
BG9859-chopped1	chr9	82920002	82960000	+	0.000	0.000	2317
BG34287-chopped1	chr10	25480002	25520000	+	0.000	0.000	3131
BG33212-chopped1	chr1	70560002	70600000	+	0.000	0.000	5420
BG11120-chopped1	chr19	57000002	57040000	+	0.000	0.000	1134
BG33012-chopped1	chr2	141160002	141200000	+	0.000	0.000	4989
BG6863-chopped1	chr1	215800002	215840000	+	0.000	0.000	2397
BG17321-chopped1	chr20	14280002	14320000	+	0.000	0.000	3724
BG2538-chopped1	chr20	9240002	9280000	+	0.000	0.000	653
BG14189-chopped1	chr14	62440002	62480000	+	0.000	0.000	4546
BG4623-chopped1	chr2	143120002	143160000	+	0.000	0.000	2756
BG8857-chopped1	chr8	53880002	53920000	+	0.000	0.000	710
BG3221-chopped1	chr8	78480002	78520000	+	0.000	0.000	696
BG20117-chopped1	chr3	76480002	76520000	+	0.000	0.000	334
BG7337-chopped1	chr1	187640002	187680000	+	0.000	0.000	2327
BG34050-chopped1	chr11	39720002	39760000	+	0.000	0.000	3740
BG13469-chopped1	chr9	22640002	22680000	+	0.000	0.000	599
BG3021-chopped1	chr8	56880002	56920000	+	0.000	0.000	2849
BG27838-chopped1	chr3	55840002	55880000	+	0.000	0.000	2720
BG33085-chopped1	chr4	130400002	130440000	+	0.000	0.000	3550
BG9095-chopped1	chr9	27600002	27640000	+	0.000	0.000	3270
BG29041-chopped1	chr4	173760002	173800000	+	0.000	0.000	4856
BG30725-chopped1	chr5	150920002	150960000	+	0.000	0.000	855
BG4341-chopped1	chr3	4440002	4480000	+	0.000	0.000	2065
BG10473-chopped1	chr2	13600002	13640000	+	0.000	0.000	1046
BG16874-chopped1	chr2	169280002	169320000	+	0.000	0.000	3571
BG7937-chopped1	chr8	117160002	117200000	+	0.000	0.000	5223
BG7300-chopped1	chr12	38280002	38320000	+	0.000	0.000	1774
BG25080-chopped1	chr12	61960002	62000000	+	0.000	0.000	2104
BG1254-chopped1	chr1	199640002	199680000	+	0.000	0.000	540
BG16592-chopped1	chr7	12520002	12560000	+	0.000	0.000	6371
BG31563-chopped1	chr10	128120002	128160000	+	0.000	0.000	4216
BG26636-chopped1	chr6	103280002	103320000	+	0.000	0.000	4792
BG21109-chopped1	chr11	87040002	87080000	+	0.000	0.000	1771
BG22429-chopped1	chr12	38120002	38160000	+	0.000	0.000	3875
BG17066-chopped1	chr3	118520002	118560000	+	0.000	0.000	5627
BG22875-chopped1	chr14	89080002	89120000	+	0.000	0.000	125
BG10145-chopped1	chrX	41320002	41360000	+	0.000	0.000	5649
BG25589-chopped1	chr8	108680002	108720000	+	0.000	0.000	2784
BG33557-chopped1	chrX	27920002	27960000	+	0.000	0.000	3849
BG7609-chopped1	chr6	101760002	101800000	+	0.000	0.000	662
BG7973-chopped1	chr13	60560002	60600000	+	0.000	0.000	1279
BG11710-chopped1	chr16	58880002	58920000	+	0.000	0.000	4208
BG13550-chopped1	chr13	91040002	91080000	+	0.000	0.000	1363
BG307-chopped1	chr21	31160002	31200000	+	0.000	0.000	597
BG9167-chopped1	chr12	130160002	130200000	+	0.000	0.000	65
BG10745-chopped1	chr5	96160002	96200000	+	0.000	0.000	1988
BG6807-chopped1	chr2	167560002	167600000	+	0.000	0.000	6
BG29668-chopped1	chr2	89120002	89160000	+	0.000	0.000	5507
BG3811-chopped1	chr9	73600002	73640000	+	0.000	0.000	136
BG18058-chopped1	chr9	81600002	81640000	+	0.000	0.000	2870
BG33675-chopped1	chr21	27160002	27200000	+	0.000	0.000	3028
BG8610-chopped1	chr2	34440002	34480000	+	0.000	0.000	120
BG3084-chopped1	chr8	56120002	56160000	+	0.000	0.000	4926
BG16582-chopped1	chr8	59720002	59760000	+	0.000	0.000	6412
BG22265-chopped1	chr3	96440002	96480000	+	0.000	0.000	2504
BG8083-chopped1	chr14	81320002	81360000	+	0.000	0.000	4402
BG32509-chopped1	chr8	109760002	109800000	+	0.000	0.000	3389
BG20871-chopped1	chr4	136840002	136880000	+	0.000	0.000	5685
BG19623-chopped1	chr13	60760002	60800000	+	0.000	0.000	5366
BG35114-chopped1	chr3	64600002	64640000	+	0.000	0.000	32
BG21745-chopped1	chr7	37600002	37640000	+	0.000	0.000	4757
BG31553-chopped1	chr6	102560002	102600000	+	0.000	0.000	2481
BG14542-chopped1	chr6	78080002	78120000	+	0.000	0.000	1088
BG28911-chopped1	chr6	101600002	101640000	+	0.000	0.000	4492
BG3884-chopped1	chr4	27480002	27520000	+	0.000	0.000	4517
BG21545-chopped1	chr7	95440002	95480000	+	0.000	0.000	4966
BG12502-chopped1	chr7	53080002	53120000	+	0.000	0.000	5002
BG7363-chopped1	chr10	85000002	85040000	+	0.000	0.000	5443
BG18903-chopped1	chr5	93960002	94000000	+	0.000	0.000	5819
BG32673-chopped1	chr2	73280002	73320000	+	0.000	0.000	2951
BG7163-chopped1	chr4	20320002	20360000	+	0.000	0.000	2391
BG18376-chopped1	chr13	29640002	29680000	+	0.000	0.000	1628
BG20498-chopped1	chr10	109040002	109080000	+	0.000	0.000	5804
BG11455-chopped1	chr4	102960002	103000000	+	0.000	0.000	794
BG26899-chopped1	chr3	161800002	161840000	+	0.000	0.000	4199
BG29058-chopped1	chr3	189600002	189640000	+	0.000	0.000	6147
BG8483-chopped1	chr6	110720002	110760000	+	0.000	0.000	6274
BG12220-chopped1	chr3	8440002	8480000	+	0.000	0.000	185
BG20298-chopped1	chr7	33920002	33960000	+	0.000	0.000	1
BG19941-chopped1	chr3	31200002	31240000	+	0.000	0.000	2114
BG7317-chopped1	chr18	64200002	64240000	+	0.000	0.000	2357
BG17901-chopped1	chr18	22160002	22200000	+	0.000	0.000	1192
BG29658-chopped1	chr2	60840002	60880000	+	0.000	0.000	1508
BG31671-chopped1	chr13	58200002	58240000	+	0.000	0.000	4043
BG3556-chopped1	chr2	145120002	145160000	+	0.000	0.000	1033
BG9957-chopped1	chr3	36200002	36240000	+	0.000	0.000	124
BG23502-chopped1	chr20	38160002	38200000	+	0.000	0.000	1045
BG31025-chopped1	chr3	1000002	1040000	+	0.000	0.000	116
BG1080-chopped1	chr8	88240002	88280000	+	0.000	0.000	2621
BG16854-chopped1	chr7	10640002	10680000	+	0.000	0.000	5308
BG7917-chopped1	chr3	152440002	152480000	+	0.000	0.000	632
BG8355-chopped1	chr12	23360002	23400000	+	0.000	0.000	4694
BG35059-chopped1	chr4	143800002	143840000	+	0.000	0.000	2938
BG9675-chopped1	chr10	67800002	67840000	+	0.000	0.000	2815
BG24295-chopped1	chr5	27880002	27920000	+	0.000	0.000	2363
BG6315-chopped1	chr5	87840002	87880000	+	0.000	0.000	414
BG21381-chopped1	chr1	219680002	219720000	+	0.000	0.000	3358
BG33910-chopped1	chr18	49520002	49560000	+	0.000	0.000	3455
BG24095-chopped1	chr17	68000002	68040000	+	0.000	0.000	1416
BG1034-chopped1	chr3	192480002	192520000	+	0.000	0.000	4300
BG16372-chopped1	chr1	247080002	247120000	+	0.000	0.000	5213
BG31098-chopped1	chr2	18320002	18360000	+	0.000	0.000	5717
BG32863-chopped1	chr16	20200002	20240000	+	0.000	0.000	2975
BG30578-chopped1	chr15	51520002	51560000	+	0.000	0.000	5214
BG21535-chopped1	chr5	7520002	7560000	+	0.000	0.000	6099
BG10207-chopped1	chr8	58200002	58240000	+	0.000	0.000	5482
BG9193-chopped1	chr9	122520002	122560000	+	0.000	0.000	1868
BG9629-chopped1	chr8	117480002	117520000	+	0.000	0.000	1535
BG24140-chopped1	chr7	82240002	82280000	+	0.000	0.000	4318
BG28374-chopped1	chr7	16520002	16560000	+	0.000	0.000	5123
BG32217-chopped1	chr8	76800002	76840000	+	0.000	0.000	6415
BG17046-chopped1	chr18	49560002	49600000	+	0.000	0.000	3669
BG5313-chopped1	chr10	111280002	111320000	+	0.000	0.000	5657
BG8027-chopped1	chr6	97560002	97600000	+	0.000	0.000	3003
BG20488-chopped1	chr7	131680002	131720000	+	0.000	0.000	3464
BG29048-chopped1	chr13	53800002	53840000	+	0.000	0.000	5488
BG34857-chopped1	chr1	188000002	188040000	+	0.000	0.000	930
BG8909-chopped1	chr8	72000002	72040000	+	0.000	0.000	2174
BG25369-chopped1	chr5	89920002	89960000	+	0.000	0.000	5919
BG11245-chopped1	chr1	165000002	165040000	+	0.000	0.000	5434
BG2872-chopped1	chr8	72960002	73000000	+	0.000	0.000	1782
BG34902-chopped1	chr12	130360002	130400000	+	0.000	0.000	1251
BG19731-chopped1	chr7	18480002	18520000	+	0.000	0.000	3797
BG23247-chopped1	chr13	33160002	33200000	+	0.000	0.000	140
BG25087-chopped1	chr3	85600002	85640000	+	0.000	0.000	3124
BG23693-chopped1	chr4	172600002	172640000	+	0.000	0.000	1382
BG20333-chopped1	chr7	16440002	16480000	+	0.000	0.000	1897
BG2026-chopped1	chr5	84320002	84360000	+	0.000	0.000	4033
BG21207-chopped1	chr1	81760002	81800000	+	0.000	0.000	1960
BG32981-chopped1	chr13	53840002	53880000	+	0.000	0.000	990
BG29448-chopped1	chr10	57520002	57560000	+	0.000	0.000	2872
BG32335-chopped1	chr8	60200002	60240000	+	0.000	0.000	2350
BG28928-chopped1	chr4	55680002	55720000	+	0.000	0.000	1291
BG2390-chopped1	chr10	19880002	19920000	+	0.000	0.000	571
BG10243-chopped1	chr13	106280002	106320000	+	0.000	0.000	1436
BG25687-chopped1	chr15	38640002	38680000	+	0.000	0.000	6022
BG24612-chopped1	chr10	99840002	99880000	+	0.000	0.000	5714
BG10798-chopped1	chr6	125600002	125640000	+	0.000	0.000	2559
BG19358-chopped1	chr5	26560002	26600000	+	0.000	0.000	4625
BG27326-chopped1	chr5	13720002	13760000	+	0.000	0.000	1694
BG6751-chopped1	chr6	119840002	119880000	+	0.000	0.000	542
BG9465-chopped1	chr11	42560002	42600000	+	0.000	0.000	210
BG3946-chopped1	chr15	95640002	95680000	+	0.000	0.000	620
BG24967-chopped1	chr11	73400002	73440000	+	0.000	0.000	4934
BG24330-chopped1	chr9	122080002	122120000	+	0.000	0.000	6347
BG21525-chopped1	chr12	55360002	55400000	+	0.000	0.000	4477
BG15397-chopped1	chr8	135960002	136000000	+	0.000	0.000	3952
BG20005-chopped1	chr10	7640002	7680000	+	0.000	0.000	812
BG24685-chopped1	chr3	165520002	165560000	+	0.000	0.000	543
BG34929-chopped1	chr2	148320002	148360000	+	0.000	0.000	883
BG4984-chopped1	chr14	97040002	97080000	+	0.000	0.000	5192
BG24930-chopped1	chr1	74480002	74520000	+	0.000	0.000	4057
BG13275-chopped1	chr5	123280002	123320000	+	0.000	0.000	3979
BG31933-chopped1	chr15	89520002	89560000	+	0.000	0.000	2587
BG28964-chopped1	chr4	103440002	103480000	+	0.000	0.000	5668
BG19476-chopped1	chr5	128240002	128280000	+	0.000	0.000	4384
BG723-chopped1	chr11	121280002	121320000	+	0.000	0.000	6470
BG12555-chopped1	chr9	11040002	11080000	+	0.000	0.000	791
BG22363-chopped1	chr1	60240002	60280000	+	0.000	0.000	2420
BG26924-chopped1	chr5	109960002	110000000	+	0.000	0.000	5935
BG25404-chopped1	chr15	66000002	66040000	+	0.000	0.000	2709
BG2016-chopped1	chr3	118360002	118400000	+	0.000	0.000	5240
BG15069-chopped1	chr5	103280002	103320000	+	0.000	0.000	363
BG30686-chopped1	chr16	71160002	71200000	+	0.000	0.000	6432
BG5621-chopped1	chr20	19960002	20000000	+	0.000	0.000	3072
BG5176-chopped1	chr13	66920002	66960000	+	0.000	0.000	5026
BG28482-chopped1	chr13	90360002	90400000	+	0.000	0.000	1869
BG26197-chopped1	chr10	66120002	66160000	+	0.000	0.000	6070
BG4656-chopped1	chrX	6280002	6320000	+	0.000	0.000	758
BG27962-chopped1	chr19	44400002	44440000	+	0.000	0.000	997
BG10233-chopped1	chr5	162960002	163000000	+	0.000	0.000	5721
BG34410-chopped1	chr8	53040002	53080000	+	0.000	0.000	6063
BG8135-chopped1	chr11	7040002	7080000	+	0.000	0.000	4645
BG15032-chopped1	chr14	82640002	82680000	+	0.000	0.000	1669
BG15587-chopped1	chr8	110800002	110840000	+	0.000	0.000	482
