#Name (cmd = mergePeaks /t1-data/user/ltamon/DPhil/GenomicContactDynamics/15_Motif/out_motif/chrALL_uniquebins_targCp21_bgrCp1_seed845_sampsize0.6/bg.clean.pos /t1-data/user/ltamon/DPhil/GenomicContactDynamics/15_Motif/out_motif/chrALL_uniquebins_targCp21_bgrCp1_seed845_sampsize0.6/target.clean..pos -d given -cobound 1 -prefix /t1-data/user/ltamon/DPhil/GenomicContactDynamics/15_Motif/out_motif/chrALL_uniquebins_targCp21_bgrCp1_seed845_sampsize0.6/0.267048593684198.2.tmp)	chr	start	end	strand	stat	stat2	/t1-data/user/ltamon/DPhil/GenomicContactDynamics/15_Motif/out_motif/chrALL_uniquebins_targCp21_bgrCp1_seed845_sampsize0.6/target.clean..pos
BG19237-chopped1	chr7	28040002	28080000	+	0.000	0.000	2987
BG21359-chopped1	chr13	76360002	76400000	+	0.000	0.000	791
BG1103-chopped1	chr1	79960002	80000000	+	0.000	0.000	4372
BG8579-chopped1	chr13	105560002	105600000	+	0.000	0.000	7437
BG16441-chopped1	chr5	73560002	73600000	+	0.000	0.000	1743
BG7504-chopped1	chr16	53680002	53720000	+	0.000	0.000	6559
BG7177-chopped1	chr2	53160002	53200000	+	0.000	0.000	3423
BG28525-chopped1	chr20	9640002	9680000	+	0.000	0.000	637
BG5783-chopped1	chr2	58200002	58240000	+	0.000	0.000	3256
BG16996-chopped1	chr11	126320002	126360000	+	0.000	0.000	4858
BG20839-chopped1	chr16	70160002	70200000	+	0.000	0.000	6949
BG34772-chopped1	chr14	28000002	28040000	+	0.000	0.000	5720
BG21604-chopped1	chr7	145400002	145440000	+	0.000	0.000	4113
BG33252-chopped1	chr1	144880002	144920000	+	0.000	0.000	6770
BG29845-chopped1	chr12	82800002	82840000	+	0.000	0.000	3866
BG16796-chopped1	chr12	126680002	126720000	+	0.000	0.000	697
BG6457-chopped1	chr18	51760002	51800000	+	0.000	0.000	606
BG17561-chopped1	chr4	142200002	142240000	+	0.000	0.000	6848
BG10640-chopped1	chr3	145800002	145840000	+	0.000	0.000	7219
BG1376-chopped1	chr15	95040002	95080000	+	0.000	0.000	4591
BG1176-chopped1	chr7	25960002	26000000	+	0.000	0.000	2293
BG28043-chopped1	chr17	51880002	51920000	+	0.000	0.000	474
BG41820-chopped1	chr8	130080002	130120000	+	0.000	0.000	7593
BG20357-chopped1	chr2	194400002	194440000	+	0.000	0.000	3983
BG13154-chopped1	chr8	75360002	75400000	+	0.000	0.000	4401
BG11869-chopped1	chr7	8880002	8920000	+	0.000	0.000	3065
BG29363-chopped1	chr12	15080002	15120000	+	0.000	0.000	3199
BG22442-chopped1	chr13	106400002	106440000	+	0.000	0.000	44
BG4135-chopped1	chr12	94320002	94360000	+	0.000	0.000	1342
BG19800-chopped1	chr7	147720002	147760000	+	0.000	0.000	5080
BG11669-chopped1	chr12	23480002	23520000	+	0.000	0.000	3087
BG33570-chopped1	chr16	13280002	13320000	+	0.000	0.000	1204
BG38005-chopped1	chr5	38920002	38960000	+	0.000	0.000	5255
BG12989-chopped1	chr4	68040002	68080000	+	0.000	0.000	6511
BG39325-chopped1	chr11	85280002	85320000	+	0.000	0.000	1596
BG31639-chopped1	chr8	106320002	106360000	+	0.000	0.000	5562
BG18753-chopped1	chr9	83760002	83800000	+	0.000	0.000	307
BG33479-chopped1	chr2	148640002	148680000	+	0.000	0.000	5964
BG9816-chopped1	chr9	111320002	111360000	+	0.000	0.000	4807
BG24436-chopped1	chr6	67240002	67280000	+	0.000	0.000	1943
BG41893-chopped1	chr4	171280002	171320000	+	0.000	0.000	6275
BG27041-chopped1	chr13	90960002	91000000	+	0.000	0.000	4077
BG40491-chopped1	chr19	27960002	28000000	+	0.000	0.000	4907
BG35564-chopped1	chr2	82520002	82560000	+	0.000	0.000	5995
BG7449-chopped1	chr4	19360002	19400000	+	0.000	0.000	6022
BG1494-chopped1	chr5	116040002	116080000	+	0.000	0.000	5766
BG23280-chopped1	chr13	64240002	64280000	+	0.000	0.000	1007
BG19873-chopped1	chr3	36120002	36160000	+	0.000	0.000	1301
BG16186-chopped1	chr4	94560002	94600000	+	0.000	0.000	351
BG9980-chopped1	chr4	136920002	136960000	+	0.000	0.000	5373
BG29035-chopped1	chr7	76720002	76760000	+	0.000	0.000	7577
BG22114-chopped1	chr7	20440002	20480000	+	0.000	0.000	2867
BG18707-chopped1	chr1	6000002	6040000	+	0.000	0.000	3401
BG16786-chopped1	chr1	79320002	79360000	+	0.000	0.000	445
BG20629-chopped1	chr7	67080002	67120000	+	0.000	0.000	3053
BG24754-chopped1	chr18	41200002	41240000	+	0.000	0.000	2079
BG2213-chopped1	chr9	109480002	109520000	+	0.000	0.000	353
BG15711-chopped1	chr20	42560002	42600000	+	0.000	0.000	3744
BG7212-chopped1	chr9	26240002	26280000	+	0.000	0.000	4241
BG9052-chopped1	chrX	24000002	24040000	+	0.000	0.000	6468
BG18871-chopped1	chr2	214080002	214120000	+	0.000	0.000	4638
BG8532-chopped1	chr20	40160002	40200000	+	0.000	0.000	5943
BG11059-chopped1	chr9	81040002	81080000	+	0.000	0.000	1566
BG35236-chopped1	chr7	67000002	67040000	+	0.000	0.000	1678
BG547-chopped1	chr10	95320002	95360000	+	0.000	0.000	1527
BG10430-chopped1	chr13	113840002	113880000	+	0.000	0.000	5732
BG7567-chopped1	chr6	124280002	124320000	+	0.000	0.000	3758
BG11304-chopped1	chr5	56960002	57000000	+	0.000	0.000	5047
BG10985-chopped1	chr3	161360002	161400000	+	0.000	0.000	1124
BG17705-chopped1	chr4	177480002	177520000	+	0.000	0.000	1658
BG7812-chopped1	chrX	122360002	122400000	+	0.000	0.000	7217
BG20147-chopped1	chr4	141760002	141800000	+	0.000	0.000	120
BG15784-chopped1	chr18	64640002	64680000	+	0.000	0.000	6604
BG25592-chopped1	chr7	121200002	121240000	+	0.000	0.000	4673
BG12424-chopped1	chr21	16240002	16280000	+	0.000	0.000	6585
BG22232-chopped1	chr8	127640002	127680000	+	0.000	0.000	3688
BG18825-chopped1	chr12	62920002	62960000	+	0.000	0.000	1747
BG36274-chopped1	chr8	109280002	109320000	+	0.000	0.000	5298
BG12979-chopped1	chr2	158080002	158120000	+	0.000	0.000	4197
BG15138-chopped1	chr1	112400002	112440000	+	0.000	0.000	5932
BG23106-chopped1	chr9	17480002	17520000	+	0.000	0.000	6505
BG30755-chopped1	chr5	161280002	161320000	+	0.000	0.000	5769
BG31520-chopped1	chr2	196320002	196360000	+	0.000	0.000	7667
BG3405-chopped1	chr6	51120002	51160000	+	0.000	0.000	4911
BG16458-chopped1	chr6	124480002	124520000	+	0.000	0.000	6043
BG26511-chopped1	chr5	119560002	119600000	+	0.000	0.000	347
BG37394-chopped1	chr3	20840002	20880000	+	0.000	0.000	5739
BG24226-chopped1	chr6	68520002	68560000	+	0.000	0.000	6826
BG24790-chopped1	chr5	11560002	11600000	+	0.000	0.000	402
BG40281-chopped1	chr18	67280002	67320000	+	0.000	0.000	2110
BG34589-chopped1	chr3	102360002	102400000	+	0.000	0.000	6086
BG20465-chopped1	chr8	127400002	127440000	+	0.000	0.000	2106
BG19217-chopped1	chr6	91760002	91800000	+	0.000	0.000	598
BG24590-chopped1	chr20	50720002	50760000	+	0.000	0.000	7719
BG6610-chopped1	chr13	72680002	72720000	+	0.000	0.000	6691
BG6719-chopped1	chr10	17480002	17520000	+	0.000	0.000	7251
BG13180-chopped1	chr9	12600002	12640000	+	0.000	0.000	328
BG17296-chopped1	chr3	172720002	172760000	+	0.000	0.000	4760
BG819-chopped1	chr4	118200002	118240000	+	0.000	0.000	531
BG23870-chopped1	chr2	228280002	228320000	+	0.000	0.000	5119
BG3723-chopped1	chr6	65640002	65680000	+	0.000	0.000	815
BG10375-chopped1	chr7	110920002	110960000	+	0.000	0.000	4176
BG24744-chopped1	chr21	37440002	37480000	+	0.000	0.000	1517
BG36392-chopped1	chr4	43960002	44000000	+	0.000	0.000	4755
BG23224-chopped1	chr7	97080002	97120000	+	0.000	0.000	5644
BG11695-chopped1	chr3	187840002	187880000	+	0.000	0.000	3728
BG33032-chopped1	chr14	86680002	86720000	+	0.000	0.000	7743
BG9042-chopped1	chr7	92640002	92680000	+	0.000	0.000	4457
BG14736-chopped1	chr20	37120002	37160000	+	0.000	0.000	7474
BG32185-chopped1	chr11	39440002	39480000	+	0.000	0.000	1906
BG25864-chopped1	chr1	20640002	20680000	+	0.000	0.000	707
BG28023-chopped1	chr15	35640002	35680000	+	0.000	0.000	232
BG16494-chopped1	chr5	165520002	165560000	+	0.000	0.000	7665
BG10975-chopped1	chr12	28240002	28280000	+	0.000	0.000	5698
BG1401-chopped1	chr4	10440002	10480000	+	0.000	0.000	5068
BG41273-chopped1	chr14	38400002	38440000	+	0.000	0.000	3701
BG20137-chopped1	chr5	160200002	160240000	+	0.000	0.000	9
BG41709-chopped1	chr2	136800002	136840000	+	0.000	0.000	2711
BG27858-chopped1	chr18	6280002	6320000	+	0.000	0.000	4555
BG35826-chopped1	chr8	63080002	63120000	+	0.000	0.000	227
BG18815-chopped1	chr5	163400002	163440000	+	0.000	0.000	1440
BG32139-chopped1	chr2	140960002	141000000	+	0.000	0.000	822
BG34870-chopped1	chr6	23520002	23560000	+	0.000	0.000	7196
BG10047-chopped1	chr2	167240002	167280000	+	0.000	0.000	3273
BG33350-chopped1	chr10	57400002	57440000	+	0.000	0.000	826
BG9360-chopped1	chr14	27880002	27920000	+	0.000	0.000	2027
BG36064-chopped1	chr3	7920002	7960000	+	0.000	0.000	7347
BG27576-chopped1	chr10	68200002	68240000	+	0.000	0.000	6458
BG14408-chopped1	chr9	81440002	81480000	+	0.000	0.000	154
BG9160-chopped1	chr9	31960002	32000000	+	0.000	0.000	771
BG16248-chopped1	chr8	130400002	130440000	+	0.000	0.000	5122
BG41227-chopped1	chr10	129480002	129520000	+	0.000	0.000	7126
BG35990-chopped1	chr3	1920002	1960000	+	0.000	0.000	5664
BG22495-chopped1	chr19	44440002	44480000	+	0.000	0.000	2556
BG40707-chopped1	chr21	26760002	26800000	+	0.000	0.000	2549
BG25536-chopped1	chr14	34480002	34520000	+	0.000	0.000	6523
BG31783-chopped1	chr11	105600002	105640000	+	0.000	0.000	1647
BG10647-chopped1	chr5	127760002	127800000	+	0.000	0.000	5729
BG41591-chopped1	chr2	14440002	14480000	+	0.000	0.000	2445
BG38058-chopped1	chr1	175480002	175520000	+	0.000	0.000	132
BG30263-chopped1	chr10	82680002	82720000	+	0.000	0.000	7764
BG6273-chopped1	chr6	52120002	52160000	+	0.000	0.000	3568
BG21220-chopped1	chr14	58720002	58760000	+	0.000	0.000	4657
BG2594-chopped1	chr1	192240002	192280000	+	0.000	0.000	507
BG14126-chopped1	chr11	108720002	108760000	+	0.000	0.000	2848
BG37538-chopped1	chr4	53840002	53880000	+	0.000	0.000	7349
BG7029-chopped1	chr3	6080002	6120000	+	0.000	0.000	7790
BG36582-chopped1	chr13	53880002	53920000	+	0.000	0.000	7426
BG38103-chopped1	chr5	18040002	18080000	+	0.000	0.000	1605
BG26901-chopped1	chr4	179800002	179840000	+	0.000	0.000	6928
BG4033-chopped1	chr10	108760002	108800000	+	0.000	0.000	6761
BG2748-chopped1	chr2	103520002	103560000	+	0.000	0.000	7464
BG31737-chopped1	chr6	18200002	18240000	+	0.000	0.000	900
BG14726-chopped1	chr9	111920002	111960000	+	0.000	0.000	5519
BG5353-chopped1	chr4	97760002	97800000	+	0.000	0.000	2483
BG9587-chopped1	chr4	53080002	53120000	+	0.000	0.000	2947
BG39341-chopped1	chr7	43440002	43480000	+	0.000	0.000	6602
BG18205-chopped1	chr8	108400002	108440000	+	0.000	0.000	3785
BG21293-chopped1	chr7	112200002	112240000	+	0.000	0.000	1477
BG10965-chopped1	chr4	30280002	30320000	+	0.000	0.000	114
BG20773-chopped1	chr7	40320002	40360000	+	0.000	0.000	679
BG19525-chopped1	chr8	63160002	63200000	+	0.000	0.000	3547
BG19971-chopped1	chr1	192560002	192600000	+	0.000	0.000	7591
BG891-chopped1	chr1	238160002	238200000	+	0.000	0.000	3313
BG14444-chopped1	chr8	90040002	90080000	+	0.000	0.000	86
BG12159-chopped1	chr7	70040002	70080000	+	0.000	0.000	5269
BG26528-chopped1	chr8	52680002	52720000	+	0.000	0.000	6493
BG4551-chopped1	chr3	177960002	178000000	+	0.000	0.000	2356
BG2266-chopped1	chr14	20920002	20960000	+	0.000	0.000	4344
BG245-chopped1	chr8	2400002	2440000	+	0.000	0.000	5839
BG691-chopped1	chr3	61440002	61480000	+	0.000	0.000	737
BG35816-chopped1	chr1	222840002	222880000	+	0.000	0.000	5651
BG32020-chopped1	chr1	147120002	147160000	+	0.000	0.000	6148
BG15118-chopped1	chr5	83520002	83560000	+	0.000	0.000	2070
BG35616-chopped1	chr5	21200002	21240000	+	0.000	0.000	1685
BG39741-chopped1	chr3	179520002	179560000	+	0.000	0.000	256
BG20727-chopped1	chr6	114200002	114240000	+	0.000	0.000	955
BG24852-chopped1	chr10	122760002	122800000	+	0.000	0.000	7296
BG32820-chopped1	chr5	85920002	85960000	+	0.000	0.000	4163
BG26046-chopped1	chr11	51200002	51240000	+	0.000	0.000	4674
BG35980-chopped1	chr7	88120002	88160000	+	0.000	0.000	4654
BG14844-chopped1	chr8	60040002	60080000	+	0.000	0.000	516
BG17003-chopped1	chr6	10240002	10280000	+	0.000	0.000	2082
BG17558-chopped1	chr3	81120002	81160000	+	0.000	0.000	5548
BG7110-chopped1	chr13	92400002	92440000	+	0.000	0.000	7101
BG41581-chopped1	chr11	88120002	88160000	+	0.000	0.000	5788
BG7665-chopped1	chr12	88280002	88320000	+	0.000	0.000	3176
BG38048-chopped1	chr18	25480002	25520000	+	0.000	0.000	1706
BG3458-chopped1	chr12	22880002	22920000	+	0.000	0.000	6326
BG9859-chopped1	chr9	82920002	82960000	+	0.000	0.000	2785
BG3258-chopped1	chr3	176160002	176200000	+	0.000	0.000	3064
BG11120-chopped1	chr19	57000002	57040000	+	0.000	0.000	4745
BG1864-chopped1	chr1	48960002	49000000	+	0.000	0.000	4469
BG38648-chopped1	chr13	33000002	33040000	+	0.000	0.000	2821
BG30853-chopped1	chr8	75720002	75760000	+	0.000	0.000	1955
BG21810-chopped1	chr5	2480002	2520000	+	0.000	0.000	3775
BG35852-chopped1	chr18	49840002	49880000	+	0.000	0.000	1044
BG39968-chopped1	chr9	107120002	107160000	+	0.000	0.000	1032
BG2538-chopped1	chr20	9240002	9280000	+	0.000	0.000	6461
BG10955-chopped1	chr3	25800002	25840000	+	0.000	0.000	3193
BG1582-chopped1	chr2	226320002	226360000	+	0.000	0.000	7202
BG28558-chopped1	chr14	83600002	83640000	+	0.000	0.000	7069
BG4623-chopped1	chr2	143120002	143160000	+	0.000	0.000	173
BG39131-chopped1	chr5	125960002	126000000	+	0.000	0.000	6286
BG33285-chopped1	chr16	62600002	62640000	+	0.000	0.000	2527
BG20117-chopped1	chr3	76480002	76520000	+	0.000	0.000	6179
BG7337-chopped1	chr1	187640002	187680000	+	0.000	0.000	2649
BG10755-chopped1	chr7	110200002	110240000	+	0.000	0.000	4179
BG38166-chopped1	chr9	76160002	76200000	+	0.000	0.000	1125
BG4541-chopped1	chr10	108000002	108040000	+	0.000	0.000	2982
BG13469-chopped1	chr9	22640002	22680000	+	0.000	0.000	359
BG4096-chopped1	chr8	130120002	130160000	+	0.000	0.000	3990
BG23277-chopped1	chr4	126680002	126720000	+	0.000	0.000	5282
BG3021-chopped1	chr8	56880002	56920000	+	0.000	0.000	6913
BG27838-chopped1	chr3	55840002	55880000	+	0.000	0.000	7595
BG9095-chopped1	chr9	27600002	27640000	+	0.000	0.000	2840
BG24042-chopped1	chr10	57680002	57720000	+	0.000	0.000	3957
BG14789-chopped1	chr4	13400002	13440000	+	0.000	0.000	5655
BG29041-chopped1	chr4	173760002	173800000	+	0.000	0.000	5477
BG30725-chopped1	chr5	150920002	150960000	+	0.000	0.000	2049
BG16874-chopped1	chr2	169280002	169320000	+	0.000	0.000	1280
BG27001-chopped1	chr8	23600002	23640000	+	0.000	0.000	3266
BG28958-chopped1	chr2	147040002	147080000	+	0.000	0.000	7005
BG7300-chopped1	chr12	38280002	38320000	+	0.000	0.000	2870
BG15708-chopped1	chr2	138560002	138600000	+	0.000	0.000	1587
BG19388-chopped1	chr8	94440002	94480000	+	0.000	0.000	2981
BG1254-chopped1	chr1	199640002	199680000	+	0.000	0.000	5308
BG16592-chopped1	chr7	12520002	12560000	+	0.000	0.000	142
BG41571-chopped1	chr3	17440002	17480000	+	0.000	0.000	5022
BG37082-chopped1	chr9	89320002	89360000	+	0.000	0.000	7492
BG31563-chopped1	chr10	128120002	128160000	+	0.000	0.000	5495
BG41371-chopped1	chr2	144440002	144480000	+	0.000	0.000	3485
BG35924-chopped1	chr10	5720002	5760000	+	0.000	0.000	6792
BG40205-chopped1	chr6	161840002	161880000	+	0.000	0.000	3865
BG30843-chopped1	chr14	65400002	65440000	+	0.000	0.000	2098
BG10145-chopped1	chrX	41320002	41360000	+	0.000	0.000	4329
BG25589-chopped1	chr8	108680002	108720000	+	0.000	0.000	3716
BG33557-chopped1	chrX	27920002	27960000	+	0.000	0.000	3201
BG21709-chopped1	chr2	165800002	165840000	+	0.000	0.000	701
BG12230-chopped1	chr3	104440002	104480000	+	0.000	0.000	1036
BG23549-chopped1	chr4	160640002	160680000	+	0.000	0.000	4643
BG14506-chopped1	chr15	88920002	88960000	+	0.000	0.000	7108
BG18631-chopped1	chr5	165480002	165520000	+	0.000	0.000	5314
BG12785-chopped1	chr14	47120002	47160000	+	0.000	0.000	3803
BG7973-chopped1	chr13	60560002	60600000	+	0.000	0.000	1079
BG24869-chopped1	chr12	43680002	43720000	+	0.000	0.000	218
BG28994-chopped1	chr17	52720002	52760000	+	0.000	0.000	700
BG15499-chopped1	chr10	109520002	109560000	+	0.000	0.000	1024
BG9167-chopped1	chr12	130160002	130200000	+	0.000	0.000	3557
BG36316-chopped1	chr4	128120002	128160000	+	0.000	0.000	5659
BG38156-chopped1	chr4	123360002	123400000	+	0.000	0.000	6887
BG11510-chopped1	chr19	50480002	50520000	+	0.000	0.000	5018
BG11183-chopped1	chr6	37400002	37440000	+	0.000	0.000	5136
BG30361-chopped1	chr3	58680002	58720000	+	0.000	0.000	6614
BG6807-chopped1	chr2	167560002	167600000	+	0.000	0.000	2112
BG40605-chopped1	chr9	81640002	81680000	+	0.000	0.000	49
BG29668-chopped1	chr2	89120002	89160000	+	0.000	0.000	1445
BG39476-chopped1	chr4	113440002	113480000	+	0.000	0.000	4692
BG6171-chopped1	chr1	55920002	55960000	+	0.000	0.000	3382
BG23512-chopped1	chr11	104000002	104040000	+	0.000	0.000	1352
BG3811-chopped1	chr9	73600002	73640000	+	0.000	0.000	3427
BG36034-chopped1	chr21	30720002	30760000	+	0.000	0.000	5229
BG14579-chopped1	chr21	18760002	18800000	+	0.000	0.000	7201
BG26672-chopped1	chr19	48160002	48200000	+	0.000	0.000	3681
BG13177-chopped1	chr1	69360002	69400000	+	0.000	0.000	6678
BG36916-chopped1	chr4	130680002	130720000	+	0.000	0.000	1624
BG29713-chopped1	chr2	211320002	211360000	+	0.000	0.000	2746
BG33675-chopped1	chr21	27160002	27200000	+	0.000	0.000	4188
BG42081-chopped1	chr2	122560002	122600000	+	0.000	0.000	661
BG27346-chopped1	chr6	161640002	161680000	+	0.000	0.000	4698
BG625-chopped1	chr22	35440002	35480000	+	0.000	0.000	846
BG16018-chopped1	chr13	57480002	57520000	+	0.000	0.000	3889
BG5805-chopped1	chr16	14520002	14560000	+	0.000	0.000	5561
BG3084-chopped1	chr8	56120002	56160000	+	0.000	0.000	4722
BG35869-chopped1	chr5	128760002	128800000	+	0.000	0.000	2397
BG22265-chopped1	chr3	96440002	96480000	+	0.000	0.000	5491
BG9485-chopped1	chr2	225840002	225880000	+	0.000	0.000	1934
BG13222-chopped1	chr4	6640002	6680000	+	0.000	0.000	6082
BG8083-chopped1	chr14	81320002	81360000	+	0.000	0.000	3955
BG32509-chopped1	chr8	109760002	109800000	+	0.000	0.000	7556
BG40041-chopped1	chr10	120720002	120760000	+	0.000	0.000	7130
BG19623-chopped1	chr13	60760002	60800000	+	0.000	0.000	6279
BG34349-chopped1	chr7	153720002	153760000	+	0.000	0.000	6164
BG35114-chopped1	chr3	64600002	64640000	+	0.000	0.000	5330
BG39348-chopped1	chr10	120320002	120360000	+	0.000	0.000	1076
BG41361-chopped1	chr15	56760002	56800000	+	0.000	0.000	4851
BG37954-chopped1	chr9	122040002	122080000	+	0.000	0.000	4464
BG18658-chopped1	chr3	145160002	145200000	+	0.000	0.000	1698
BG36989-chopped1	chr13	64600002	64640000	+	0.000	0.000	1903
BG22310-chopped1	chr18	51600002	51640000	+	0.000	0.000	7546
BG18903-chopped1	chr5	93960002	94000000	+	0.000	0.000	4794
BG34067-chopped1	chr4	101040002	101080000	+	0.000	0.000	4559
BG32673-chopped1	chr2	73280002	73320000	+	0.000	0.000	522
BG37108-chopped1	chr12	63480002	63520000	+	0.000	0.000	3765
BG18376-chopped1	chr13	29640002	29680000	+	0.000	0.000	5513
BG22219-chopped1	chr3	89840002	89880000	+	0.000	0.000	973
BG26344-chopped1	chr5	96720002	96760000	+	0.000	0.000	2812
BG36152-chopped1	chr11	112480002	112520000	+	0.000	0.000	5125
BG20498-chopped1	chr10	109040002	109080000	+	0.000	0.000	3759
BG38428-chopped1	chr12	20560002	20600000	+	0.000	0.000	271
BG14060-chopped1	chr18	5760002	5800000	+	0.000	0.000	5089
BG37908-chopped1	chr15	38840002	38880000	+	0.000	0.000	6935
BG26699-chopped1	chr2	182680002	182720000	+	0.000	0.000	3541
BG22819-chopped1	chr10	108440002	108480000	+	0.000	0.000	1568
BG6361-chopped1	chr10	6920002	6960000	+	0.000	0.000	5965
BG35350-chopped1	chr9	15000002	15040000	+	0.000	0.000	1223
BG7117-chopped1	chr9	91280002	91320000	+	0.000	0.000	442
BG31671-chopped1	chr13	58200002	58240000	+	0.000	0.000	7568
BG3556-chopped1	chr2	145120002	145160000	+	0.000	0.000	2349
BG36106-chopped1	chr4	189880002	189920000	+	0.000	0.000	6228
BG23502-chopped1	chr20	38160002	38200000	+	0.000	0.000	416
BG31025-chopped1	chr3	1000002	1040000	+	0.000	0.000	4606
BG1080-chopped1	chr8	88240002	88280000	+	0.000	0.000	3590
BG40313-chopped1	chr4	144200002	144240000	+	0.000	0.000	4376
BG35059-chopped1	chr4	143800002	143840000	+	0.000	0.000	6399
BG9675-chopped1	chr10	67800002	67840000	+	0.000	0.000	4083
BG6315-chopped1	chr5	87840002	87880000	+	0.000	0.000	1251
BG36379-chopped1	chr8	105680002	105720000	+	0.000	0.000	1226
BG21381-chopped1	chr1	219680002	219720000	+	0.000	0.000	1796
BG33910-chopped1	chr18	49520002	49560000	+	0.000	0.000	709
BG24095-chopped1	chr17	68000002	68040000	+	0.000	0.000	5476
BG9720-chopped1	chr7	132280002	132320000	+	0.000	0.000	1763
BG16372-chopped1	chr1	247080002	247120000	+	0.000	0.000	6806
BG30578-chopped1	chr15	51520002	51560000	+	0.000	0.000	6113
BG21535-chopped1	chr5	7520002	7560000	+	0.000	0.000	3297
BG36979-chopped1	chr6	62040002	62080000	+	0.000	0.000	2502
BG19968-chopped1	chr12	92280002	92320000	+	0.000	0.000	882
BG27936-chopped1	chr6	66960002	67000000	+	0.000	0.000	2952
BG10207-chopped1	chr8	58200002	58240000	+	0.000	0.000	3854
BG9629-chopped1	chr8	117480002	117520000	+	0.000	0.000	4072
BG1834-chopped1	chr6	165280002	165320000	+	0.000	0.000	5346
BG28701-chopped1	chr7	80200002	80240000	+	0.000	0.000	2830
BG17046-chopped1	chr18	49560002	49600000	+	0.000	0.000	341
BG42025-chopped1	chr2	173520002	173560000	+	0.000	0.000	4936
BG16972-chopped1	chr18	1400002	1440000	+	0.000	0.000	6630
BG20488-chopped1	chr7	131680002	131720000	+	0.000	0.000	228
BG34857-chopped1	chr1	188000002	188040000	+	0.000	0.000	7704
BG31061-chopped1	chr20	17480002	17520000	+	0.000	0.000	6454
BG25369-chopped1	chr5	89920002	89960000	+	0.000	0.000	4067
BG11245-chopped1	chr1	165000002	165040000	+	0.000	0.000	1248
BG2872-chopped1	chr8	72960002	73000000	+	0.000	0.000	7761
BG23329-chopped1	chr8	127920002	127960000	+	0.000	0.000	5096
BG30341-chopped1	chr11	20320002	20360000	+	0.000	0.000	3307
BG34902-chopped1	chr12	130360002	130400000	+	0.000	0.000	5936
BG8627-chopped1	chr13	67200002	67240000	+	0.000	0.000	4415
BG25087-chopped1	chr3	85600002	85640000	+	0.000	0.000	6264
BG37180-chopped1	chr14	41880002	41920000	+	0.000	0.000	5291
BG37616-chopped1	chr7	54200002	54240000	+	0.000	0.000	7383
BG23693-chopped1	chr4	172600002	172640000	+	0.000	0.000	360
BG20333-chopped1	chr7	16440002	16480000	+	0.000	0.000	3609
BG41578-chopped1	chr20	11800002	11840000	+	0.000	0.000	3895
BG32981-chopped1	chr13	53840002	53880000	+	0.000	0.000	30
BG39701-chopped1	chr5	78080002	78120000	+	0.000	0.000	6513
BG29448-chopped1	chr10	57520002	57560000	+	0.000	0.000	6140
BG1070-chopped1	chr10	67760002	67800000	+	0.000	0.000	5954
BG2390-chopped1	chr10	19880002	19920000	+	0.000	0.000	6045
BG24612-chopped1	chr10	99840002	99880000	+	0.000	0.000	4976
BG35495-chopped1	chr2	202800002	202840000	+	0.000	0.000	2307
BG19358-chopped1	chr5	26560002	26600000	+	0.000	0.000	3388
BG6751-chopped1	chr6	119840002	119880000	+	0.000	0.000	7701
BG25932-chopped1	chr6	52080002	52120000	+	0.000	0.000	864
BG41423-chopped1	chr7	67440002	67480000	+	0.000	0.000	327
BG29411-chopped1	chr1	196600002	196640000	+	0.000	0.000	4080
BG20205-chopped1	chr4	98080002	98120000	+	0.000	0.000	2789
BG15397-chopped1	chr8	135960002	136000000	+	0.000	0.000	1962
BG20005-chopped1	chr10	7640002	7680000	+	0.000	0.000	3269
BG1824-chopped1	chr5	90480002	90520000	+	0.000	0.000	4319
BG31888-chopped1	chr11	23160002	23200000	+	0.000	0.000	6530
BG40621-chopped1	chr5	165800002	165840000	+	0.000	0.000	1031
BG34929-chopped1	chr2	148320002	148360000	+	0.000	0.000	3426
BG4984-chopped1	chr14	97040002	97080000	+	0.000	0.000	6705
BG39492-chopped1	chr11	37200002	37240000	+	0.000	0.000	6582
BG9419-chopped1	chr9	80960002	81000000	+	0.000	0.000	3118
BG24930-chopped1	chr1	74480002	74520000	+	0.000	0.000	7487
BG26879-chopped1	chr15	51960002	52000000	+	0.000	0.000	3872
BG13275-chopped1	chr5	123280002	123320000	+	0.000	0.000	1777
BG39728-chopped1	chr16	75960002	76000000	+	0.000	0.000	2305
BG7498-chopped1	chr6	77120002	77160000	+	0.000	0.000	7139
BG28964-chopped1	chr4	103440002	103480000	+	0.000	0.000	550
BG17636-chopped1	chr7	86400002	86440000	+	0.000	0.000	115
BG10715-chopped1	chr15	98040002	98080000	+	0.000	0.000	1525
BG22363-chopped1	chr1	60240002	60280000	+	0.000	0.000	4135
BG26924-chopped1	chr5	109960002	110000000	+	0.000	0.000	6701
BG15269-chopped1	chr11	55160002	55200000	+	0.000	0.000	1399
BG30886-chopped1	chr9	104200002	104240000	+	0.000	0.000	6294
BG40694-chopped1	chr14	82480002	82520000	+	0.000	0.000	6814
BG31651-chopped1	chr4	58080002	58120000	+	0.000	0.000	6578
BG5376-chopped1	chr10	119080002	119120000	+	0.000	0.000	2055
BG15069-chopped1	chr5	103280002	103320000	+	0.000	0.000	48
BG31005-chopped1	chr2	148040002	148080000	+	0.000	0.000	4882
