"","seqnames","start","end","width","strand","axis","ct"
"426","chrX",3589,3589,1,"*","y","LV"
"427","chrX",3724,3724,1,"*","y","LV"
"428","chrX",3727,3727,1,"*","y","LV"
"430","chrX",3827,3827,1,"*","y","LV"
"431","chrX",3837,3837,1,"*","y","LV"
"432","chrX",3847,3847,1,"*","y","LV"
"433","chrX",3868,3868,1,"*","y","LV"
"436","chrX",595,595,1,"*","x","MesC"
"437","chrX",1232,1232,1,"*","x","MesC"
"439","chrX",1320,1320,1,"*","x","MesC"
"440","chrX",1325,1325,1,"*","x","MesC"
"443","chrX",2539,2539,1,"*","x","MesC"
"444","chrX",2839,2839,1,"*","x","MesC"
"446","chrX",3589,3589,1,"*","x","MesC"
"447","chrX",3724,3724,1,"*","x","MesC"
"448","chrX",3727,3727,1,"*","x","MesC"
"449","chrX",3808,3808,1,"*","x","MesC"
"450","chrX",3827,3827,1,"*","x","MesC"
"451","chrX",3847,3847,1,"*","x","MesC"
"452","chrX",3868,3868,1,"*","x","MesC"
"455","chrX",595,595,1,"*","y","MesC"
"456","chrX",1232,1232,1,"*","y","MesC"
"458","chrX",1320,1320,1,"*","y","MesC"
"459","chrX",1325,1325,1,"*","y","MesC"
"462","chrX",2539,2539,1,"*","y","MesC"
"463","chrX",2839,2839,1,"*","y","MesC"
"465","chrX",3589,3589,1,"*","y","MesC"
"466","chrX",3724,3724,1,"*","y","MesC"
"467","chrX",3727,3727,1,"*","y","MesC"
"468","chrX",3808,3808,1,"*","y","MesC"
"469","chrX",3827,3827,1,"*","y","MesC"
"470","chrX",3847,3847,1,"*","y","MesC"
"471","chrX",3868,3868,1,"*","y","MesC"
"474","chrX",595,595,1,"*","x","MSC"
"477","chrX",1320,1320,1,"*","x","MSC"
"480","chrX",2539,2539,1,"*","x","MSC"
"481","chrX",2839,2839,1,"*","x","MSC"
"482","chrX",2875,2875,1,"*","x","MSC"
"484","chrX",3589,3589,1,"*","x","MSC"
"485","chrX",3724,3724,1,"*","x","MSC"
"486","chrX",3727,3727,1,"*","x","MSC"
"487","chrX",3808,3808,1,"*","x","MSC"
"488","chrX",3827,3827,1,"*","x","MSC"
"489","chrX",3847,3847,1,"*","x","MSC"
"490","chrX",3868,3868,1,"*","x","MSC"
"493","chrX",595,595,1,"*","y","MSC"
"496","chrX",1320,1320,1,"*","y","MSC"
"499","chrX",2539,2539,1,"*","y","MSC"
"500","chrX",2839,2839,1,"*","y","MSC"
"501","chrX",2875,2875,1,"*","y","MSC"
"503","chrX",3589,3589,1,"*","y","MSC"
"504","chrX",3724,3724,1,"*","y","MSC"
"505","chrX",3727,3727,1,"*","y","MSC"
"506","chrX",3808,3808,1,"*","y","MSC"
"507","chrX",3827,3827,1,"*","y","MSC"
"508","chrX",3847,3847,1,"*","y","MSC"
"509","chrX",3868,3868,1,"*","y","MSC"
"512","chrX",595,595,1,"*","x","NPC"
"514","chrX",1299,1299,1,"*","x","NPC"
"517","chrX",1325,1325,1,"*","x","NPC"
"520","chrX",1803,1803,1,"*","x","NPC"
"521","chrX",2539,2539,1,"*","x","NPC"
"522","chrX",2839,2839,1,"*","x","NPC"
"524","chrX",3589,3589,1,"*","x","NPC"
"525","chrX",3724,3724,1,"*","x","NPC"
"526","chrX",3727,3727,1,"*","x","NPC"
"528","chrX",3827,3827,1,"*","x","NPC"
"529","chrX",3847,3847,1,"*","x","NPC"
"532","chrX",595,595,1,"*","y","NPC"
"534","chrX",1299,1299,1,"*","y","NPC"
"537","chrX",1325,1325,1,"*","y","NPC"
"540","chrX",1803,1803,1,"*","y","NPC"
"541","chrX",2539,2539,1,"*","y","NPC"
"542","chrX",2839,2839,1,"*","y","NPC"
"544","chrX",3589,3589,1,"*","y","NPC"
"545","chrX",3724,3724,1,"*","y","NPC"
"546","chrX",3727,3727,1,"*","y","NPC"
"548","chrX",3827,3827,1,"*","y","NPC"
"549","chrX",3847,3847,1,"*","y","NPC"
"552","chrX",96,96,1,"*","x","Ov"
"553","chrX",595,595,1,"*","x","Ov"
"555","chrX",1299,1299,1,"*","x","Ov"
"557","chrX",1320,1320,1,"*","x","Ov"
"560","chrX",2839,2839,1,"*","x","Ov"
"561","chrX",2875,2875,1,"*","x","Ov"
"563","chrX",3589,3589,1,"*","x","Ov"
"564","chrX",3724,3724,1,"*","x","Ov"
"565","chrX",3727,3727,1,"*","x","Ov"
"566","chrX",3808,3808,1,"*","x","Ov"
"567","chrX",3827,3827,1,"*","x","Ov"
"568","chrX",3847,3847,1,"*","x","Ov"
"571","chrX",96,96,1,"*","y","Ov"
"572","chrX",595,595,1,"*","y","Ov"
"574","chrX",1299,1299,1,"*","y","Ov"
"576","chrX",1320,1320,1,"*","y","Ov"
"579","chrX",2839,2839,1,"*","y","Ov"
"580","chrX",2875,2875,1,"*","y","Ov"
"582","chrX",3589,3589,1,"*","y","Ov"
"583","chrX",3724,3724,1,"*","y","Ov"
"584","chrX",3727,3727,1,"*","y","Ov"
"585","chrX",3808,3808,1,"*","y","Ov"
"586","chrX",3827,3827,1,"*","y","Ov"
"587","chrX",3847,3847,1,"*","y","Ov"
"590","chrX",96,96,1,"*","x","Pa"
"591","chrX",595,595,1,"*","x","Pa"
"595","chrX",1325,1325,1,"*","x","Pa"
"598","chrX",2539,2539,1,"*","x","Pa"
"599","chrX",2839,2839,1,"*","x","Pa"
"601","chrX",3589,3589,1,"*","x","Pa"
"602","chrX",3724,3724,1,"*","x","Pa"
"603","chrX",3727,3727,1,"*","x","Pa"
"604","chrX",3808,3808,1,"*","x","Pa"
"605","chrX",3827,3827,1,"*","x","Pa"
"606","chrX",3847,3847,1,"*","x","Pa"
"609","chrX",96,96,1,"*","y","Pa"
"610","chrX",595,595,1,"*","y","Pa"
"614","chrX",1325,1325,1,"*","y","Pa"
"617","chrX",2539,2539,1,"*","y","Pa"
"618","chrX",2839,2839,1,"*","y","Pa"
"620","chrX",3589,3589,1,"*","y","Pa"
"621","chrX",3724,3724,1,"*","y","Pa"
"622","chrX",3727,3727,1,"*","y","Pa"
"623","chrX",3808,3808,1,"*","y","Pa"
"624","chrX",3827,3827,1,"*","y","Pa"
"625","chrX",3847,3847,1,"*","y","Pa"
"628","chrX",595,595,1,"*","x","PM"
"630","chrX",1299,1299,1,"*","x","PM"
"633","chrX",1325,1325,1,"*","x","PM"
"636","chrX",2539,2539,1,"*","x","PM"
"637","chrX",2839,2839,1,"*","x","PM"
"638","chrX",2875,2875,1,"*","x","PM"
"640","chrX",3589,3589,1,"*","x","PM"
"641","chrX",3724,3724,1,"*","x","PM"
"642","chrX",3727,3727,1,"*","x","PM"
"643","chrX",3808,3808,1,"*","x","PM"
"644","chrX",3827,3827,1,"*","x","PM"
"645","chrX",3847,3847,1,"*","x","PM"
"646","chrX",3868,3868,1,"*","x","PM"
"649","chrX",595,595,1,"*","y","PM"
"651","chrX",1299,1299,1,"*","y","PM"
"654","chrX",1325,1325,1,"*","y","PM"
"657","chrX",2539,2539,1,"*","y","PM"
"658","chrX",2839,2839,1,"*","y","PM"
"659","chrX",2875,2875,1,"*","y","PM"
"661","chrX",3589,3589,1,"*","y","PM"
"662","chrX",3724,3724,1,"*","y","PM"
"663","chrX",3727,3727,1,"*","y","PM"
"664","chrX",3808,3808,1,"*","y","PM"
"665","chrX",3827,3827,1,"*","y","PM"
"666","chrX",3847,3847,1,"*","y","PM"
"667","chrX",3868,3868,1,"*","y","PM"
"670","chrX",95,95,1,"*","x","RV"
"671","chrX",595,595,1,"*","x","RV"
"673","chrX",1299,1299,1,"*","x","RV"
"675","chrX",1320,1320,1,"*","x","RV"
"678","chrX",2839,2839,1,"*","x","RV"
"679","chrX",2875,2875,1,"*","x","RV"
"681","chrX",3374,3374,1,"*","x","RV"
"682","chrX",3589,3589,1,"*","x","RV"
"683","chrX",3724,3724,1,"*","x","RV"
"684","chrX",3727,3727,1,"*","x","RV"
"685","chrX",3808,3808,1,"*","x","RV"
"686","chrX",3827,3827,1,"*","x","RV"
"687","chrX",3847,3847,1,"*","x","RV"
"688","chrX",3868,3868,1,"*","x","RV"
"691","chrX",95,95,1,"*","y","RV"
"692","chrX",595,595,1,"*","y","RV"
"694","chrX",1299,1299,1,"*","y","RV"
"696","chrX",1320,1320,1,"*","y","RV"
"699","chrX",2839,2839,1,"*","y","RV"
"700","chrX",2875,2875,1,"*","y","RV"
"702","chrX",3374,3374,1,"*","y","RV"
"703","chrX",3589,3589,1,"*","y","RV"
"704","chrX",3724,3724,1,"*","y","RV"
"705","chrX",3727,3727,1,"*","y","RV"
"706","chrX",3808,3808,1,"*","y","RV"
"707","chrX",3827,3827,1,"*","y","RV"
"708","chrX",3847,3847,1,"*","y","RV"
"709","chrX",3868,3868,1,"*","y","RV"
"712","chrX",96,96,1,"*","x","SB"
"713","chrX",595,595,1,"*","x","SB"
"715","chrX",1299,1299,1,"*","x","SB"
"717","chrX",1320,1320,1,"*","x","SB"
"718","chrX",1325,1325,1,"*","x","SB"
"721","chrX",2539,2539,1,"*","x","SB"
"722","chrX",2839,2839,1,"*","x","SB"
"723","chrX",2875,2875,1,"*","x","SB"
"725","chrX",3589,3589,1,"*","x","SB"
"726","chrX",3724,3724,1,"*","x","SB"
"727","chrX",3727,3727,1,"*","x","SB"
"728","chrX",3808,3808,1,"*","x","SB"
"729","chrX",3827,3827,1,"*","x","SB"
"730","chrX",3847,3847,1,"*","x","SB"
"733","chrX",96,96,1,"*","y","SB"
"734","chrX",595,595,1,"*","y","SB"
"736","chrX",1299,1299,1,"*","y","SB"
"738","chrX",1320,1320,1,"*","y","SB"
"739","chrX",1325,1325,1,"*","y","SB"
"742","chrX",2539,2539,1,"*","y","SB"
"743","chrX",2839,2839,1,"*","y","SB"
"744","chrX",2875,2875,1,"*","y","SB"
"746","chrX",3589,3589,1,"*","y","SB"
"747","chrX",3724,3724,1,"*","y","SB"
"748","chrX",3727,3727,1,"*","y","SB"
"749","chrX",3808,3808,1,"*","y","SB"
"750","chrX",3827,3827,1,"*","y","SB"
"751","chrX",3847,3847,1,"*","y","SB"
"755","chrX",595,595,1,"*","x","Sp"
"759","chrX",1325,1325,1,"*","x","Sp"
"762","chrX",2539,2539,1,"*","x","Sp"
"763","chrX",2543,2543,1,"*","x","Sp"
"764","chrX",2839,2839,1,"*","x","Sp"
"765","chrX",2875,2875,1,"*","x","Sp"
"767","chrX",3589,3589,1,"*","x","Sp"
"768","chrX",3724,3724,1,"*","x","Sp"
"769","chrX",3727,3727,1,"*","x","Sp"
"770","chrX",3808,3808,1,"*","x","Sp"
"771","chrX",3827,3827,1,"*","x","Sp"
"772","chrX",3847,3847,1,"*","x","Sp"
"773","chrX",3868,3868,1,"*","x","Sp"
"777","chrX",595,595,1,"*","y","Sp"
"781","chrX",1325,1325,1,"*","y","Sp"
"784","chrX",2539,2539,1,"*","y","Sp"
"785","chrX",2543,2543,1,"*","y","Sp"
"786","chrX",2839,2839,1,"*","y","Sp"
"787","chrX",2875,2875,1,"*","y","Sp"
"789","chrX",3589,3589,1,"*","y","Sp"
"790","chrX",3724,3724,1,"*","y","Sp"
"791","chrX",3727,3727,1,"*","y","Sp"
"792","chrX",3808,3808,1,"*","y","Sp"
"793","chrX",3827,3827,1,"*","y","Sp"
"794","chrX",3847,3847,1,"*","y","Sp"
"795","chrX",3868,3868,1,"*","y","Sp"
"798","chrX",595,595,1,"*","x","TLC"
"801","chrX",1320,1320,1,"*","x","TLC"
"802","chrX",1325,1325,1,"*","x","TLC"
"804","chrX",1775,1775,1,"*","x","TLC"
"805","chrX",2539,2539,1,"*","x","TLC"
"806","chrX",2543,2543,1,"*","x","TLC"
"807","chrX",2839,2839,1,"*","x","TLC"
"809","chrX",3589,3589,1,"*","x","TLC"
"810","chrX",3724,3724,1,"*","x","TLC"
"811","chrX",3727,3727,1,"*","x","TLC"
"812","chrX",3808,3808,1,"*","x","TLC"
"813","chrX",3827,3827,1,"*","x","TLC"
"814","chrX",3847,3847,1,"*","x","TLC"
"815","chrX",3868,3868,1,"*","x","TLC"
"818","chrX",595,595,1,"*","y","TLC"
"821","chrX",1320,1320,1,"*","y","TLC"
"822","chrX",1325,1325,1,"*","y","TLC"
"824","chrX",1775,1775,1,"*","y","TLC"
"825","chrX",2539,2539,1,"*","y","TLC"
"826","chrX",2543,2543,1,"*","y","TLC"
"827","chrX",2839,2839,1,"*","y","TLC"
"829","chrX",3589,3589,1,"*","y","TLC"
"830","chrX",3724,3724,1,"*","y","TLC"
"831","chrX",3727,3727,1,"*","y","TLC"
"832","chrX",3808,3808,1,"*","y","TLC"
"833","chrX",3827,3827,1,"*","y","TLC"
"834","chrX",3847,3847,1,"*","y","TLC"
"835","chrX",3868,3868,1,"*","y","TLC"
