Loading required package: iterators
[1] 7 bone.marrow done!
[1] 8 cerebral.cortex done!
[1] 8 colon done!
[1] 10 duodenum done!
[1] 9 endometrium done!
[1] 7 esophagus done!
[1] 6 gall.bladder done!
[1] 5 heart done!
[1] 7 kidney done!
[1] 5 liver done!
[1] 7 lung done!
[1] 6 lymph.node done!
[1] 4 pancreas done!
[1] 6 placenta done!
[1] 8 prostate done!
[1] 5 salivary.gland done!
[1] 7 skin done!
[1] 9 small.intestine done!
[1] 7 spleen done!
[1] 7 stomach done!
[1] 9 testis done!
[1] 8 thyroid done!
[1] min2Mb_chr8_All_topCP3_gapBin50_hub1 done!
[1] 23 adipose.tissue done!
[1] 25 adrenal.gland done!
[1] 27 animal.ovary done!
[1] 24 appendix done!
[1] 23 bladder done!
[1] 19 bone.marrow done!
[1] 28 cerebral.cortex done!
[1] 24 colon done!
[1] 27 duodenum done!
[1] 27 endometrium done!
[1] 24 esophagus done!
[1] 27 gall.bladder done!
[1] 23 heart done!
[1] 26 kidney done!
[1] 19 liver done!
[1] 27 lung done!
[1] 23 lymph.node done!
[1] 21 pancreas done!
[1] 23 placenta done!
[1] 26 prostate done!
[1] 24 salivary.gland done!
[1] 25 skin done!
[1] 26 small.intestine done!
[1] 25 spleen done!
[1] 27 stomach done!
[1] 30 testis done!
[1] 28 thyroid done!
[1] min2Mb_chr9_All_topCP3_gapBin50_hub1 done!
