#Name (cmd = mergePeaks /t1-data/user/ltamon/DPhil/GenomicContactDynamics/15_Motif/out_motif/chrALL_uniquebins_targCp21_bgrCp1_seed845_sampsize0.8/bg.clean.pos /t1-data/user/ltamon/DPhil/GenomicContactDynamics/15_Motif/out_motif/chrALL_uniquebins_targCp21_bgrCp1_seed845_sampsize0.8/target.clean..pos -d given -cobound 1 -prefix /t1-data/user/ltamon/DPhil/GenomicContactDynamics/15_Motif/out_motif/chrALL_uniquebins_targCp21_bgrCp1_seed845_sampsize0.8/0.328787253777595.2.tmp)	chr	start	end	strand	stat	stat2	/t1-data/user/ltamon/DPhil/GenomicContactDynamics/15_Motif/out_motif/chrALL_uniquebins_targCp21_bgrCp1_seed845_sampsize0.8/target.clean..pos
BG21211-chopped1	chr5	87960002	88000000	+	0.000	0.000	2603
BG50306-chopped1	chr5	9880002	9920000	+	0.000	0.000	10415
BG14117-chopped1	chr2	227880002	227920000	+	0.000	0.000	5453
BG37093-chopped1	chr4	118760002	118800000	+	0.000	0.000	6121
BG21766-chopped1	chr13	103000002	103040000	+	0.000	0.000	1081
BG39369-chopped1	chr7	127120002	127160000	+	0.000	0.000	6935
BG49177-chopped1	chr1	58720002	58760000	+	0.000	0.000	8162
BG48102-chopped1	chr8	64480002	64520000	+	0.000	0.000	9418
BG34615-chopped1	chr17	52160002	52200000	+	0.000	0.000	2320
BG17277-chopped1	chr16	65120002	65160000	+	0.000	0.000	5080
BG2830-chopped1	chr13	106560002	106600000	+	0.000	0.000	6158
BG27085-chopped1	chr17	68920002	68960000	+	0.000	0.000	2350
BG39614-chopped1	chr4	18840002	18880000	+	0.000	0.000	5132
BG23851-chopped1	chr8	33800002	33840000	+	0.000	0.000	937
BG44978-chopped1	chr5	91120002	91160000	+	0.000	0.000	6200
BG12196-chopped1	chr6	129960002	130000000	+	0.000	0.000	2526
BG47137-chopped1	chr18	68960002	69000000	+	0.000	0.000	7797
BG18597-chopped1	chr3	175840002	175880000	+	0.000	0.000	413
BG40216-chopped1	chr6	78840002	78880000	+	0.000	0.000	8806
BG46617-chopped1	chr4	119240002	119280000	+	0.000	0.000	5279
BG29170-chopped1	chr5	106280002	106320000	+	0.000	0.000	7562
BG30854-chopped1	chr5	143560002	143600000	+	0.000	0.000	1662
BG13843-chopped1	chr6	110960002	111000000	+	0.000	0.000	9417
BG21811-chopped1	chr4	63680002	63720000	+	0.000	0.000	4591
BG4579-chopped1	chr3	30280002	30320000	+	0.000	0.000	1992
BG40662-chopped1	chr2	143680002	143720000	+	0.000	0.000	9144
BG12441-chopped1	chr21	28240002	28280000	+	0.000	0.000	1391
BG31292-chopped1	chr6	132760002	132800000	+	0.000	0.000	7675
BG14717-chopped1	chr4	132440002	132480000	+	0.000	0.000	2796
BG41536-chopped1	chr7	110960002	111000000	+	0.000	0.000	7563
BG51344-chopped1	chr3	134600002	134640000	+	0.000	0.000	4259
BG30208-chopped1	chr6	94880002	94920000	+	0.000	0.000	9430
BG4824-chopped1	chr1	202520002	202560000	+	0.000	0.000	2559
BG40580-chopped1	chr8	52240002	52280000	+	0.000	0.000	5300
BG6664-chopped1	chr2	17200002	17240000	+	0.000	0.000	9872
BG42856-chopped1	chr14	81880002	81920000	+	0.000	0.000	2312
BG49140-chopped1	chr1	215120002	215160000	+	0.000	0.000	9512
BG33813-chopped1	chr12	65320002	65360000	+	0.000	0.000	5892
BG31528-chopped1	chr4	189920002	189960000	+	0.000	0.000	8979
BG35653-chopped1	chr1	58000002	58040000	+	0.000	0.000	5975
BG28559-chopped1	chr1	166880002	166920000	+	0.000	0.000	2314
BG19080-chopped1	chr8	129160002	129200000	+	0.000	0.000	8839
BG29879-chopped1	chr1	65520002	65560000	+	0.000	0.000	5788
BG16602-chopped1	chr8	53960002	54000000	+	0.000	0.000	5515
BG39687-chopped1	chr1	72480002	72520000	+	0.000	0.000	1255
BG11194-chopped1	chr5	90720002	90760000	+	0.000	0.000	2769
BG4097-chopped1	chr8	80040002	80080000	+	0.000	0.000	3293
BG23278-chopped1	chr7	93160002	93200000	+	0.000	0.000	6052
BG52382-chopped1	chr2	58280002	58320000	+	0.000	0.000	6260
BG48975-chopped1	chr2	216800002	216840000	+	0.000	0.000	4597
BG682-chopped1	chr5	104120002	104160000	+	0.000	0.000	4842
BG14235-chopped1	chr18	45520002	45560000	+	0.000	0.000	2029
BG22203-chopped1	chr3	97200002	97240000	+	0.000	0.000	1591
BG1737-chopped1	chr7	127080002	127120000	+	0.000	0.000	4636
BG55096-chopped1	chr2	198320002	198360000	+	0.000	0.000	65
BG32566-chopped1	chr20	9440002	9480000	+	0.000	0.000	4895
BG36691-chopped1	chr9	9680002	9720000	+	0.000	0.000	3061
BG50342-chopped1	chr20	22680002	22720000	+	0.000	0.000	10061
BG52182-chopped1	chr12	129960002	130000000	+	0.000	0.000	8206
BG4897-chopped1	chr15	94760002	94800000	+	0.000	0.000	5755
BG36045-chopped1	chr16	8120002	8160000	+	0.000	0.000	1620
BG2302-chopped1	chr2	185040002	185080000	+	0.000	0.000	1003
BG48129-chopped1	chr4	164320002	164360000	+	0.000	0.000	3795
BG23323-chopped1	chr1	206600002	206640000	+	0.000	0.000	549
BG7301-chopped1	chr3	34200002	34240000	+	0.000	0.000	5638
BG54376-chopped1	chr2	76320002	76360000	+	0.000	0.000	2826
BG40889-chopped1	chr16	58840002	58880000	+	0.000	0.000	6229
BG26037-chopped1	chr8	59400002	59440000	+	0.000	0.000	4531
BG2220-chopped1	chr5	9520002	9560000	+	0.000	0.000	483
BG41654-chopped1	chr12	99000002	99040000	+	0.000	0.000	8176
BG15600-chopped1	chr5	123440002	123480000	+	0.000	0.000	9930
BG48493-chopped1	chr2	142080002	142120000	+	0.000	0.000	8179
BG53101-chopped1	chr21	22280002	22320000	+	0.000	0.000	8911
BG22276-chopped1	chr10	9320002	9360000	+	0.000	0.000	7157
BG8421-chopped1	chr8	30720002	30760000	+	0.000	0.000	7360
BG4860-chopped1	chr12	42360002	42400000	+	0.000	0.000	3077
BG37083-chopped1	chr5	42280002	42320000	+	0.000	0.000	6723
BG56261-chopped1	chrX	125400002	125440000	+	0.000	0.000	9694
BG39359-chopped1	chr8	113760002	113800000	+	0.000	0.000	5550
BG3340-chopped1	chr6	162720002	162760000	+	0.000	0.000	5878
BG31564-chopped1	chr6	102840002	102880000	+	0.000	0.000	2836
BG5616-chopped1	chr14	98320002	98360000	+	0.000	0.000	7537
BG41372-chopped1	chr13	106520002	106560000	+	0.000	0.000	6915
BG26637-chopped1	chr14	45240002	45280000	+	0.000	0.000	8311
BG51289-chopped1	chr5	97720002	97760000	+	0.000	0.000	7919
BG55741-chopped1	chr9	4520002	4560000	+	0.000	0.000	1525
BG21001-chopped1	chr13	62800002	62840000	+	0.000	0.000	323
BG39604-chopped1	chr7	51480002	51520000	+	0.000	0.000	6862
BG26000-chopped1	chr3	178200002	178240000	+	0.000	0.000	4673
BG21556-chopped1	chr5	115600002	115640000	+	0.000	0.000	4954
BG1409-chopped1	chr6	163880002	163920000	+	0.000	0.000	9164
BG12186-chopped1	chr12	120000002	120040000	+	0.000	0.000	8317
BG52936-chopped1	chr4	78400002	78440000	+	0.000	0.000	1083
BG28395-chopped1	chr6	41440002	41480000	+	0.000	0.000	2743
BG32238-chopped1	chr4	147080002	147120000	+	0.000	0.000	1547
BG36363-chopped1	chr21	29680002	29720000	+	0.000	0.000	6939
BG38639-chopped1	chr10	19640002	19680000	+	0.000	0.000	9589
BG2293-chopped1	chrX	122000002	122040000	+	0.000	0.000	6235
BG8694-chopped1	chr3	155400002	155440000	+	0.000	0.000	6994
BG40652-chopped1	chr3	137080002	137120000	+	0.000	0.000	8709
BG33558-chopped1	chr7	19880002	19920000	+	0.000	0.000	8433
BG24515-chopped1	chr5	96840002	96880000	+	0.000	0.000	5644
BG34323-chopped1	chr2	68240002	68280000	+	0.000	0.000	4286
BG5889-chopped1	chr3	5000002	5040000	+	0.000	0.000	2744
BG27229-chopped1	chr8	124000002	124040000	+	0.000	0.000	4241
BG11466-chopped1	chr5	22880002	22920000	+	0.000	0.000	6996
BG508-chopped1	chr5	58400002	58440000	+	0.000	0.000	1520
BG45005-chopped1	chr4	40760002	40800000	+	0.000	0.000	396
BG46971-chopped1	chr6	7600002	7640000	+	0.000	0.000	1099
BG33803-chopped1	chr8	59600002	59640000	+	0.000	0.000	5730
BG31082-chopped1	chr7	16960002	17000000	+	0.000	0.000	307
BG52654-chopped1	chr10	22360002	22400000	+	0.000	0.000	6868
BG37919-chopped1	chr7	13760002	13800000	+	0.000	0.000	10055
BG45451-chopped1	chr1	43240002	43280000	+	0.000	0.000	1092
BG28549-chopped1	chr10	113920002	113960000	+	0.000	0.000	9559
BG19070-chopped1	chr6	76840002	76880000	+	0.000	0.000	6522
BG3849-chopped1	chr2	126840002	126880000	+	0.000	0.000	7738
BG29314-chopped1	chr6	162120002	162160000	+	0.000	0.000	1182
BG13551-chopped1	chr9	123280002	123320000	+	0.000	0.000	4780
BG4287-chopped1	chr8	63600002	63640000	+	0.000	0.000	9630
BG32838-chopped1	chr8	77040002	77080000	+	0.000	0.000	315
BG46771-chopped1	chr10	68040002	68080000	+	0.000	0.000	4290
BG5052-chopped1	chr11	109320002	109360000	+	0.000	0.000	6370
BG52454-chopped1	chr18	75440002	75480000	+	0.000	0.000	5534
BG5934-chopped1	chr12	38240002	38280000	+	0.000	0.000	5243
BG35998-chopped1	chr7	82400002	82440000	+	0.000	0.000	3615
BG11511-chopped1	chr20	17080002	17120000	+	0.000	0.000	5088
BG2247-chopped1	chr18	38400002	38440000	+	0.000	0.000	9675
BG51934-chopped1	chr21	22040002	22080000	+	0.000	0.000	1157
BG21428-chopped1	chr15	98480002	98520000	+	0.000	0.000	4046
BG25553-chopped1	chr3	134640002	134680000	+	0.000	0.000	5404
BG52372-chopped1	chr14	38640002	38680000	+	0.000	0.000	3855
BG14225-chopped1	chr21	31640002	31680000	+	0.000	0.000	6667
BG18350-chopped1	chr10	9280002	9320000	+	0.000	0.000	1114
BG33076-chopped1	chr12	79480002	79520000	+	0.000	0.000	9755
BG37637-chopped1	chr14	26200002	26240000	+	0.000	0.000	9068
BG38402-chopped1	chr3	72000002	72040000	+	0.000	0.000	4697
BG30280-chopped1	chr2	78080002	78120000	+	0.000	0.000	1400
BG26873-chopped1	chr10	68960002	69000000	+	0.000	0.000	2830
BG21228-chopped1	chr14	36840002	36880000	+	0.000	0.000	10264
BG27629-chopped1	chrX	30160002	30200000	+	0.000	0.000	3990
BG3812-chopped1	chr10	49880002	49920000	+	0.000	0.000	5069
BG45405-chopped1	chr20	7040002	7080000	+	0.000	0.000	8493
BG45078-chopped1	chr2	143040002	143080000	+	0.000	0.000	2661
BG33876-chopped1	chr4	100600002	100640000	+	0.000	0.000	1809
BG20272-chopped1	chr4	155440002	155480000	+	0.000	0.000	6644
BG19024-chopped1	chr6	162040002	162080000	+	0.000	0.000	2075
BG7928-chopped1	chr14	63160002	63200000	+	0.000	0.000	7470
BG13505-chopped1	chr18	71480002	71520000	+	0.000	0.000	4065
BG28949-chopped1	chr20	44800002	44840000	+	0.000	0.000	7257
BG23313-chopped1	chr8	55520002	55560000	+	0.000	0.000	4547
BG2847-chopped1	chr7	115320002	115360000	+	0.000	0.000	7709
BG5006-chopped1	chr14	42960002	43000000	+	0.000	0.000	3245
BG40879-chopped1	chr4	79040002	79080000	+	0.000	0.000	2381
BG18059-chopped1	chr10	109160002	109200000	+	0.000	0.000	8065
BG47163-chopped1	chr4	126040002	126080000	+	0.000	0.000	8420
BG51006-chopped1	chr6	122520002	122560000	+	0.000	0.000	252
BG55131-chopped1	chr2	202560002	202600000	+	0.000	0.000	5026
BG50687-chopped1	chr8	76520002	76560000	+	0.000	0.000	2506
BG9686-chopped1	chr10	54680002	54720000	+	0.000	0.000	9922
BG15263-chopped1	chr12	45400002	45440000	+	0.000	0.000	1295
BG6326-chopped1	chr20	12640002	12680000	+	0.000	0.000	1427
BG38675-chopped1	chr9	18960002	19000000	+	0.000	0.000	5541
BG19379-chopped1	chr3	58960002	59000000	+	0.000	0.000	9134
BG52326-chopped1	chr4	56720002	56760000	+	0.000	0.000	2166
BG46198-chopped1	chr18	61560002	61600000	+	0.000	0.000	3743
BG42964-chopped1	chr4	71600002	71640000	+	0.000	0.000	8642
BG28112-chopped1	chr13	95600002	95640000	+	0.000	0.000	3851
BG5370-chopped1	chr5	5920002	5960000	+	0.000	0.000	8634
BG7646-chopped1	chr4	29760002	29800000	+	0.000	0.000	5914
BG43838-chopped1	chr1	37040002	37080000	+	0.000	0.000	5761
BG30234-chopped1	chr13	59360002	59400000	+	0.000	0.000	3760
BG26827-chopped1	chr7	79200002	79240000	+	0.000	0.000	4539
BG32074-chopped1	chr4	163200002	163240000	+	0.000	0.000	7100
BG15063-chopped1	chr18	64880002	64920000	+	0.000	0.000	5318
BG19624-chopped1	chr3	104120002	104160000	+	0.000	0.000	2615
BG30680-chopped1	chr7	85920002	85960000	+	0.000	0.000	5642
BG13778-chopped1	chr20	53400002	53440000	+	0.000	0.000	8090
BG35115-chopped1	chr5	165000002	165040000	+	0.000	0.000	218
BG39349-chopped1	chr1	120360002	120400000	+	0.000	0.000	4519
BG14543-chopped1	chr1	195840002	195880000	+	0.000	0.000	4154
BG26627-chopped1	chr2	60280002	60320000	+	0.000	0.000	5637
BG44403-chopped1	chr21	23440002	23480000	+	0.000	0.000	2173
BG4650-chopped1	chr1	70760002	70800000	+	0.000	0.000	4484
BG18022-chopped1	chr14	34640002	34680000	+	0.000	0.000	3656
BG21546-chopped1	chr12	72000002	72040000	+	0.000	0.000	3557
BG49402-chopped1	chr6	85120002	85160000	+	0.000	0.000	6517
BG40397-chopped1	chr8	116160002	116200000	+	0.000	0.000	4981
BG19979-chopped1	chr7	68040002	68080000	+	0.000	0.000	6104
BG44958-chopped1	chr8	50840002	50880000	+	0.000	0.000	3051
BG52490-chopped1	chr6	120000002	120040000	+	0.000	0.000	9489
BG27947-chopped1	chr17	31240002	31280000	+	0.000	0.000	4836
BG52926-chopped1	chr5	135840002	135880000	+	0.000	0.000	7603
BG14343-chopped1	chr18	74360002	74400000	+	0.000	0.000	3587
BG54766-chopped1	chr8	54600002	54640000	+	0.000	0.000	2689
BG28712-chopped1	chr5	164920002	164960000	+	0.000	0.000	7239
BG4004-chopped1	chr3	24640002	24680000	+	0.000	0.000	1875
BG3685-chopped1	chr8	122280002	122320000	+	0.000	0.000	9577
BG27310-chopped1	chr10	52600002	52640000	+	0.000	0.000	2226
BG2610-chopped1	chr4	44680002	44720000	+	0.000	0.000	3324
BG2283-chopped1	chr1	80000002	80040000	+	0.000	0.000	2330
BG50004-chopped1	chr7	118200002	118240000	+	0.000	0.000	8402
BG29150-chopped1	chr13	106200002	106240000	+	0.000	0.000	182
BG33548-chopped1	chr11	51320002	51360000	+	0.000	0.000	2403
BG41080-chopped1	chr13	60040002	60080000	+	0.000	0.000	6694
BG3039-chopped1	chr2	39560002	39600000	+	0.000	0.000	5628
BG18377-chopped1	chr13	25880002	25920000	+	0.000	0.000	4752
BG47481-chopped1	chr8	138400002	138440000	+	0.000	0.000	5000
BG28185-chopped1	chr18	4080002	4120000	+	0.000	0.000	1124
BG53164-chopped1	chr10	111600002	111640000	+	0.000	0.000	8611
BG33994-chopped1	chr2	13920002	13960000	+	0.000	0.000	3670
BG15017-chopped1	chr8	34600002	34640000	+	0.000	0.000	8083
BG19142-chopped1	chr1	187360002	187400000	+	0.000	0.000	1047
BG24951-chopped1	chr3	164320002	164360000	+	0.000	0.000	9454
BG37027-chopped1	chr7	49800002	49840000	+	0.000	0.000	3901
BG38993-chopped1	chr6	75640002	75680000	+	0.000	0.000	1183
BG21264-chopped1	chr7	133880002	133920000	+	0.000	0.000	4550
BG12221-chopped1	chr3	21280002	21320000	+	0.000	0.000	3000
BG9358-chopped1	chr8	14320002	14360000	+	0.000	0.000	8954
BG1563-chopped1	chr4	21320002	21360000	+	0.000	0.000	5394
BG28985-chopped1	chr6	7240002	7280000	+	0.000	0.000	2313
BG39112-chopped1	chr1	96680002	96720000	+	0.000	0.000	8461
BG46761-chopped1	chr14	42840002	42880000	+	0.000	0.000	9722
BG43074-chopped1	chr5	29200002	29240000	+	0.000	0.000	2792
BG6999-chopped1	chr12	31080002	31120000	+	0.000	0.000	6647
BG46115-chopped1	chr5	24920002	24960000	+	0.000	0.000	9074
BG40269-chopped1	chr13	94080002	94120000	+	0.000	0.000	2872
BG23258-chopped1	chr2	148120002	148160000	+	0.000	0.000	4231
BG3002-chopped1	chr9	120680002	120720000	+	0.000	0.000	8282
BG27383-chopped1	chr7	134160002	134200000	+	0.000	0.000	7581
BG31226-chopped1	chr5	5880002	5920000	+	0.000	0.000	7574
BG25098-chopped1	chr1	87760002	87800000	+	0.000	0.000	6234
BG21864-chopped1	chr12	91200002	91240000	+	0.000	0.000	4728
BG1281-chopped1	chr1	70440002	70480000	+	0.000	0.000	8777
BG3557-chopped1	chr8	17240002	17280000	+	0.000	0.000	7369
BG49275-chopped1	chr10	111040002	111080000	+	0.000	0.000	8837
BG5397-chopped1	chr3	158200002	158240000	+	0.000	0.000	2846
BG18895-chopped1	chr2	7000002	7040000	+	0.000	0.000	5493
BG9958-chopped1	chr8	34520002	34560000	+	0.000	0.000	7845
BG24578-chopped1	chr20	12960002	13000000	+	0.000	0.000	1261
BG42354-chopped1	chr3	182800002	182840000	+	0.000	0.000	4815
BG21218-chopped1	chr2	119160002	119200000	+	0.000	0.000	9224
BG8438-chopped1	chr6	62440002	62480000	+	0.000	0.000	7029
BG11856-chopped1	chr8	103760002	103800000	+	0.000	0.000	3984
BG14015-chopped1	chr13	54160002	54200000	+	0.000	0.000	3933
BG37427-chopped1	chr4	81000002	81040000	+	0.000	0.000	4376
BG1081-chopped1	chr10	14360002	14400000	+	0.000	0.000	8441
BG12294-chopped1	chr9	10200002	10240000	+	0.000	0.000	1472
BG24823-chopped1	chr10	16600002	16640000	+	0.000	0.000	4027
BG34631-chopped1	chr3	78560002	78600000	+	0.000	0.000	7076
BG36907-chopped1	chr18	71520002	71560000	+	0.000	0.000	9615
BG11774-chopped1	chr12	30880002	30920000	+	0.000	0.000	8078
BG380-chopped1	chr11	11040002	11080000	+	0.000	0.000	1924
BG46715-chopped1	chr13	89880002	89920000	+	0.000	0.000	4195
BG33111-chopped1	chr2	142880002	142920000	+	0.000	0.000	9328
BG29377-chopped1	chr3	173880002	173920000	+	0.000	0.000	5566
BG9121-chopped1	chr10	59840002	59880000	+	0.000	0.000	3195
BG31390-chopped1	chr2	192720002	192760000	+	0.000	0.000	4064
BG35951-chopped1	chr1	89720002	89760000	+	0.000	0.000	2364
BG41634-chopped1	chr15	25240002	25280000	+	0.000	0.000	1579
BG1881-chopped1	chr9	73200002	73240000	+	0.000	0.000	8587
BG24296-chopped1	chr21	27080002	27120000	+	0.000	0.000	8325
BG4040-chopped1	chr1	15640002	15680000	+	0.000	0.000	1896
BG11128-chopped1	chr7	34080002	34120000	+	0.000	0.000	9889
BG34431-chopped1	chr9	111040002	111080000	+	0.000	0.000	9479
BG25061-chopped1	chr5	28880002	28920000	+	0.000	0.000	2933
BG30870-chopped1	chr9	77280002	77320000	+	0.000	0.000	7169
BG21382-chopped1	chr14	83240002	83280000	+	0.000	0.000	2339
BG25943-chopped1	chr4	171360002	171400000	+	0.000	0.000	3904
BG50922-chopped1	chr9	26080002	26120000	+	0.000	0.000	9652
BG5360-chopped1	chr12	27400002	27440000	+	0.000	0.000	7899
BG3075-chopped1	chr14	45840002	45880000	+	0.000	0.000	7379
BG20862-chopped1	chr13	67720002	67760000	+	0.000	0.000	8631
BG6116-chopped1	chr5	106800002	106840000	+	0.000	0.000	8976
BG17329-chopped1	chr20	6600002	6640000	+	0.000	0.000	8882
BG2555-chopped1	chr9	75520002	75560000	+	0.000	0.000	2702
BG54401-chopped1	chr2	210080002	210120000	+	0.000	0.000	1887
BG52116-chopped1	chr16	81320002	81360000	+	0.000	0.000	7071
BG39230-chopped1	chr12	130080002	130120000	+	0.000	0.000	1479
BG5160-chopped1	chr2	84800002	84840000	+	0.000	0.000	49
BG54956-chopped1	chr4	61240002	61280000	+	0.000	0.000	8984
BG28902-chopped1	chr18	36600002	36640000	+	0.000	0.000	2026
BG28457-chopped1	chr1	96560002	96600000	+	0.000	0.000	5635
BG19969-chopped1	chr2	178960002	179000000	+	0.000	0.000	2665
BG3120-chopped1	chr15	24080002	24120000	+	0.000	0.000	3355
BG52916-chopped1	chr14	83360002	83400000	+	0.000	0.000	5629
BG7354-chopped1	chr4	190480002	190520000	+	0.000	0.000	10207
BG14333-chopped1	chr4	58240002	58280000	+	0.000	0.000	7513
BG5069-chopped1	chr10	66320002	66360000	+	0.000	0.000	7341
BG45386-chopped1	chr4	20960002	21000000	+	0.000	0.000	209
BG28375-chopped1	chr4	112600002	112640000	+	0.000	0.000	10306
BG47553-chopped1	chr3	69600002	69640000	+	0.000	0.000	7149
BG19332-chopped1	chr13	95040002	95080000	+	0.000	0.000	4863
BG25015-chopped1	chr5	70720002	70760000	+	0.000	0.000	2014
BG4440-chopped1	chr6	7800002	7840000	+	0.000	0.000	4656
BG4549-chopped1	chr12	125640002	125680000	+	0.000	0.000	4374
BG11528-chopped1	chr13	45480002	45520000	+	0.000	0.000	7098
BG15653-chopped1	chr5	2240002	2280000	+	0.000	0.000	5766
BG23621-chopped1	chr4	158080002	158120000	+	0.000	0.000	8348
BG50440-chopped1	chr10	86960002	87000000	+	0.000	0.000	10319
BG29695-chopped1	chr18	21000002	21040000	+	0.000	0.000	5961
BG16091-chopped1	chr5	10200002	10240000	+	0.000	0.000	6003
BG4995-chopped1	chr13	100560002	100600000	+	0.000	0.000	3261
BG16527-chopped1	chr4	34000002	34040000	+	0.000	0.000	1948
BG689-chopped1	chr2	33800002	33840000	+	0.000	0.000	9086
BG51314-chopped1	chr2	138760002	138800000	+	0.000	0.000	6865
BG36143-chopped1	chr8	72240002	72280000	+	0.000	0.000	1168
BG16973-chopped1	chr4	126320002	126360000	+	0.000	0.000	10308
BG24941-chopped1	chr2	157920002	157960000	+	0.000	0.000	4776
BG43792-chopped1	chr3	106680002	106720000	+	0.000	0.000	107
BG30624-chopped1	chr2	76880002	76920000	+	0.000	0.000	6112
BG42390-chopped1	chr9	23240002	23280000	+	0.000	0.000	7105
BG33338-chopped1	chr7	78160002	78200000	+	0.000	0.000	1800
BG39739-chopped1	chr5	95920002	95960000	+	0.000	0.000	6983
BG47707-chopped1	chr10	115240002	115280000	+	0.000	0.000	9364
BG49547-chopped1	chr14	85440002	85480000	+	0.000	0.000	8338
BG13531-chopped1	chr10	66280002	66320000	+	0.000	0.000	4978
BG48145-chopped1	chr1	248000002	248040000	+	0.000	0.000	6779
BG19932-chopped1	chr7	134000002	134040000	+	0.000	0.000	3967
BG17647-chopped1	chr1	98880002	98920000	+	0.000	0.000	7902
BG7308-chopped1	chr7	43320002	43360000	+	0.000	0.000	7577
BG10726-chopped1	chr11	103520002	103560000	+	0.000	0.000	8067
BG28329-chopped1	chr7	121840002	121880000	+	0.000	0.000	8502
BG22374-chopped1	chr19	21840002	21880000	+	0.000	0.000	393
BG43946-chopped1	chr14	60120002	60160000	+	0.000	0.000	6761
BG45786-chopped1	chr4	127800002	127840000	+	0.000	0.000	4557
BG32618-chopped1	chr6	139800002	139840000	+	0.000	0.000	7196
BG14205-chopped1	chr5	57760002	57800000	+	0.000	0.000	9390
BG25088-chopped1	chr11	133680002	133720000	+	0.000	0.000	5955
BG29649-chopped1	chr7	122080002	122120000	+	0.000	0.000	9213
BG23694-chopped1	chr6	99600002	99640000	+	0.000	0.000	1771
BG47425-chopped1	chr10	66840002	66880000	+	0.000	0.000	3619
BG14651-chopped1	chr13	98560002	98600000	+	0.000	0.000	8093
BG50949-chopped1	chr1	177560002	177600000	+	0.000	0.000	3801
BG51387-chopped1	chr12	129600002	129640000	+	0.000	0.000	5455
BG31016-chopped1	chr8	50720002	50760000	+	0.000	0.000	8606
BG54428-chopped1	chr12	98920002	98960000	+	0.000	0.000	6835
BG21654-chopped1	chr6	69920002	69960000	+	0.000	0.000	10291
BG47225-chopped1	chr8	105440002	105480000	+	0.000	0.000	9286
BG32336-chopped1	chr6	127920002	127960000	+	0.000	0.000	9308
BG38737-chopped1	chr6	163000002	163040000	+	0.000	0.000	5127
BG21008-chopped1	chr2	16960002	17000000	+	0.000	0.000	8972
BG29367-chopped1	chr9	104880002	104920000	+	0.000	0.000	2076
BG56186-chopped1	chr9	7280002	7320000	+	0.000	0.000	7043
BG43018-chopped1	chr10	109880002	109920000	+	0.000	0.000	7748
BG10244-chopped1	chr11	14680002	14720000	+	0.000	0.000	156
BG31816-chopped1	chr16	25240002	25280000	+	0.000	0.000	8141
BG49310-chopped1	chr1	220360002	220400000	+	0.000	0.000	6873
BG54792-chopped1	chr20	40520002	40560000	+	0.000	0.000	2463
BG24613-chopped1	chr7	13040002	13080000	+	0.000	0.000	1623
BG6306-chopped1	chr7	123480002	123520000	+	0.000	0.000	5489
BG40104-chopped1	chr4	94040002	94080000	+	0.000	0.000	3436
BG44338-chopped1	chr2	80600002	80640000	+	0.000	0.000	1927
BG170-chopped1	chr13	105600002	105640000	+	0.000	0.000	993
BG50912-chopped1	chr7	80040002	80080000	+	0.000	0.000	2187
BG31180-chopped1	chr1	218280002	218320000	+	0.000	0.000	3121
BG1671-chopped1	chr5	83040002	83080000	+	0.000	0.000	3835
BG45658-chopped1	chr18	51560002	51600000	+	0.000	0.000	2736
BG12884-chopped1	chr16	8480002	8520000	+	0.000	0.000	4063
BG40022-chopped1	chr5	33800002	33840000	+	0.000	0.000	257
BG19604-chopped1	chr18	26680002	26720000	+	0.000	0.000	6673
BG2545-chopped1	chr3	42360002	42400000	+	0.000	0.000	9912
BG29412-chopped1	chr3	5520002	5560000	+	0.000	0.000	3943
BG56231-chopped1	chr1	14880002	14920000	+	0.000	0.000	1534
BG50385-chopped1	chr6	154760002	154800000	+	0.000	0.000	9058
BG33701-chopped1	chr3	59080002	59120000	+	0.000	0.000	7785
BG12238-chopped1	chr9	107520002	107560000	+	0.000	0.000	2233
BG31089-chopped1	chr1	75200002	75240000	+	0.000	0.000	7612
BG26607-chopped1	chr4	145440002	145480000	+	0.000	0.000	2514
BG31980-chopped1	chr7	77640002	77680000	+	0.000	0.000	2666
BG28447-chopped1	chr2	159600002	159640000	+	0.000	0.000	696
BG36088-chopped1	chr15	101880002	101920000	+	0.000	0.000	6360
BG55266-chopped1	chr5	24520002	24560000	+	0.000	0.000	9943
BG11718-chopped1	chr15	98400002	98440000	+	0.000	0.000	2813
BG13558-chopped1	chr11	42600002	42640000	+	0.000	0.000	5474
BG21090-chopped1	chr3	24840002	24880000	+	0.000	0.000	2898
BG19959-chopped1	chr19	33000002	33040000	+	0.000	0.000	1263
BG50185-chopped1	chr3	79920002	79960000	+	0.000	0.000	832
BG54746-chopped1	chr6	66920002	66960000	+	0.000	0.000	1631
BG24131-chopped1	chr17	52600002	52640000	+	0.000	0.000	7179
BG7790-chopped1	chr10	117520002	117560000	+	0.000	0.000	5166
BG11082-chopped1	chr16	55080002	55120000	+	0.000	0.000	1582
BG32654-chopped1	chr1	216560002	216600000	+	0.000	0.000	3351
BG40622-chopped1	chr13	104320002	104360000	+	0.000	0.000	2738
BG6379-chopped1	chr5	157000002	157040000	+	0.000	0.000	10113
BG25451-chopped1	chr7	52440002	52480000	+	0.000	0.000	1666
BG48863-chopped1	chr11	16800002	16840000	+	0.000	0.000	3127
BG52379-chopped1	chr6	129040002	129080000	+	0.000	0.000	3968
BG679-chopped1	chr9	30480002	30520000	+	0.000	0.000	8927
