#Name (cmd = mergePeaks /t1-data/user/ltamon/DPhil/GenomicContactDynamics/15_Motif/out_motif/chrALL_uniquebins_targCp21_bgrCp1_seed845_sampsize0.9/bg.clean.pos /t1-data/user/ltamon/DPhil/GenomicContactDynamics/15_Motif/out_motif/chrALL_uniquebins_targCp21_bgrCp1_seed845_sampsize0.9/target.clean..pos -d given -cobound 1 -prefix /t1-data/user/ltamon/DPhil/GenomicContactDynamics/15_Motif/out_motif/chrALL_uniquebins_targCp21_bgrCp1_seed845_sampsize0.9/0.312443173098476.2.tmp)	chr	start	end	strand	stat	stat2	/t1-data/user/ltamon/DPhil/GenomicContactDynamics/15_Motif/out_motif/chrALL_uniquebins_targCp21_bgrCp1_seed845_sampsize0.9/target.clean..pos
BG1401-chopped1	chr4	10440002	10480000	+	0.000	0.000	9952
BG40835-chopped1	chr12	66800002	66840000	+	0.000	0.000	105
BG9642-chopped1	chr6	86160002	86200000	+	0.000	0.000	11344
BG41273-chopped1	chr14	38400002	38440000	+	0.000	0.000	5968
BG20137-chopped1	chr5	160200002	160240000	+	0.000	0.000	11295
BG41709-chopped1	chr2	136800002	136840000	+	0.000	0.000	9169
BG58356-chopped1	chr2	127000002	127040000	+	0.000	0.000	1795
BG23297-chopped1	chr4	162640002	162680000	+	0.000	0.000	6994
BG44869-chopped1	chr7	54240002	54280000	+	0.000	0.000	9881
BG27858-chopped1	chr18	6280002	6320000	+	0.000	0.000	4280
BG56962-chopped1	chr1	68600002	68640000	+	0.000	0.000	3047
BG35826-chopped1	chr8	63080002	63120000	+	0.000	0.000	11040
BG18815-chopped1	chr5	163400002	163440000	+	0.000	0.000	5695
BG5881-chopped1	chr2	77600002	77640000	+	0.000	0.000	4438
BG32139-chopped1	chr2	140960002	141000000	+	0.000	0.000	8469
BG2194-chopped1	chr8	58840002	58880000	+	0.000	0.000	11716
BG46508-chopped1	chr1	82560002	82600000	+	0.000	0.000	11029
BG54040-chopped1	chr20	14480002	14520000	+	0.000	0.000	10065
BG34870-chopped1	chr6	23520002	23560000	+	0.000	0.000	6147
BG8922-chopped1	chr11	92200002	92240000	+	0.000	0.000	10179
BG55997-chopped1	chr5	68480002	68520000	+	0.000	0.000	2720
BG10047-chopped1	chr2	167240002	167280000	+	0.000	0.000	4192
BG50361-chopped1	chr2	176480002	176520000	+	0.000	0.000	9667
BG33350-chopped1	chr10	57400002	57440000	+	0.000	0.000	3586
BG9360-chopped1	chr14	27880002	27920000	+	0.000	0.000	8199
BG3841-chopped1	chr11	54920002	54960000	+	0.000	0.000	2111
BG10493-chopped1	chr8	139680002	139720000	+	0.000	0.000	4252
BG36064-chopped1	chr3	7920002	7960000	+	0.000	0.000	3631
BG20737-chopped1	chr5	73600002	73640000	+	0.000	0.000	818
BG51681-chopped1	chr16	73240002	73280000	+	0.000	0.000	1291
BG34670-chopped1	chr11	124320002	124360000	+	0.000	0.000	7016
BG56116-chopped1	chr12	41000002	41040000	+	0.000	0.000	4647
BG61925-chopped1	chr6	6320002	6360000	+	0.000	0.000	3585
BG27576-chopped1	chr10	68200002	68240000	+	0.000	0.000	10018
BG56680-chopped1	chr3	133520002	133560000	+	0.000	0.000	7411
BG14408-chopped1	chr9	81440002	81480000	+	0.000	0.000	102
BG9160-chopped1	chr9	31960002	32000000	+	0.000	0.000	4146
BG62363-chopped1	chr6	165560002	165600000	+	0.000	0.000	1142
BG58956-chopped1	chr18	61960002	62000000	+	0.000	0.000	1217
BG16248-chopped1	chr8	130400002	130440000	+	0.000	0.000	9421
BG41227-chopped1	chr10	129480002	129520000	+	0.000	0.000	11169
BG53320-chopped1	chr14	84280002	84320000	+	0.000	0.000	2833
BG47628-chopped1	chr2	164080002	164120000	+	0.000	0.000	7458
BG35990-chopped1	chr3	1920002	1960000	+	0.000	0.000	2107
BG17013-chopped1	chr5	9920002	9960000	+	0.000	0.000	5076
BG22495-chopped1	chr19	44440002	44480000	+	0.000	0.000	3829
BG40707-chopped1	chr21	26760002	26800000	+	0.000	0.000	5469
BG19853-chopped1	chr10	114080002	114120000	+	0.000	0.000	2454
BG46672-chopped1	chr18	68040002	68080000	+	0.000	0.000	10095
BG25536-chopped1	chr14	34480002	34520000	+	0.000	0.000	9717
BG52355-chopped1	chr4	147880002	147920000	+	0.000	0.000	2352
BG48948-chopped1	chr11	81720002	81760000	+	0.000	0.000	1851
BG35344-chopped1	chr18	33160002	33200000	+	0.000	0.000	1105
BG26301-chopped1	chr1	197600002	197640000	+	0.000	0.000	5438
BG58756-chopped1	chr11	78320002	78360000	+	0.000	0.000	3139
BG31783-chopped1	chr11	105600002	105640000	+	0.000	0.000	11561
BG10647-chopped1	chr5	127760002	127800000	+	0.000	0.000	2777
BG41591-chopped1	chr2	14440002	14480000	+	0.000	0.000	6639
BG38058-chopped1	chr1	175480002	175520000	+	0.000	0.000	6662
BG11412-chopped1	chr16	17560002	17600000	+	0.000	0.000	8377
BG43867-chopped1	chr3	8520002	8560000	+	0.000	0.000	10118
BG47992-chopped1	chr6	65480002	65520000	+	0.000	0.000	8387
BG30263-chopped1	chr10	82680002	82720000	+	0.000	0.000	1023
BG6273-chopped1	chr6	52120002	52160000	+	0.000	0.000	7776
BG55960-chopped1	chr3	560002	600000	+	0.000	0.000	4291
BG13252-chopped1	chr3	66880002	66920000	+	0.000	0.000	9308
BG21220-chopped1	chr14	58720002	58760000	+	0.000	0.000	1963
BG61643-chopped1	chr11	128360002	128400000	+	0.000	0.000	11137
BG52600-chopped1	chr5	166920002	166960000	+	0.000	0.000	2486
BG27294-chopped1	chr3	36240002	36280000	+	0.000	0.000	9394
BG2594-chopped1	chr1	192240002	192280000	+	0.000	0.000	722
BG573-chopped1	chr8	117560002	117600000	+	0.000	0.000	1913
BG14126-chopped1	chr11	108720002	108760000	+	0.000	0.000	950
BG54549-chopped1	chr5	98240002	98280000	+	0.000	0.000	7540
BG37538-chopped1	chr4	53840002	53880000	+	0.000	0.000	8938
BG7029-chopped1	chr3	6080002	6120000	+	0.000	0.000	10720
BG45506-chopped1	chr12	18120002	18160000	+	0.000	0.000	11563
BG55314-chopped1	chr3	94040002	94080000	+	0.000	0.000	6517
BG49186-chopped1	chr11	98640002	98680000	+	0.000	0.000	9611
BG54995-chopped1	chr13	80000002	80040000	+	0.000	0.000	886
BG48111-chopped1	chr10	11320002	11360000	+	0.000	0.000	11001
BG53920-chopped1	chr7	153760002	153800000	+	0.000	0.000	11643
BG36582-chopped1	chr13	53880002	53920000	+	0.000	0.000	5668
BG55869-chopped1	chr14	52440002	52480000	+	0.000	0.000	3152
BG59994-chopped1	chr13	54040002	54080000	+	0.000	0.000	4629
BG8349-chopped1	chr3	101920002	101960000	+	0.000	0.000	1043
BG48666-chopped1	chr10	131920002	131960000	+	0.000	0.000	6439
BG43030-chopped1	chr3	40120002	40160000	+	0.000	0.000	7898
BG62317-chopped1	chr19	37560002	37600000	+	0.000	0.000	6594
BG45306-chopped1	chr1	98640002	98680000	+	0.000	0.000	9980
BG38103-chopped1	chr5	18040002	18080000	+	0.000	0.000	10735
BG22449-chopped1	chr21	31400002	31440000	+	0.000	0.000	5543
BG26901-chopped1	chr4	179800002	179840000	+	0.000	0.000	11403
BG51553-chopped1	chr13	94480002	94520000	+	0.000	0.000	10097
BG4033-chopped1	chr10	108760002	108800000	+	0.000	0.000	10237
BG53393-chopped1	chr4	106480002	106520000	+	0.000	0.000	2169
BG59794-chopped1	chr18	51440002	51480000	+	0.000	0.000	4269
BG2748-chopped1	chr2	103520002	103560000	+	0.000	0.000	2802
BG21820-chopped1	chr5	21240002	21280000	+	0.000	0.000	5463
BG47064-chopped1	chr7	109280002	109320000	+	0.000	0.000	1318
BG31737-chopped1	chr6	18200002	18240000	+	0.000	0.000	6007
BG14726-chopped1	chr9	111920002	111960000	+	0.000	0.000	11432
BG18851-chopped1	chr7	51520002	51560000	+	0.000	0.000	5297
BG9587-chopped1	chr4	53080002	53120000	+	0.000	0.000	14
BG34342-chopped1	chr6	89160002	89200000	+	0.000	0.000	7233
BG17331-chopped1	chr14	86520002	86560000	+	0.000	0.000	6996
BG53629-chopped1	chr10	43200002	43240000	+	0.000	0.000	1632
BG8067-chopped1	chr13	95560002	95600000	+	0.000	0.000	759
BG48384-chopped1	chr10	34920002	34960000	+	0.000	0.000	1729
BG39341-chopped1	chr7	43440002	43480000	+	0.000	0.000	4384
BG6673-chopped1	chr20	15360002	15400000	+	0.000	0.000	4009
BG18205-chopped1	chr8	108400002	108440000	+	0.000	0.000	8366
BG29088-chopped1	chr5	25320002	25360000	+	0.000	0.000	4923
BG58192-chopped1	chr15	23680002	23720000	+	0.000	0.000	9014
BG21293-chopped1	chr7	112200002	112240000	+	0.000	0.000	8915
BG45024-chopped1	chr17	62280002	62320000	+	0.000	0.000	10903
BG25854-chopped1	chr12	128120002	128160000	+	0.000	0.000	8682
BG60641-chopped1	chr5	43480002	43520000	+	0.000	0.000	11039
BG10965-chopped1	chr4	30280002	30320000	+	0.000	0.000	2389
BG1592-chopped1	chr6	52000002	52040000	+	0.000	0.000	5976
BG45579-chopped1	chr8	73400002	73440000	+	0.000	0.000	137
BG20773-chopped1	chr7	40320002	40360000	+	0.000	0.000	8683
BG19525-chopped1	chr8	63160002	63200000	+	0.000	0.000	11574
BG30581-chopped1	chr4	123640002	123680000	+	0.000	0.000	3164
BG54312-chopped1	chr14	88200002	88240000	+	0.000	0.000	8321
BG52027-chopped1	chr6	82440002	82480000	+	0.000	0.000	1889
BG35016-chopped1	chr13	93920002	93960000	+	0.000	0.000	6838
BG19971-chopped1	chr1	192560002	192600000	+	0.000	0.000	2965
BG891-chopped1	chr1	238160002	238200000	+	0.000	0.000	10741
BG50633-chopped1	chr18	36480002	36520000	+	0.000	0.000	625
BG14444-chopped1	chr8	90040002	90080000	+	0.000	0.000	973
BG29888-chopped1	chr1	144520002	144560000	+	0.000	0.000	4705
BG12159-chopped1	chr7	70040002	70080000	+	0.000	0.000	1113
BG41263-chopped1	chr1	69720002	69760000	+	0.000	0.000	10436
BG51071-chopped1	chr8	129960002	130000000	+	0.000	0.000	1814
BG26528-chopped1	chr8	52680002	52720000	+	0.000	0.000	10901
BG45379-chopped1	chr2	214400002	214440000	+	0.000	0.000	7212
BG4551-chopped1	chr3	177960002	178000000	+	0.000	0.000	9190
BG59748-chopped1	chr2	139880002	139920000	+	0.000	0.000	6180
BG50551-chopped1	chr9	111360002	111400000	+	0.000	0.000	1847
BG47018-chopped1	chr1	174960002	175000000	+	0.000	0.000	8058
BG691-chopped1	chr3	61440002	61480000	+	0.000	0.000	2564
BG35816-chopped1	chr1	222840002	222880000	+	0.000	0.000	11686
BG22212-chopped1	chr14	41160002	41200000	+	0.000	0.000	8455
BG62635-chopped1	chr2	50680002	50720000	+	0.000	0.000	4737
BG32020-chopped1	chr1	147120002	147160000	+	0.000	0.000	1379
BG5871-chopped1	chr9	105320002	105360000	+	0.000	0.000	7113
BG15118-chopped1	chr5	83520002	83560000	+	0.000	0.000	4000
BG30735-chopped1	chr6	57440002	57480000	+	0.000	0.000	9068
BG13724-chopped1	chr3	174160002	174200000	+	0.000	0.000	5960
BG11439-chopped1	chr3	145440002	145480000	+	0.000	0.000	11081
BG56306-chopped1	chr7	132920002	132960000	+	0.000	0.000	2172
BG52627-chopped1	chr21	36360002	36400000	+	0.000	0.000	8138
BG39741-chopped1	chr3	179520002	179560000	+	0.000	0.000	7554
BG47382-chopped1	chr4	163000002	163040000	+	0.000	0.000	9350
BG53065-chopped1	chr10	15360002	15400000	+	0.000	0.000	5503
BG20727-chopped1	chr6	114200002	114240000	+	0.000	0.000	9729
BG24852-chopped1	chr10	122760002	122800000	+	0.000	0.000	5424
BG32820-chopped1	chr5	85920002	85960000	+	0.000	0.000	8540
BG48138-chopped1	chr18	22040002	22080000	+	0.000	0.000	6514
BG17758-chopped1	chr16	72080002	72120000	+	0.000	0.000	10400
BG33249-chopped1	chr6	99480002	99520000	+	0.000	0.000	1219
BG47182-chopped1	chr8	130240002	130280000	+	0.000	0.000	7753
BG14844-chopped1	chr8	60040002	60080000	+	0.000	0.000	10922
BG17003-chopped1	chr6	10240002	10280000	+	0.000	0.000	3671
BG15282-chopped1	chr14	79440002	79480000	+	0.000	0.000	11133
BG6345-chopped1	chr18	56640002	56680000	+	0.000	0.000	3182
BG17558-chopped1	chr3	81120002	81160000	+	0.000	0.000	5587
BG7110-chopped1	chr13	92400002	92440000	+	0.000	0.000	7609
BG54185-chopped1	chr2	194760002	194800000	+	0.000	0.000	5890
BG62153-chopped1	chr7	136320002	136360000	+	0.000	0.000	611
BG50951-chopped1	chr12	99440002	99480000	+	0.000	0.000	2623
BG53110-chopped1	chr6	2640002	2680000	+	0.000	0.000	11064
BG41581-chopped1	chr11	88120002	88160000	+	0.000	0.000	4347
BG7665-chopped1	chr12	88280002	88320000	+	0.000	0.000	11664
BG38048-chopped1	chr18	25480002	25520000	+	0.000	0.000	10076
BG63027-chopped1	chr2	193920002	193960000	+	0.000	0.000	3336
BG27611-chopped1	chr11	12480002	12520000	+	0.000	0.000	10850
BG2584-chopped1	chr17	52840002	52880000	+	0.000	0.000	5691
BG37092-chopped1	chr13	98320002	98360000	+	0.000	0.000	2979
BG56706-chopped1	chr1	241360002	241400000	+	0.000	0.000	2500
BG3458-chopped1	chr12	22880002	22920000	+	0.000	0.000	10120
BG54985-chopped1	chr2	220880002	220920000	+	0.000	0.000	8924
BG33849-chopped1	chr2	144560002	144600000	+	0.000	0.000	5373
BG9859-chopped1	chr9	82920002	82960000	+	0.000	0.000	1094
BG6063-chopped1	chr8	30440002	30480000	+	0.000	0.000	3054
BG34287-chopped1	chr10	25480002	25520000	+	0.000	0.000	6933
BG57699-chopped1	chr20	51400002	51440000	+	0.000	0.000	7131
BG32893-chopped1	chr6	70840002	70880000	+	0.000	0.000	11530
BG54339-chopped1	chr12	82880002	82920000	+	0.000	0.000	71
BG56179-chopped1	chr5	42160002	42200000	+	0.000	0.000	3486
BG3258-chopped1	chr3	176160002	176200000	+	0.000	0.000	10423
BG7819-chopped1	chr7	113160002	113200000	+	0.000	0.000	4667
BG11120-chopped1	chr19	57000002	57040000	+	0.000	0.000	4519
BG18596-chopped1	chr16	80520002	80560000	+	0.000	0.000	3239
BG30407-chopped1	chr15	98560002	98600000	+	0.000	0.000	8313
BG1864-chopped1	chr1	48960002	49000000	+	0.000	0.000	556
BG53383-chopped1	chr5	39360002	39400000	+	0.000	0.000	6264
BG49976-chopped1	chr4	98640002	98680000	+	0.000	0.000	941
BG32247-chopped1	chr4	12640002	12680000	+	0.000	0.000	2087
BG57944-chopped1	chr3	56120002	56160000	+	0.000	0.000	11074
BG55659-chopped1	chr4	28200002	28240000	+	0.000	0.000	7906
BG63191-chopped1	chr2	196760002	196800000	+	0.000	0.000	813
BG46180-chopped1	chr11	21840002	21880000	+	0.000	0.000	8206
BG22885-chopped1	chr9	84720002	84760000	+	0.000	0.000	3937
BG30853-chopped1	chr8	75720002	75760000	+	0.000	0.000	4708
BG33012-chopped1	chr2	141160002	141200000	+	0.000	0.000	1700
BG6863-chopped1	chr1	215800002	215840000	+	0.000	0.000	1799
BG21810-chopped1	chr5	2480002	2520000	+	0.000	0.000	3865
BG62107-chopped1	chr13	106640002	106680000	+	0.000	0.000	11229
BG35852-chopped1	chr18	49840002	49880000	+	0.000	0.000	7835
BG1218-chopped1	chr10	130320002	130360000	+	0.000	0.000	9269
BG50578-chopped1	chr10	45280002	45320000	+	0.000	0.000	3207
BG60386-chopped1	chr7	107680002	107720000	+	0.000	0.000	2372
BG39968-chopped1	chr9	107120002	107160000	+	0.000	0.000	11010
BG17321-chopped1	chr20	14280002	14320000	+	0.000	0.000	6750
BG96-chopped1	chr15	37760002	37800000	+	0.000	0.000	1679
BG53619-chopped1	chr1	96040002	96080000	+	0.000	0.000	5009
BG36608-chopped1	chr6	124400002	124440000	+	0.000	0.000	11599
BG2538-chopped1	chr20	9240002	9280000	+	0.000	0.000	3746
BG42855-chopped1	chr2	176560002	176600000	+	0.000	0.000	5164
BG3303-chopped1	chr6	10920002	10960000	+	0.000	0.000	11129
BG35652-chopped1	chr14	48120002	48160000	+	0.000	0.000	2654
BG14189-chopped1	chr14	62440002	62480000	+	0.000	0.000	5985
BG54939-chopped1	chr7	112800002	112840000	+	0.000	0.000	3888
BG37928-chopped1	chr9	28320002	28360000	+	0.000	0.000	7000
BG10955-chopped1	chr3	25800002	25840000	+	0.000	0.000	7685
BG1582-chopped1	chr2	226320002	226360000	+	0.000	0.000	9899
BG28558-chopped1	chr14	83600002	83640000	+	0.000	0.000	7485
BG4623-chopped1	chr2	143120002	143160000	+	0.000	0.000	836
BG8857-chopped1	chr8	53880002	53920000	+	0.000	0.000	9564
BG3221-chopped1	chr8	78480002	78520000	+	0.000	0.000	5975
BG46889-chopped1	chr11	31520002	31560000	+	0.000	0.000	4151
BG33285-chopped1	chr16	62600002	62640000	+	0.000	0.000	10957
BG16601-chopped1	chr21	24840002	24880000	+	0.000	0.000	10371
BG20117-chopped1	chr3	76480002	76520000	+	0.000	0.000	6209
BG7337-chopped1	chr1	187640002	187680000	+	0.000	0.000	6719
BG43093-chopped1	chr4	168720002	168760000	+	0.000	0.000	10872
BG43529-chopped1	chr7	147280002	147320000	+	0.000	0.000	5661
BG34050-chopped1	chr11	39720002	39760000	+	0.000	0.000	4521
BG10755-chopped1	chr7	110200002	110240000	+	0.000	0.000	4495
BG38166-chopped1	chr9	76160002	76200000	+	0.000	0.000	9951
BG4541-chopped1	chr10	108000002	108040000	+	0.000	0.000	4410
BG13469-chopped1	chr9	22640002	22680000	+	0.000	0.000	6292
BG4096-chopped1	chr8	130120002	130160000	+	0.000	0.000	4154
BG21437-chopped1	chr14	86040002	86080000	+	0.000	0.000	3934
BG23277-chopped1	chr4	126680002	126720000	+	0.000	0.000	83
BG48974-chopped1	chr2	149800002	149840000	+	0.000	0.000	6291
BG33085-chopped1	chr4	130400002	130440000	+	0.000	0.000	8152
BG9422-chopped1	chr10	49440002	49480000	+	0.000	0.000	9154
BG9095-chopped1	chr9	27600002	27640000	+	0.000	0.000	9339
BG43329-chopped1	chr4	63600002	63640000	+	0.000	0.000	3118
BG14789-chopped1	chr4	13400002	13440000	+	0.000	0.000	1761
BG29041-chopped1	chr4	173760002	173800000	+	0.000	0.000	11249
BG30725-chopped1	chr5	150920002	150960000	+	0.000	0.000	4050
BG4341-chopped1	chr3	4440002	4480000	+	0.000	0.000	10582
BG46934-chopped1	chr12	40880002	40920000	+	0.000	0.000	5003
BG10473-chopped1	chr2	13600002	13640000	+	0.000	0.000	6435
BG45414-chopped1	chr4	188160002	188200000	+	0.000	0.000	4020
BG16874-chopped1	chr2	169280002	169320000	+	0.000	0.000	2726
BG7937-chopped1	chr8	117160002	117200000	+	0.000	0.000	11710
BG27001-chopped1	chr8	23600002	23640000	+	0.000	0.000	169
BG43693-chopped1	chr11	22920002	22960000	+	0.000	0.000	4413
BG28958-chopped1	chr2	147040002	147080000	+	0.000	0.000	10476
BG19588-chopped1	chr11	90520002	90560000	+	0.000	0.000	9558
BG7300-chopped1	chr12	38280002	38320000	+	0.000	0.000	7927
BG46734-chopped1	chr10	24280002	24320000	+	0.000	0.000	8290
BG54702-chopped1	chr13	29680002	29720000	+	0.000	0.000	5664
BG29396-chopped1	chr1	71000002	71040000	+	0.000	0.000	8849
BG26036-chopped1	chr3	102200002	102240000	+	0.000	0.000	5082
BG47608-chopped1	chr6	98800002	98840000	+	0.000	0.000	7147
BG59701-chopped1	chr3	103680002	103720000	+	0.000	0.000	4089
BG15708-chopped1	chr2	138560002	138600000	+	0.000	0.000	5476
BG25080-chopped1	chr12	61960002	62000000	+	0.000	0.000	478
BG19388-chopped1	chr8	94440002	94480000	+	0.000	0.000	10469
BG52335-chopped1	chr4	66680002	66720000	+	0.000	0.000	7773
BG60303-chopped1	chr16	18160002	18200000	+	0.000	0.000	10999
BG41007-chopped1	chr5	41960002	42000000	+	0.000	0.000	5252
BG25962-chopped1	chr7	12680002	12720000	+	0.000	0.000	1644
BG1254-chopped1	chr1	199640002	199680000	+	0.000	0.000	662
BG50941-chopped1	chr9	29280002	29320000	+	0.000	0.000	5791
BG16592-chopped1	chr7	12520002	12560000	+	0.000	0.000	4109
BG41571-chopped1	chr3	17440002	17480000	+	0.000	0.000	9116
BG55049-chopped1	chr21	29920002	29960000	+	0.000	0.000	2481
BG22275-chopped1	chr5	91720002	91760000	+	0.000	0.000	9213
BG46006-chopped1	chr7	11920002	11960000	+	0.000	0.000	6975
BG46452-chopped1	chr2	52680002	52720000	+	0.000	0.000	9463
BG54420-chopped1	chr2	84320002	84360000	+	0.000	0.000	2945
BG37082-chopped1	chr9	89320002	89360000	+	0.000	0.000	9746
BG56260-chopped1	chr2	56440002	56480000	+	0.000	0.000	3916
BG7009-chopped1	chr3	77160002	77200000	+	0.000	0.000	6558
BG47326-chopped1	chr4	143360002	143400000	+	0.000	0.000	7561
BG41371-chopped1	chr2	144440002	144480000	+	0.000	0.000	970
BG26636-chopped1	chr6	103280002	103320000	+	0.000	0.000	11653
BG51615-chopped1	chr11	103120002	103160000	+	0.000	0.000	3853
BG51288-chopped1	chr2	213680002	213720000	+	0.000	0.000	8095
BG55740-chopped1	chr9	120480002	120520000	+	0.000	0.000	11705
BG21109-chopped1	chr11	87040002	87080000	+	0.000	0.000	4824
BG44412-chopped1	chr2	78400002	78440000	+	0.000	0.000	8100
BG52053-chopped1	chr12	116880002	116920000	+	0.000	0.000	11162
BG35042-chopped1	chr4	107840002	107880000	+	0.000	0.000	10147
BG39158-chopped1	chr5	143160002	143200000	+	0.000	0.000	10288
BG44967-chopped1	chr4	65880002	65920000	+	0.000	0.000	1568
BG7700-chopped1	chr1	71240002	71280000	+	0.000	0.000	51
BG35924-chopped1	chr10	5720002	5760000	+	0.000	0.000	6106
BG22429-chopped1	chr12	38120002	38160000	+	0.000	0.000	8910
BG40205-chopped1	chr6	161840002	161880000	+	0.000	0.000	5345
BG19351-chopped1	chr6	91120002	91160000	+	0.000	0.000	8384
BG63181-chopped1	chr2	147880002	147920000	+	0.000	0.000	2204
BG17066-chopped1	chr3	118520002	118560000	+	0.000	0.000	8614
BG22875-chopped1	chr14	89080002	89120000	+	0.000	0.000	3604
BG2728-chopped1	chr2	178560002	178600000	+	0.000	0.000	3342
BG10145-chopped1	chrX	41320002	41360000	+	0.000	0.000	11195
BG14270-chopped1	chr1	209760002	209800000	+	0.000	0.000	6665
BG25589-chopped1	chr8	108680002	108720000	+	0.000	0.000	6888
BG50568-chopped1	chr9	81880002	81920000	+	0.000	0.000	9619
BG33557-chopped1	chrX	27920002	27960000	+	0.000	0.000	11131
BG7609-chopped1	chr6	101760002	101800000	+	0.000	0.000	1924
BG47490-chopped1	chr16	61600002	61640000	+	0.000	0.000	934
BG51333-chopped1	chr13	65960002	66000000	+	0.000	0.000	8260
BG47926-chopped1	chr15	80200002	80240000	+	0.000	0.000	5508
BG40005-chopped1	chr21	21240002	21280000	+	0.000	0.000	5626
BG59574-chopped1	chr13	91200002	91240000	+	0.000	0.000	8719
BG21709-chopped1	chr2	165800002	165840000	+	0.000	0.000	5582
BG12230-chopped1	chr3	104440002	104480000	+	0.000	0.000	8610
BG44685-chopped1	chr6	5240002	5280000	+	0.000	0.000	7213
BG23549-chopped1	chr4	160640002	160680000	+	0.000	0.000	7672
BG14506-chopped1	chr15	88920002	88960000	+	0.000	0.000	1383
BG18631-chopped1	chr5	165480002	165520000	+	0.000	0.000	7734
BG43610-chopped1	chr16	5960002	6000000	+	0.000	0.000	5187
BG12785-chopped1	chr14	47120002	47160000	+	0.000	0.000	3784
BG51133-chopped1	chr13	105280002	105320000	+	0.000	0.000	445
BG7973-chopped1	chr13	60560002	60600000	+	0.000	0.000	1060
BG11710-chopped1	chr16	58880002	58920000	+	0.000	0.000	5388
BG13550-chopped1	chr13	91040002	91080000	+	0.000	0.000	7896
BG24869-chopped1	chr12	43680002	43720000	+	0.000	0.000	2057
BG4613-chopped1	chr6	125000002	125040000	+	0.000	0.000	5772
BG28994-chopped1	chr17	52720002	52760000	+	0.000	0.000	4942
BG307-chopped1	chr21	31160002	31200000	+	0.000	0.000	828
BG51688-chopped1	chr7	52880002	52920000	+	0.000	0.000	9739
BG15499-chopped1	chr10	109520002	109560000	+	0.000	0.000	5519
BG46770-chopped1	chr2	193840002	193880000	+	0.000	0.000	8652
BG52453-chopped1	chr2	123240002	123280000	+	0.000	0.000	9788
BG16264-chopped1	chr9	12720002	12760000	+	0.000	0.000	1966
BG60094-chopped1	chr8	135000002	135040000	+	0.000	0.000	8502
BG9167-chopped1	chr12	130160002	130200000	+	0.000	0.000	621
BG10745-chopped1	chr5	96160002	96200000	+	0.000	0.000	10635
BG45359-chopped1	chr4	155800002	155840000	+	0.000	0.000	3954
BG28348-chopped1	chr6	51960002	52000000	+	0.000	0.000	7983
BG36316-chopped1	chr4	128120002	128160000	+	0.000	0.000	587
BG35997-chopped1	chr4	173240002	173280000	+	0.000	0.000	10009
BG38156-chopped1	chr4	123360002	123400000	+	0.000	0.000	397
BG63135-chopped1	chr4	61080002	61120000	+	0.000	0.000	10983
BG11510-chopped1	chr19	50480002	50520000	+	0.000	0.000	3505
BG11183-chopped1	chr6	37400002	37440000	+	0.000	0.000	6436
BG30361-chopped1	chr3	58680002	58720000	+	0.000	0.000	11193
BG6807-chopped1	chr2	167560002	167600000	+	0.000	0.000	11618
BG4086-chopped1	chr2	171240002	171280000	+	0.000	0.000	9282
BG40605-chopped1	chr9	81640002	81680000	+	0.000	0.000	2523
BG29668-chopped1	chr2	89120002	89160000	+	0.000	0.000	4545
BG39476-chopped1	chr4	113440002	113480000	+	0.000	0.000	6706
BG53127-chopped1	chr18	26240002	26280000	+	0.000	0.000	6134
BG6171-chopped1	chr1	55920002	55960000	+	0.000	0.000	626
BG47999-chopped1	chr6	80120002	80160000	+	0.000	0.000	5615
BG23512-chopped1	chr11	104000002	104040000	+	0.000	0.000	5141
BG58126-chopped1	chr5	94160002	94200000	+	0.000	0.000	3682
BG42363-chopped1	chr2	51200002	51240000	+	0.000	0.000	5813
BG52607-chopped1	chr6	138600002	138640000	+	0.000	0.000	3477
BG56732-chopped1	chr1	19440002	19480000	+	0.000	0.000	6551
BG58572-chopped1	chr5	85640002	85680000	+	0.000	0.000	7605
BG3811-chopped1	chr9	73600002	73640000	+	0.000	0.000	5533
BG62415-chopped1	chr3	176440002	176480000	+	0.000	0.000	6192
BG53045-chopped1	chr15	72800002	72840000	+	0.000	0.000	1892
BG36034-chopped1	chr21	30720002	30760000	+	0.000	0.000	11312
BG14579-chopped1	chr21	18760002	18800000	+	0.000	0.000	4554
BG26672-chopped1	chr19	48160002	48200000	+	0.000	0.000	6115
BG30515-chopped1	chr10	49680002	49720000	+	0.000	0.000	5334
BG13177-chopped1	chr1	69360002	69400000	+	0.000	0.000	11360
BG36916-chopped1	chr4	130680002	130720000	+	0.000	0.000	2363
BG29713-chopped1	chr2	211320002	211360000	+	0.000	0.000	11446
BG18058-chopped1	chr9	81600002	81640000	+	0.000	0.000	1979
BG3284-chopped1	chr19	22480002	22520000	+	0.000	0.000	6793
BG35960-chopped1	chr7	86480002	86520000	+	0.000	0.000	8933
BG14497-chopped1	chr12	22840002	22880000	+	0.000	0.000	1229
BG33675-chopped1	chr21	27160002	27200000	+	0.000	0.000	7881
BG59246-chopped1	chr15	95200002	95240000	+	0.000	0.000	1190
BG8610-chopped1	chr2	34440002	34480000	+	0.000	0.000	7483
BG42081-chopped1	chr2	122560002	122600000	+	0.000	0.000	7074
BG25506-chopped1	chr3	165240002	165280000	+	0.000	0.000	1434
BG27346-chopped1	chr6	161640002	161680000	+	0.000	0.000	537
